,Unnamed: 0,city,country,emissions,inventory_type,year
309,309.0,"District of North Cowichan, Canada",Canada,723.0,Government operations inventory,2011.0
310,310.0,"District of Saanich, BC, Canada",Canada,440832.0,Community inventories,2007.0
311,311.0,"District of Saanich, BC, Canada",Canada,426468.0,Community inventories,2010.0
312,312.0,"District of Saanich, BC, Canada",Canada,2879.0,Government operations inventory,2007.0
313,313.0,"District of Saanich, BC, Canada",Canada,2642.0,Government operations inventory,2008.0
314,314.0,"District of Saanich, BC, Canada",Canada,2397.0,Government operations inventory,2009.0
315,315.0,"District of Saanich, BC, Canada",Canada,2367.0,Government operations inventory,2010.0
316,316.0,"District of Saanich, BC, Canada",Canada,2234.0,Government operations inventory,2011.0
317,317.0,"District of Saanich, BC, Canada",Canada,2230.0,Government operations inventory,2012.0
318,318.0,"District of Saanich, BC, Canada",Canada,2169.0,Government operations inventory,2013.0
319,319.0,"District of Saanich, BC, Canada",Canada,2487.0,Government operations inventory,2014.0
320,320.0,"District of West Vancouver, Canada",Canada,130450.0,Government operations inventory,2007.0
321,321.0,"District of West Vancouver, Canada",Canada,1076.0,Government operations inventory,2008.0
322,322.0,"District of West Vancouver, Canada",Canada,1002.0,Government operations inventory,2009.0
323,323.0,"Metro Vancouver, BC, Canada",Canada,278204.0,Government operations inventory,2008.0
324,324.0,"Metro Vancouver, BC, Canada",Canada,238460.0,Government operations inventory,2009.0
325,325.0,"Metro Vancouver, BC, Canada",Canada,244580.0,Government operations inventory,2010.0
326,326.0,"Regional Municipality of Waterloo, ON, Canada",Canada,0.0,Government operations inventory,2009.0
327,327.0,"Town of Ajax, Canada",Canada,521250.0,Community inventories,2005.0
328,328.0,"Town of Ajax, Canada",Canada,1497.0,Government operations inventory,2005.0
329,329.0,"Town of Caledon, Canada",Canada,312300.0,Community inventories,2006.0
330,330.0,"Town of Halton Hills, ON, Canada",Canada,1351580.0,Community inventories,2011.0
331,331.0,"Town of Halton Hills, ON, Canada",Canada,0.0,Government operations inventory,2011.0
332,332.0,"Town of Oakville, ON, Canada",Canada,885392.0,Community inventories,2014.0
333,333.0,"Municipality of Valdivia, Chile",Chile,1033270.0,Community inventories,2012.0
334,334.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,63768100.0,Community inventories,2010.0
335,335.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,61897600.0,Community inventories,2011.0
336,336.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,63251100.0,Community inventories,2012.0
337,337.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,56114754.0,Community inventories,2013.0
338,338.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,58701796.0,Community inventories,2013.0
339,339.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,60788365.0,Community inventories,2015.0
340,340.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,29200.0,Government operations inventory,2010.0
341,341.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,17711.0,Government operations inventory,2011.0
342,342.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,17670.0,Government operations inventory,2012.0
343,343.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,401433.22,Government operations inventory,2013.0
344,344.0,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,419799.0,Government operations inventory,2013.0
345,345.0,"Kinmen County Government, Chinese Taipei",Chinese Taipei,450010.28,Community inventories,2016.0
346,346.0,"New Taipei City Government, Chinese Taipei",Chinese Taipei,17476961.0,Community inventories,2012.0
347,347.0,"New Taipei City Government, Chinese Taipei",Chinese Taipei,18326229.0,Community inventories,2013.0
348,348.0,"New Taipei City Government, Chinese Taipei",Chinese Taipei,18927334.0,Community inventories,2014.0
349,349.0,"New Taipei City Government, Chinese Taipei",Chinese Taipei,3705475.9,Government operations inventory,2001.0
350,350.0,"Pingtung County Government, Chinese Taipei",Chinese Taipei,4613158.0,Community inventories,2013.0
351,351.0,"Pingtung County Government, Chinese Taipei",Chinese Taipei,4870982.088,Community inventories,2015.0
352,352.0,"Pingtung County Government, Chinese Taipei",Chinese Taipei,121006.32,Government operations inventory,2013.0
353,353.0,"Pingtung County Government, Chinese Taipei",Chinese Taipei,202501.0,Government operations inventory,2013.0
354,354.0,"Pingtung County Government, Chinese Taipei",Chinese Taipei,121006.32,Government operations inventory,2015.0
355,355.0,"Taichung City Government, Chinese Taipei",Chinese Taipei,29669887.0,Community inventories,2011.0
356,356.0,"Taichung City Government, Chinese Taipei",Chinese Taipei,25751974.0,Community inventories,2012.0
357,357.0,"Taichung City Government, Chinese Taipei",Chinese Taipei,35612890.0,Community inventories,2013.0
358,358.0,"Tainan City Government, Chinese Taipei",Chinese Taipei,28583310.0,Community inventories,2010.0
359,359.0,"Tainan City Government, Chinese Taipei",Chinese Taipei,28454832.0,Community inventories,2011.0
360,360.0,"Tainan City Government, Chinese Taipei",Chinese Taipei,27643923.0,Community inventories,2012.0
361,361.0,"Tainan City Government, Chinese Taipei",Chinese Taipei,28487369.0,Community inventories,2013.0
362,362.0,"Tainan City Government, Chinese Taipei",Chinese Taipei,80871.0,Government operations inventory,2013.0
363,363.0,"Taipei City Government, Chinese Taipei",Chinese Taipei,15053471.0,Community inventories,2012.0
364,364.0,"Taipei City Government, Chinese Taipei",Chinese Taipei,14840650.0,Community inventories,2013.0
365,365.0,"Taipei City Government, Chinese Taipei",Chinese Taipei,15028377.0,Community inventories,2014.0
366,366.0,"Taipei City Government, Chinese Taipei",Chinese Taipei,12813817.0,Community inventories,2015.0
367,367.0,"Taipei City Government, Chinese Taipei",Chinese Taipei,13110785.09,Community inventories,2017.0
368,368.0,"Taipei City Government, Chinese Taipei",Chinese Taipei,5465300.0,Government operations inventory,2009.0
369,369.0,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,3075235369.0,Community inventories,2014.0
370,370.0,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,37068805.5,Community inventories,2015.0
371,371.0,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,8265.48,Government operations inventory,2014.0
372,372.0,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,11029.61,Government operations inventory,2015.0
373,373.0,"Capital District of Bogotá, Colombia",Colombia,16083753.0,Community inventories,2008.0
374,374.0,"Capital District of Bogotá, Colombia",Colombia,13621937.0,Community inventories,2012.0
375,375.0,"City of San Jerónimo de Montería, Colombia",Colombia,1236279.0,Community inventories,2009.0
376,376.0,"City of San Jerónimo de Montería, Colombia",Colombia,917624.0,Community inventories,2012.0
377,377.0,"City of San Jerónimo de Montería, Colombia",Colombia,1166.0,Community inventories,2014.0
378,378.0,"City of San Jerónimo de Montería, Colombia",Colombia,0.0,Government operations inventory,2009.0
379,379.0,"City of San Jerónimo de Montería, Colombia",Colombia,0.0,Government operations inventory,2012.0
380,380.0,"Municipality of Barranquilla, Colombia",Colombia,3023515.0,Community inventories,2013.0
381,381.0,"Municipality of Cartago, Colombia",Colombia,0.0,Government operations inventory,2016.0
382,382.0,"Municipality of Ibagué, Colombia",Colombia,923990.0,Community inventories,2014.0
383,383.0,"Municipality of Medellín, Colombia",Colombia,0.0,Government operations inventory,2013.0
384,384.0,"Municipality of Santiago de Cali, Colombia",Colombia,5087487.0,Community inventories,2011.0
385,385.0,"Municipality of Santiago de Cali, Colombia",Colombia,3433662.0,Government operations inventory,2012.0
386,386.0,"Municipality of Valledupar, Colombia",Colombia,1114495.0,Community inventories,2013.0
387,387.0,"Municipality of San José, Costa Rica",Costa Rica,19734.0,Government operations inventory,2011.0
388,388.0,"City of Copenhagen, Denmark",Denmark,2656796.0,Community inventories,2009.0
389,389.0,"City of Copenhagen, Denmark",Denmark,2510035.0,Community inventories,2010.0
390,390.0,"City of Copenhagen, Denmark",Denmark,4000.0,Government operations inventory,2011.0
391,391.0,"Municipality of Santa Cruz, Ecuador",Ecuador,20.0,Government operations inventory,2016.0
392,392.0,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,32383390.0,Community inventories,2011.0
393,393.0,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,6173164.0,Community inventories,2015.0
394,394.0,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,0.0,Government operations inventory,2011.0
395,395.0,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,0.0,Government operations inventory,2015.0
396,396.0,"City of Espoo, Finland",Finland,1384407.0,Community inventories,1990.0
397,397.0,"City of Espoo, Finland",Finland,1801327.0,Community inventories,2009.0
398,398.0,"City of Espoo, Finland",Finland,0.0,Government operations inventory,1990.0
399,399.0,"City of Espoo, Finland",Finland,1829.0,Government operations inventory,2009.0
400,400.0,"City of Espoo, Finland",Finland,0.0,Government operations inventory,2013.0
401,401.0,"City of Helsinki, Finland",Finland,2026092.0,Community inventories,2014.0
402,402.0,"City of Helsinki, Finland",Finland,0.0,Government operations inventory,2014.0
403,403.0,"City of Lahti, Finland",Finland,764153.0,Community inventories,2012.0
404,404.0,"City of Lahti, Finland",Finland,580.0,Government operations inventory,2012.0
405,405.0,"City of Lappeenranta, Finland",Finland,7.0,Government operations inventory,2014.0
406,406.0,"City of Tampere, Finland",Finland,1132400.0,Community inventories,2012.0
407,407.0,"City of Tampere, Finland",Finland,1132700.0,Community inventories,2012.0
408,408.0,"Bordeaux Metropolis, France",France,3662194.0,Community inventories,2007.0
409,409.0,"City of Besançon, France",France,533678.0,Community inventories,2008.0
410,410.0,"City of Besançon, France",France,1681.0,Government operations inventory,2011.0
411,411.0,"City of Grenoble, France",France,0.0,Government operations inventory,2013.0
412,412.0,"City of Paris, France",France,12726800.0,Community inventories,2004.0
413,413.0,"City of Paris, France",France,7960493.0,Community inventories,2014.0
414,414.0,"City of Paris, France",France,56200.0,Government operations inventory,2004.0
415,415.0,"City of Paris, France",France,57100.0,Government operations inventory,2009.0
416,416.0,"City of Paris, France",France,61458.0,Government operations inventory,2014.0
417,417.0,"City of Paris, France",France,125500.0,Government operations inventory,2014.0
418,418.0,"Lille European Metropolis, France",France,8295985.0,Community inventories,2007.0
419,419.0,"Lille European Metropolis, France",France,0.0,Government operations inventory,
420,420.0,"Lyon Metropolis, France",France,7191700.0,Community inventories,2010.0
421,421.0,"Lyon Metropolis, France",France,240223.0,Government operations inventory,2009.0
422,422.0,"Toulouse Metropolis, France",France,2534574.0,Community inventories,2006.0
423,423.0,"Toulouse Metropolis, France",France,68200.0,Government operations inventory,2006.0
424,424.0,"Urban Community of Nantes Métropole, France",France,2076210.0,Community inventories,2003.0
425,425.0,"Urban Community of Nantes Métropole, France",France,141184.0,Government operations inventory,2012.0
426,426.0,"City of Hannover, Germany",Germany,9585435.61612556,Community inventories,2011.0
427,427.0,"City of Hannover, Germany",Germany,0.0,Government operations inventory,2011.0
428,428.0,"Federal City of Bonn, Germany",Germany,2052382.0,Community inventories,2010.0
429,429.0,"Federal City of Bonn, Germany",Germany,4066.0,Government operations inventory,2010.0
430,430.0,"Municipality of Pachalum, Guatemala",Guatemala,5726.0,Community inventories,2016.0
431,431.0,"Ahmadabad Municipal Corporation, India",India,13855311.0,Community inventories,2008.0
432,432.0,"Ahmadabad Municipal Corporation, India",India,66990.0,Government operations inventory,2008.0
433,433.0,"Bengaluru Municipal Corporation, India",India,5568706.7,Community inventories,2008.0
434,434.0,"Bhubaneswar Municipal Corporation, India",India,25469.1,Community inventories,2005.0
435,435.0,"Bhubaneswar Municipal Corporation, India",India,182682.99,Community inventories,2005.0
436,436.0,"Bhubaneswar Municipal Corporation, India",India,206539.62,Community inventories,2005.0
437,437.0,"Bhubaneswar Municipal Corporation, India",India,449533.32,Community inventories,2005.0
438,438.0,"Bhubaneswar Municipal Corporation, India",India,528002.28,Community inventories,2005.0
439,439.0,"Cochin Municipal Corporation, India",India,269372.0,Community inventories,2008.0
440,440.0,"Cochin Municipal Corporation, India",India,2079.0,Government operations inventory,2008.0
441,441.0,"Coimbatore City Municipal Corporation, India",India,4623905.0,Community inventories,2012.0
442,442.0,"Coimbatore City Municipal Corporation, India",India,4619085.0,Community inventories,2013.0
443,443.0,"Coimbatore City Municipal Corporation, India",India,4574155.0,Community inventories,2014.0
444,444.0,"Coimbatore City Municipal Corporation, India",India,5316666.0,Community inventories,2015.0
445,445.0,"Coimbatore City Municipal Corporation, India",India,3522.0,Government operations inventory,2008.0
446,446.0,"Coimbatore City Municipal Corporation, India",India,6394.0,Government operations inventory,2010.0
447,447.0,"Coimbatore City Municipal Corporation, India",India,19820063.0,Government operations inventory,2010.0
448,448.0,"Coimbatore City Municipal Corporation, India",India,0.0,Government operations inventory,2012.0
449,449.0,"Coimbatore City Municipal Corporation, India",India,0.0,Government operations inventory,2013.0
450,450.0,"Coimbatore City Municipal Corporation, India",India,0.0,Government operations inventory,2014.0
451,451.0,"Coimbatore City Municipal Corporation, India",India,433078.79,Government operations inventory,2015.0
452,452.0,"Corporation of the City of Panaji, India",India,154914.0,Community inventories,2010.0
453,453.0,"Corporation of the City of Panaji, India",India,140366.0,Community inventories,2011.0
454,454.0,"Corporation of the City of Panaji, India",India,151227.0,Community inventories,2012.0
455,455.0,"Corporation of the City of Panaji, India",India,147168.0,Community inventories,2013.0
456,456.0,"Corporation of the City of Panaji, India",India,0.0,Government operations inventory,2013.0
457,457.0,"Dehradun Municipal Corporation, India",India,1316744.0,Community inventories,2008.0
458,458.0,"Dehradun Municipal Corporation, India",India,376.0,Government operations inventory,2008.0
459,459.0,"Gandhinagar Municipal Corporation, India",India,5424749.0,Community inventories,2011.0
460,460.0,"Greater Hyderabad Municipal Corporation, India",India,2333366.0,Community inventories,2002.0
461,461.0,"Greater Hyderabad Municipal Corporation, India",India,238510.0,Community inventories,2009.0
462,462.0,"Greater Hyderabad Municipal Corporation, India",India,2196031.0,Community inventories,2010.0
463,463.0,"Greater Hyderabad Municipal Corporation, India",India,0.0,Government operations inventory,2002.0
464,464.0,"Greater Hyderabad Municipal Corporation, India",India,153151.0,Government operations inventory,2010.0
465,465.0,"Greater Hyderabad Municipal Corporation, India",India,181335.0,Government operations inventory,2011.0
466,466.0,"Gwalior Municipal Corporation, India",India,591963.0,Community inventories,2008.0
467,467.0,"Gwalior Municipal Corporation, India",India,13787087.0,Community inventories,2009.0
468,468.0,"Gwalior Municipal Corporation, India",India,1115381.0,Community inventories,2011.0
469,469.0,"Gwalior Municipal Corporation, India",India,1138632.0,Community inventories,2012.0
470,470.0,"Gwalior Municipal Corporation, India",India,1195239.0,Community inventories,2013.0
471,471.0,"Gwalior Municipal Corporation, India",India,5752.0,Government operations inventory,2008.0
472,472.0,"Gwalior Municipal Corporation, India",India,9153.0,Government operations inventory,2009.0
473,473.0,"Gwalior Municipal Corporation, India",India,4575.0,Government operations inventory,2011.0
474,474.0,"Gwalior Municipal Corporation, India",India,7996.0,Government operations inventory,2012.0
475,475.0,"Gwalior Municipal Corporation, India",India,4719.0,Government operations inventory,2013.0
476,476.0,"Indore Municipal Corporation, India",India,1145839.0,Community inventories,2007.0
477,477.0,"Jaipur Municipal Corporation, India",India,7610894.0,Community inventories,2010.0
478,478.0,"Jaipur Municipal Corporation, India",India,3034.0,Government operations inventory,2010.0
479,479.0,"Kochi Municipal Corporation, India",India,640380.75,Community inventories,2017.0
480,480.0,"Kota Municipal Corporation, India",India,1099038.0,Community inventories,2010.0
481,481.0,"Kota Municipal Corporation, India",India,0.0,Government operations inventory,2010.0
482,482.0,"Nagpur Municipal Corporation, India",India,1534552.31,Community inventories,2007.0
483,483.0,"Nagpur Municipal Corporation, India",India,28796.9,Government operations inventory,2007.0
484,484.0,"Nashik City Corporation, India",India,366575.0,Government operations inventory,2013.0
485,485.0,"New Delhi Municipal Council, India",India,16326600.0,Community inventories,
486,486.0,"Pimpri Chinchwad Municipal Corporation, India",India,2260731.0,Community inventories,2009.0
487,487.0,"Pimpri Chinchwad Municipal Corporation, India",India,2761774.0,Community inventories,2010.0
488,488.0,"Pimpri Chinchwad Municipal Corporation, India",India,2947669.0,Community inventories,2011.0
489,489.0,"Pimpri Chinchwad Municipal Corporation, India",India,3185501.0,Community inventories,2012.0
490,490.0,"Pimpri Chinchwad Municipal Corporation, India",India,2015.0,Government operations inventory,2010.0
491,491.0,"Pimpri Chinchwad Municipal Corporation, India",India,2402.0,Government operations inventory,2011.0
492,492.0,"Pimpri Chinchwad Municipal Corporation, India",India,1510.0,Government operations inventory,2012.0
493,493.0,"Pune Municipal Corporation, India",India,6350326.0,Community inventories,2008.0
494,494.0,"Pune Municipal Corporation, India",India,4661066.0,Community inventories,2011.0
495,495.0,"Pune Municipal Corporation, India",India,4276.0,Government operations inventory,2008.0
496,496.0,"Rajkot Municipal Corporation, India",India,882103.0,Community inventories,2007.0
497,497.0,"Rajkot Municipal Corporation, India",India,1344676.0,Community inventories,2009.0
498,498.0,"Rajkot Municipal Corporation, India",India,1514267.0,Community inventories,2010.0
499,499.0,"Rajkot Municipal Corporation, India",India,1634367.0,Community inventories,2011.0
500,500.0,"Rajkot Municipal Corporation, India",India,1704380.0,Community inventories,2012.0
501,501.0,"Rajkot Municipal Corporation, India",India,2019912.0,Community inventories,2015.0
502,502.0,"Rajkot Municipal Corporation, India",India,0.0,Government operations inventory,2007.0
503,503.0,"Rajkot Municipal Corporation, India",India,0.0,Government operations inventory,2009.0
504,504.0,"Rajkot Municipal Corporation, India",India,0.0,Government operations inventory,2010.0
505,505.0,"Rajkot Municipal Corporation, India",India,1703.0,Government operations inventory,2011.0
506,506.0,"Rajkot Municipal Corporation, India",India,6677.57,Government operations inventory,2012.0
507,507.0,"Rajkot Municipal Corporation, India",India,7459.0,Government operations inventory,2015.0
508,508.0,"Shimla Municipal Corporation, India",India,111294.0,Community inventories,2008.0
509,509.0,"Shimla Municipal Corporation, India",India,182667.0,Community inventories,2009.0
510,510.0,"Shimla Municipal Corporation, India",India,186316.0,Community inventories,2010.0
511,511.0,"Shimla Municipal Corporation, India",India,195201.0,Community inventories,2011.0
512,512.0,"Shimla Municipal Corporation, India",India,204982.0,Community inventories,2012.0
513,513.0,"Shimla Municipal Corporation, India",India,218896.0,Community inventories,2013.0
514,514.0,"Shimla Municipal Corporation, India",India,106.0,Government operations inventory,2008.0
515,515.0,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2009.0
516,516.0,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2010.0
517,517.0,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2011.0
518,518.0,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2012.0
519,519.0,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2013.0
520,520.0,"Surat Municipal Corporation, India",India,16255462.0,Community inventories,2011.0
521,521.0,"Surat Municipal Corporation, India",India,0.0,Government operations inventory,2011.0
522,522.0,"Thane Municipal Corporation, India",India,2327233.0,Community inventories,1990.0
523,523.0,"Thane Municipal Corporation, India",India,1411454.0,Community inventories,2007.0
524,524.0,"Thane Municipal Corporation, India",India,1676722.0,Community inventories,2009.0
525,525.0,"Thane Municipal Corporation, India",India,2138165.0,Community inventories,2010.0
526,526.0,"Thane Municipal Corporation, India",India,2027179.0,Community inventories,2011.0
527,527.0,"Thane Municipal Corporation, India",India,4077107.0,Community inventories,2013.0
528,528.0,"Thane Municipal Corporation, India",India,515.0,Government operations inventory,1990.0
529,529.0,"Thane Municipal Corporation, India",India,0.0,Government operations inventory,2007.0
530,530.0,"Thane Municipal Corporation, India",India,7184.0,Government operations inventory,2009.0
531,531.0,"Thane Municipal Corporation, India",India,6386.0,Government operations inventory,2010.0
532,532.0,"Thane Municipal Corporation, India",India,7702.0,Government operations inventory,2011.0
533,533.0,"Thane Municipal Corporation, India",India,783015.0,Government operations inventory,2013.0
534,534.0,"City of Balikpapan, Indonesia",Indonesia,-748326.5909999999,Community inventories,2013.0
535,535.0,"City of Balikpapan, Indonesia",Indonesia,-748326.5909999999,Community inventories,2015.0
536,536.0,"City of Balikpapan, Indonesia",Indonesia,481003.0,Community inventories,2015.0
537,537.0,"City of Balikpapan, Indonesia",Indonesia,359357.9,Government operations inventory,2015.0
538,538.0,"City of Bandung, Indonesia",Indonesia,2660.98238,Community inventories,2013.0
539,539.0,"City of Bandung, Indonesia",Indonesia,0.0,Government operations inventory,
540,540.0,"City of Bandung, Indonesia",Indonesia,1748.2172,Government operations inventory,2013.0
541,541.0,"City of Bogor, Indonesia",Indonesia,1251283.0,Community inventories,2015.0
542,542.0,"City of Bogor, Indonesia",Indonesia,0.0,Government operations inventory,
543,543.0,"City of Bogor, Indonesia",Indonesia,0.0,Government operations inventory,1986.0
544,544.0,"City of Cimahi, Indonesia",Indonesia,11370194.45,Community inventories,
545,545.0,"City of Malang, Indonesia",Indonesia,775422.0,Community inventories,2017.0
546,546.0,"City of Malang, Indonesia",Indonesia,0.0,Government operations inventory,2017.0
547,547.0,"City of Probolinggo, Indonesia",Indonesia,235623.0,Community inventories,2010.0
548,548.0,"City of Probolinggo, Indonesia",Indonesia,0.0,Government operations inventory,2010.0
549,549.0,"City of Semarang, Indonesia",Indonesia,177027.0,Community inventories,2010.0
550,550.0,"City of Semarang, Indonesia",Indonesia,1770297.41,Community inventories,2010.0
551,551.0,"City of Semarang, Indonesia",Indonesia,1066.0,Government operations inventory,2010.0
552,552.0,"City of Semarang, Indonesia",Indonesia,10661.39,Government operations inventory,2010.0
553,553.0,"Special Capital Region of Jakarta, Indonesia",Indonesia,16633289.0,Community inventories,2010.0
554,554.0,"Special Capital Region of Jakarta, Indonesia",Indonesia,16685429.0,Community inventories,2010.0
555,555.0,"Special Capital Region of Jakarta, Indonesia",Indonesia,0.0,Government operations inventory,2006.0
556,556.0,"Special Capital Region of Jakarta, Indonesia",Indonesia,95000.0,Government operations inventory,2010.0
557,557.0,"Jerusalem Municipality, Israel",Israel,2353555.0,Community inventories,2007.0
558,558.0,"Jerusalem Municipality, Israel",Israel,15449.0,Government operations inventory,2007.0
559,559.0,"City of Bologna, Italy",Italy,15019.2687737828,Government operations inventory,2013.0
560,560.0,"City of Forlì, Italy",Italy,812179.0,Community inventories,2000.0
561,561.0,"City of Rome, Italy",Italy,10999517.0,Community inventories,2003.0
562,562.0,"Metropolitan City of Florence, Italy",Italy,2487982.0,Community inventories,2005.0
563,563.0,"Metropolitan City of Florence, Italy",Italy,38972.0,Government operations inventory,2005.0
564,564.0,"Metropolitan City of Turin, Italy",Italy,12028000.0,Community inventories,2011.0
565,565.0,"Metropolitan City of Venice, Italy",Italy,1494743.0,Community inventories,2005.0
566,566.0,"Municipality of Ancona, Italy",Italy,606219.0,Community inventories,2010.0
567,567.0,"Municipality of Ancona, Italy",Italy,473.0,Government operations inventory,2010.0
568,568.0,"Municipality of Villa di Serio, Italy",Italy,2623616.0,Community inventories,2005.0
569,569.0,"Province of Siena, Italy",Italy,1550316.0,Community inventories,2010.0
570,570.0,"Province of Siena, Italy",Italy,0.0,Government operations inventory,2010.0
571,571.0,"Adachi City, Japan",Japan,2452000.0,Community inventories,2008.0
572,572.0,"Adachi City, Japan",Japan,2317000.0,Community inventories,2010.0
573,573.0,"Adachi City, Japan",Japan,0.0,Government operations inventory,2009.0
574,574.0,"Adachi City, Japan",Japan,34587.0,Government operations inventory,2011.0
575,575.0,"Aichi Prefecture, Japan",Japan,80956065.0,Community inventories,2008.0
576,576.0,"Aichi Prefecture, Japan",Japan,75007551.0,Community inventories,2009.0
577,577.0,"Aichi Prefecture, Japan",Japan,75203767.0,Community inventories,2010.0
578,578.0,"Aichi Prefecture, Japan",Japan,73971153.55,Community inventories,2012.0
579,579.0,"Aichi Prefecture, Japan",Japan,20881.0,Government operations inventory,2011.0
580,580.0,"Aichi Prefecture, Japan",Japan,3351.0,Government operations inventory,2012.0
581,581.0,"Aichi Prefecture, Japan",Japan,21186.0,Government operations inventory,2012.0
582,582.0,"Aichi Prefecture, Japan",Japan,21972.0,Government operations inventory,2013.0
583,583.0,"Akashi City, Japan",Japan,1873447.0,Community inventories,2007.0
584,584.0,"Akita City, Japan",Japan,3594000.0,Community inventories,2007.0
585,585.0,"Akita City, Japan",Japan,3357000.0,Community inventories,2010.0
586,586.0,"Akita City, Japan",Japan,119828.0,Government operations inventory,2012.0
587,587.0,"Akita Prefecture, Japan",Japan,9376000.0,Community inventories,2008.0
588,588.0,"Akita Prefecture, Japan",Japan,39060.0,Government operations inventory,2009.0
589,589.0,"Amami City, Japan",Japan,467.0,Government operations inventory,2010.0
590,590.0,"Aomori City, Japan",Japan,2800555.0,Community inventories,2008.0
591,591.0,"Aomori City, Japan",Japan,2791056.0,Community inventories,2010.0
592,592.0,"Aomori City, Japan",Japan,61056.0,Government operations inventory,2010.0
593,593.0,"Aomori City, Japan",Japan,51003.0,Government operations inventory,2012.0
594,594.0,"Aomori Prefecture, Japan",Japan,14745000.0,Community inventories,2008.0
595,595.0,"Asahikawa City, Japan",Japan,2894631.0,Community inventories,2007.0
596,596.0,"Asahikawa City, Japan",Japan,2585312.0,Community inventories,2009.0
597,597.0,"Asahikawa City, Japan",Japan,30908.0,Government operations inventory,2010.0
598,598.0,"Asahikawa City, Japan",Japan,32606.0,Government operations inventory,2012.0
599,599.0,"Atsugi City, Japan",Japan,2006534.0,Community inventories,2008.0
600,600.0,"Atsugi City, Japan",Japan,718.0,Government operations inventory,2010.0
601,601.0,"Chiba Prefecture, Japan",Japan,79203.0,Community inventories,2008.0
602,602.0,"Chiba Prefecture, Japan",Japan,75464000.0,Community inventories,2009.0
603,603.0,"Chiba Prefecture, Japan",Japan,8960.0,Government operations inventory,2008.0
604,604.0,"Chiba Prefecture, Japan",Japan,8008.0,Government operations inventory,2010.0
605,605.0,"Chigasaki City, Japan",Japan,1289000.0,Community inventories,2009.0
606,606.0,"Chiyoda City, Japan",Japan,3313000.0,Community inventories,2008.0
607,607.0,"Chiyoda City, Japan",Japan,3002000.0,Community inventories,2010.0
608,608.0,"Chiyoda City, Japan",Japan,35.0,Government operations inventory,2009.0
609,609.0,"Chiyoda City, Japan",Japan,38.0,Government operations inventory,2011.0
610,610.0,"Chuo City, Japan",Japan,2381000.0,Community inventories,2008.0
611,611.0,"Edogawa City, Japan",Japan,2401000.0,Community inventories,2008.0
612,612.0,"Edogawa City, Japan",Japan,716.0,Government operations inventory,2010.0
613,613.0,"Ehime Prefecture, Japan",Japan,20136000.0,Community inventories,2008.0
614,614.0,"Ehime Prefecture, Japan",Japan,19418000.0,Community inventories,2010.0
615,615.0,"Ehime Prefecture, Japan",Japan,0.0,Government operations inventory,2010.0
616,616.0,"Fuji City, Japan",Japan,7851000.0,Community inventories,2007.0
617,617.0,"Fuji City, Japan",Japan,6710000.0,Community inventories,2010.0
618,618.0,"Fuji City, Japan",Japan,29177.0,Government operations inventory,2010.0
619,619.0,"Fuji City, Japan",Japan,31039.0,Government operations inventory,2012.0
620,620.0,"Fujinomiya City, Japan",Japan,1444300.0,Community inventories,2008.0
621,621.0,"Fujinomiya City, Japan",Japan,28995.0,Government operations inventory,2009.0
622,622.0,"Fujisawa City, Japan",Japan,2896773.0,Community inventories,2008.0
623,623.0,"Fujisawa City, Japan",Japan,2929878.0,Community inventories,2010.0
624,624.0,"Fujisawa City, Japan",Japan,41845.0,Government operations inventory,2012.0
625,625.0,"Fukui Prefecture, Japan",Japan,8310000.0,Community inventories,2009.0
626,626.0,"Fukuoka City, Japan",Japan,7861050.0,Community inventories,2011.0
627,627.0,"Fukuoka City, Japan",Japan,294136.0,Government operations inventory,2012.0
628,628.0,"Fukushima Prefecture, Japan",Japan,17844000.0,Community inventories,2008.0
629,629.0,"Fukushima Prefecture, Japan",Japan,16671000.0,Community inventories,2010.0
630,630.0,"Fukushima Prefecture, Japan",Japan,71404.0,Government operations inventory,2012.0
