,Unnamed: 0,area (km2),city,country,gdp,population,target
310,310.0,40.0,"Koto City, Japan",Japan,,488632,Reduce 20% GHG emissions
311,311.0,390.0,"Kumamoto City, Japan",Japan,,734029,Reduce 16% GHG emissions
312,312.0,355.0,"Kurashiki City, Japan",Japan,,483265,Reduce 12% GHG emissions
313,313.0,230.0,"Kurume City, Japan",Japan,,305933,
314,314.0,1363.0,"Kushiro City, Japan",Japan,,183757,Reduce 1% GHG emissions
315,315.0,827.9,"Kyoto City, Japan",Japan,6.5 Trillion,1470742,Reduce 25% GHG emissions
316,316.0,4613.0,"Kyoto Prefecture, Japan",Japan,,2609316,Reduce 80% GHG emissions
317,317.0,311.59,"Maebashi City, Japan",Japan,,339701,Reduce 3% GHG emissions
318,318.0,429.0,"Matsuyama City, Japan",Japan,,514559,
319,319.0,15.0,"Meguro City, Japan",Japan,,277171,Reduce 5% GHG emissions
320,320.0,5777.0,"Mie Prefecture, Japan",Japan,,1855177,Reduce 3% GHG emissions
321,321.0,20.0,"Minato City, Japan",Japan,,243094,Reduce 10% GHG emissions
322,322.0,217.0,"Mito City, Japan",Japan,,270859,Reduce 10% GHG emissions
323,323.0,7286.0,"Miyagi Prefecture, Japan",Japan,,2337514,Reduce 2% GHG emissions
324,324.0,645.0,"Miyazaki City, Japan",Japan,,399834,Reduce 4% GHG emissions
325,325.0,778.0,"Miyoshi City, Japan",Japan,,58170,Reduce 25% GHG emissions
326,326.0,11.0,"Musashino City, Japan",Japan,,142108,Reduce 11% GHG emissions
327,327.0,539.0,"Nagahama City, Japan",Japan,,122280,Reduce 20% GHG emissions
328,328.0,35.0,"Nagareyama City, Japan",Japan,,166493,Reduce 10% GHG emissions
329,329.0,4106.0,"Nagasaki Prefecture, Japan",Japan,,1426594,Reduce 10% GHG emissions
330,330.0,326.0,"Nagoya City, Japan",Japan,,2268217,Reduce 25% GHG emissions
331,331.0,39.0,"Naha City, Japan",Japan,,315954,
332,332.0,16.0,"Nakano City, Japan",Japan,,322731,Reduce 15% GHG emissions
333,333.0,277.0,"Nara City, Japan",Japan,,364937,
334,334.0,48.0,"Nerima City, Japan",Japan,,713995,Reduce 8% GHG emissions
335,335.0,25.0,"Neyagawa City, Japan",Japan,,241702,
336,336.0,345.0,"Nihonmatsu City, Japan",Japan,,56386,Reduce 6% GHG emissions
337,337.0,726.0,"Niigata City, Japan",Japan,,804193,Reduce 7% GHG emissions
338,338.0,12582.5,"Niigata Prefecture, Japan",Japan,,2371574,Reduce 12% GHG emissions
339,339.0,100.0,"Nishinomiya, Japan",Japan,,483598,Reduce 3% GHG emissions
340,340.0,114.0,"Odawara City, Japan",Japan,,194672,Reduce 25% GHG emissions
341,341.0,6340.0,"Oita Prefecture, Japan",Japan,,1177900,Reduce 6% GHG emissions
342,342.0,790.0,"Okayama City, Japan",Japan,,701923,Reduce 10% GHG emissions
343,343.0,387.0,"Okazaki City, Japan",Japan,,375321,Reduce 6% GHG emissions
344,344.0,2276.0,"Okinawa Prefecture, Japan",Japan,,1413583,
345,345.0,1898.0,"Osaka Prefecture, Japan",Japan,,8864228,Reduce 9% GHG emissions
346,346.0,59.0,"Ota City, Japan",Japan,,676458,Reduce 6% GHG emissions
347,347.0,464.0,"Otsu City, Japan",Japan,,342394,Reduce 5% GHG emissions
348,348.0,329.0,"Sagamihara City, Japan",Japan,,719677,Reduce 6% GHG emissions
349,349.0,217.0,"Saitama City, Japan",Japan,,1259858,
350,350.0,3797.0,"Saitama Prefecture, Japan",Japan,,7237734,Reduce 18% GHG emissions
351,351.0,150.0,"Sakai City, Japan",Japan,,840862,
352,352.0,1121.26,"Sapporo City, Japan",Japan,6.5 Trillion,1953784,Reduce 80% GHG emissions
353,353.0,426.0,"Sasebo City, Japan",Japan,,256776,
354,354.0,78585.0,"Sendai City, Japan",Japan,,1073242,Reduce 14% GHG emissions
355,355.0,58.0,"Setagaya City, Japan",Japan,,837185,
356,356.0,15.0,"Settsu City, Japan",Japan,,84278,Reduce 5% GHG emissions
357,357.0,15.0,"Shibuya City, Japan",Japan,,208371,Reduce 20% GHG emissions
358,358.0,4017.0,"Shiga Prefecture, Japan",Japan,,1402132,Reduce 9% GHG emissions
359,359.0,6708.0,"Shimane Prefecture, Japan",Japan,,696521,Reduce 6% GHG emissions
360,360.0,644.0,"Shimokawa Town, Japan",Japan,,3836,Reduce 25% GHG emissions
361,361.0,716.0,"Shimonoseki City, Japan",Japan,,280386,Reduce 10% GHG emissions
362,362.0,18.0,"Shinjuku City, Japan",Japan,,337556,Reduce 14% GHG emissions
363,363.0,1412.0,"Shizuoka City, Japan",Japan,,719329,Reduce 5% GHG emissions
364,364.0,7780.0,"Shizuoka Prefecture, Japan",Japan,,3774471,Reduce 5% GHG emissions
365,365.0,36.0,"Suita City, Japan",Japan,,356751,Reduce 25% GHG emissions
366,366.0,14.0,"Sumida City, Japan",Japan,,254175,Reduce 8% GHG emissions
367,367.0,10.0,"Taito City, Japan",Japan,,186276,Reduce 5% GHG emissions
368,368.0,102.0,"Takarazuka City, Japan",Japan,,222198,Reduce 6% GHG emissions
369,369.0,105.0,"Takatsuki City, Japan",Japan,,353881,Reduce 5% GHG emissions
370,370.0,72.0,"Tokorozawa City, Japan",Japan,,342939,Reduce 10% GHG emissions
371,371.0,192.0,"Tokushima City, Japan",Japan,,263372,Reduce 6% GHG emissions
372,372.0,2122.0,"Tokyo Metropolitan Government, Japan",Japan,93 Trillion,13286735,Reduce 25% GHG emissions
373,373.0,766.0,"Tottori City, Japan",Japan,,192800,Reduce 15% GHG emissions
374,374.0,3507.0,"Tottori Prefecture, Japan",Japan,,573467,Reduce 8% GHG emissions
375,375.0,1241.0,"Toyama City, Japan",Japan,1.9 Trillion,418179,Reduce 30% GHG emissions
376,376.0,4248.0,"Toyama Prefecture, Japan",Japan,,1082763,Reduce 6% GHG emissions
377,377.0,37.0,"Toyonaka City, Japan",Japan,,388633,Reduce 30% GHG emissions
378,378.0,284.0,"Tsukuba City, Japan",Japan,,217315,Reduce 20% GHG emissions
379,379.0,288.0,"Ube City, Japan",Japan,,179000,Reduce 25% GHG emissions
380,380.0,417.0,"Utsunomiya City, Japan",Japan,,518200,Reduce 0% GHG emissions
381,381.0,4726.0,"Wakayama Prefecture, Japan",Japan,,979354,Reduce 7% GHG emissions
382,382.0,9323.0,"Yamagata Prefecture, Japan",Japan,,1129441,Reduce 7% GHG emissions
383,383.0,1023.0,"Yamaguchi City, Japan",Japan,,198971,Reduce 3% GHG emissions
384,384.0,6114.0,"Yamaguchi Prefecture, Japan",Japan,,1451338,Reduce 17% GHG emissions
385,385.0,4465.0,"Yamanashi Prefecture, Japan",Japan,,845956,Reduce 10% GHG emissions
386,386.0,42.0,"Yao City, Japan",Japan,,271454,Reduce 7% GHG emissions
387,387.0,435.0,"Yokohama City, Japan",Japan,12 Trillion,3731096,Reduce 4% GHG emissions
388,388.0,101.0,"Yokosuka City, Japan",Japan,,414960,Reduce 20% GHG emissions
389,389.0,801.92,"Greater Amman Municipality, Jordan",Jordan,11 Billion,3970000,
390,390.0,635.84,"Alor Gajah Municipal Council, Malaysia",Malaysia,,198400,Reduce 40% GHG emissions
391,391.0,366.0,"City of Kota Kinabalu, Malaysia",Malaysia,11 Billion,553900,Reduce 40% GHG emissions
392,392.0,144.61,"Hang Tuah Jaya Municipal Council, Malaysia",Malaysia,41 Thousand,165645,Reduce 40% GHG emissions
393,393.0,634.151,"Jasin Municipal Council, Malaysia",Malaysia,29 Million,141000,Reduce 40% GHG emissions
394,394.0,243.0,"Kuala Lumpur City Hall, Malaysia",Malaysia,160 Million,1790000,
395,395.0,369.48,"Kuching North City Council, Malaysia",Malaysia,100 Million,217566,Reduce 201% GHG emissions
396,396.0,277.0,"Melaka Historic City Council, Malaysia",Malaysia,29 Million,471349,
397,397.0,293.0,"Penang Island City Council, Malaysia",Malaysia,670 Million,750000,Reduce 201% GHG emissions
398,398.0,97.0,"Petaling Jaya City Council, Malaysia",Malaysia,230 Million,638516,Reduce 40% GHG emissions
399,399.0,738.0,"Seberang Perai Municipal Council, Malaysia",Malaysia,,1016000,Reduce 40% GHG emissions
400,400.0,290.3,"Shah Alam City Council, Malaysia",Malaysia,,635550,Reduce 40% GHG emissions
401,401.0,3265.453,"Guadalajara Metropolitan Area, Mexico",Mexico,640 Billion,4865122,
402,402.0,22.21,"Muncipality of Banderilla, Mexico",Mexico,,24822,
403,403.0,385.0,"Municipality of Aguascalientes, Mexico",Mexico,8.3 Million,934424,Reduce 20% GHG emissions
404,404.0,125.0,"Municipality of Amacuzac, Mexico",Mexico,,17021,
405,405.0,71.0,"Municipality of Atlatlahucan, Mexico",Mexico,,14708,
406,406.0,31.0,"Municipality of Atotonilco de Tula, Mexico",Mexico,,31078,Reduce 10% GHG emissions
407,407.0,173.0,"Municipality of Axochiapan, Mexico",Mexico,,30576,
408,408.0,7162.0,"Municipality of Bacalar, Mexico",Mexico,,32000,Reduce 40% GHG emissions
409,409.0,9219.3,"Municipality of Chihuahua, Mexico",Mexico,350 Thousand,819543,
410,410.0,647.33,"Municipality of Cozumel, Mexico",Mexico,,100000,
411,411.0,7861.0,"Municipality of Cuatro Ciénagas de Carranza, Mexico",Mexico,,12154,
412,412.0,153.0,"Municipality of Cuautla, Mexico",Mexico,,154358,
413,413.0,151.0,"Municipality of Guadalajara, Mexico",Mexico,,1495189,
414,414.0,168.2,"Municipality of Hermosillo, Mexico",Mexico,15 Billion,784342,
415,415.0,143.0,"Municipality of Jojutla, Mexico",Mexico,,53351,
416,416.0,98.0,"Municipality of Jonacatepec, Mexico",Mexico,,13623,
417,417.0,1219.67,"Municipality of León de los Aldamas, Mexico",Mexico,1.8 Thousand,1436733,
418,418.0,53.283,"Municipality of Los Mochis, Mexico",Mexico,140 Thousand,256613,Reduce 15% GHG emissions
419,419.0,58.0,"Municipality of Mazatepec, Mexico",Mexico,,9456,
420,420.0,858.41,"Municipality of Mérida, Mexico",Mexico,82 Billion,970377,Reduce 0% GHG emissions
421,421.0,156.63,"Municipality of Naucalpan de Juárez, Mexico",Mexico,,872,
422,422.0,85.0,"Municipality of Oaxaca de Juárez, Mexico",Mexico,,300050,
423,423.0,534.32,"Municipality of Puebla de Zaragoza, Mexico",Mexico,5,1539819,Reduce 9% GHG emissions
424,424.0,690.0,"Municipality of Queretaro, Mexico",Mexico,240 Thousand,874637,
425,425.0,746.0,"Municipality of Salamanca, Mexico",Mexico,20 Billion,260732,
426,426.0,484.0,"Municipality of San Cristóbal de las Casas, Mexico",Mexico,,185917,
427,427.0,270.0,"Municipality of San Pedro Tlaquepaque, Mexico",Mexico,,575942,Reduce 10% GHG emissions
428,428.0,6966.2,"Municipality of Sierra Mojada, Mexico",Mexico,,5245,
429,429.0,1326.0,"Municipality of Tecalitlan, Mexico",Mexico,,16847,
430,430.0,243.0,"Municipality of Tepoztlán, Mexico",Mexico,,41629,
431,431.0,399.0,"Municipality of Tlacotepec de Benito Juarez, Mexico",Mexico,,48268,
432,432.0,83.48,"Municipality of Tlalnepantla de Baz, Mexico",Mexico,,664225,
433,433.0,452.37,"Municipality of Toluca de Lerdo, Mexico",Mexico,250 Million,819661,Reduce 2% GHG emissions
434,434.0,334.61,"Municipality of Tuxtla Gutiérrez, Mexico",Mexico,43 Thousand,553374,
435,435.0,54.86,"Municipality of Villa de Zaachila, Mexico",Mexico,,13959,
436,436.0,118.45,"Municipality of Xalapa-Enríquez, Mexico",Mexico,,525147,
437,437.0,203.0,"Municipality of Yautepec de Zaragoza, Mexico",Mexico,,97827,
438,438.0,173.88,"Municipality of Yurécuaro, Mexico",Mexico,,30487,
439,439.0,893.15,"Municipality of Zapopan, Mexico",Mexico,,1155790,Reduce 15% GHG emissions
440,440.0,1485.0,"México City Government, Mexico",Mexico,2.1 Billion,8851080,Reduce 10% GHG emissions
441,441.0,82820.0,"Oriental Region, Morocco",Morocco,,2314346,Reduce 20% GHG emissions
442,442.0,117.0,"Quelimane Municipal Council, Mozambique",Mozambique,,192876,
443,443.0,5142.17,"City of Windhoek, Namibia",Namibia,36 Thousand,325858,
444,444.0,3314.0,"Dunedin City Council, New Zealand",New Zealand,5.8 Billion,125200,
445,445.0,326.0,"Palmerston North City Council, New Zealand",New Zealand,,84300,Reduce 50% GHG emissions
446,446.0,2615.0,"Rotorua Lakes Council, New Zealand",New Zealand,2.8 Billion,71700,
447,447.0,290.11,"Wellington City Council, New Zealand",New Zealand,,203800,Reduce 80% GHG emissions
448,448.0,179.0,"Amuwo-Odofin Local Government Area, Nigeria",Nigeria,,386060,
449,449.0,17698.0,"Delta State Government, Nigeria",Nigeria,17 Billion,6710214,
450,450.0,272.0,"Arendal Municipality, Norway",Norway,,41655,Reduce 90% GHG emissions
451,451.0,276.0,"Kristiansand Municipality, Norway",Norway,,85681,Reduce 20% GHG emissions
452,452.0,70.0,"Lørenskog Municipality, Norway",Norway,,33308,Reduce 10% GHG emissions
453,453.0,480.76,"Oslo Municipality, Norway",Norway,,647676,Reduce 100% GHG emissions
454,454.0,1553.0,"Ringerike Municipality, Norway",Norway,,28060,
455,455.0,304.0,"Sandnes Municipality, Norway",Norway,,78624,Reduce 40% GHG emissions
456,456.0,71.0,"Stavanger Municipality, Norway",Norway,,130426,Reduce 20% GHG emissions
457,457.0,3530.0,"Karachi City District, Pakistan",Pakistan,110,16051521,Reduce 40% GHG emissions
458,458.0,40.0,"District Municipality of Chaclacayo, Peru",Peru,,39686,
459,459.0,150.11,"District Municipality of Chancay, Peru",Peru,,63378,
460,460.0,9.0,"District Municipality of Miraflores, Peru",Peru,24 Thousand,85065,Reduce 1% GHG emissions
461,461.0,2672.0,"Lima Province, Peru",Peru,0.03,9752000,
462,462.0,36268.49,"Municipalidad Provincial de Tambopata, Peru",Peru,,99405,
463,463.0,41.72,"Municipalidad de Santiago de Surco, Peru",Peru,5.9,499210,Reduce 0% GHG emissions
464,464.0,3.61,"Municipality of Magdelena Del Mar, Peru",Peru,1.6 Billion,54746,Reduce 25% GHG emissions
465,465.0,11.0,"Municipality of San Isidro, Lima, Peru",Peru,660 Thousand,58056,Reduce 3% GHG emissions
466,466.0,21196.88,"Municipality of Tahuamanu, Peru",Peru,,13011,
467,467.0,23.14,"City Government of Marikina, Philippines",Philippines,,543307,
468,468.0,2193.4,"City Government of Puerto Princesa, Philippines",Philippines,,255116,
469,469.0,285.414,"City of Batangas, Philippines",Philippines,,329874,Reduce 25% GHG emissions
470,470.0,58.288999999999994,"City of Borongan, Philippines",Philippines,,64457,
471,471.0,578.51,"City of Cagayan de Oro, Philippines",Philippines,490 Billion,602088,
472,472.0,274.0,"City of Catbalogan, Philippines",Philippines,36 Thousand,94317,
473,473.0,204.37099999999998,"City of Legazpi, Philippines",Philippines,,196639,
474,474.0,247.0,"City of Ligao, Philippines",Philippines,,104914,
475,475.0,22.0,"City of Makati, Philippines",Philippines,200 Thousand,529039,Reduce 115000% GHG emissions
476,476.0,102.0,"City of Naga, Camarines Sur, Philippines",Philippines,,196003,Reduce 5% GHG emissions
477,477.0,47.0,"City of Parañaque, Philippines",Philippines,0,588126,
478,478.0,172.0,"City of Quezon City, Philippines",Philippines,18 Billion,3066600,Reduce 91943% GHG emissions
479,479.0,172.0,"City of San Carlos, Philippines",Philippines,18 Billion,3066600,Reduce 91943% GHG emissions
480,480.0,172.0,"City of Zamboanga, Philippines",Philippines,18 Billion,3066600,Reduce 91943% GHG emissions
481,481.0,172.0,"LGU of San Jose del Monte City, Philippines",Philippines,18 Billion,3066600,Reduce 91943% GHG emissions
482,482.0,34.32,"Pasig City Government, Philippines",Philippines,,772695,Reduce 10% GHG emissions
483,483.0,34.32,"Tagum City, Philippines",Philippines,,772695,Reduce 10% GHG emissions
484,484.0,274.7,"Tarlac City Local Government, Philippines",Philippines,,342493,
485,485.0,517.24,"City of Warsaw, Poland",Poland,210 Billion,1740119,Reduce 0% GHG emissions
486,486.0,292.86,"Municipality of Wroclaw, Poland",Poland,41 Billion,631263,Reduce 21% GHG emissions
487,487.0,70.2,"Municipality of Almada, Portugal",Portugal,2.1 Million,173298,Reduce 22% GHG emissions
488,488.0,958.0,"Municipality of Lisbon, Portugal",Portugal,,2666000,
489,489.0,46.0,"Municipality of Oeiras, Portugal",Portugal,,172120,Reduce 20% GHG emissions
490,490.0,58.46,"Anyang City, Republic of Korea",Republic of Korea,,614687,
491,491.0,542.25,"Asan City, Republic of Korea",Republic of Korea,25 Trillion,308007,Reduce 20% GHG emissions
492,492.0,8204.0,"Chungcheongnam Provincial Government, Republic of Korea",Republic of Korea,,2063050,Reduce 30% GHG emissions
493,493.0,747.12,"City of Changwon, Republic of Korea",Republic of Korea,28 Billion,1070199,Reduce 30% GHG emissions
494,494.0,20.8,"Dobong-gu Municipal Government, Republic of Korea",Republic of Korea,,348625,
495,495.0,24.58,"Gangdong-gu Municipal Government, Republic of Korea",Republic of Korea,0,481332,Reduce 22% GHG emissions
496,496.0,1040.0,"Gangneung City, Republic of Korea",Republic of Korea,,219274,Reduce 21% GHG emissions
497,497.0,16874.0,"Gangwon Provincial Government, Republic of Korea",Republic of Korea,,1558885,Reduce 30% GHG emissions
498,498.0,501.24,"Gwangju Metropolitan City, Republic of Korea",Republic of Korea,,1477780,Reduce 12% GHG emissions
499,499.0,10172.0,"Gyeonggi Provincial Government, Republic of Korea",Republic of Korea,,12549000,
500,500.0,19029.0,"Gyeongsangbuk Provincial Government, Republic of Korea",Republic of Korea,,2669440,
501,501.0,10537.0,"Gyeongsangnam Provincial Government, Republic of Korea",Republic of Korea,10 Billion,3428000,
502,502.0,1849.0,"Jeju Special Self-Governing Provincial Government, Republic of Korea",Republic of Korea,8.6 Million,604670,Reduce 41% GHG emissions
503,503.0,12226.0,"Jeollanam Provincial Government, Republic of Korea",Republic of Korea,,1903220,Reduce 31% GHG emissions
504,504.0,42.76,"Osan City, Republic of Korea",Republic of Korea,,193892,
505,505.0,1463.65,"Pyeongchang County Government, Republic of Korea",Republic of Korea,12 Billion,43666,Reduce 30% GHG emissions
506,506.0,465.23,"Sejong Special Self-governing City, Republic of Korea",Republic of Korea,,194173,
507,507.0,24.57,"Seongbuk-gu Municipal Government, Republic of Korea",Republic of Korea,,457570,
508,508.0,605.21,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,590 Thousand,10383651,Reduce 25% GHG emissions
509,509.0,121.0,"Suwon City, Republic of Korea",Republic of Korea,24 Trillion,1147246,Reduce 40% GHG emissions
510,510.0,1057.14,"Ulsan Metropolitan City, Republic of Korea",Republic of Korea,,1163690,Reduce 30% GHG emissions
511,511.0,820.94,"Wanju County Government, Republic of Korea",Republic of Korea,,90295,
512,512.0,872.43,"Wonju City, Republic of Korea",Republic of Korea,5.6 Trillion,326321,Reduce 26% GHG emissions
513,513.0,,"Yeosu City, Republic of Korea",Republic of Korea,,273925,Reduce 30% GHG emissions
514,514.0,41.0,"Municipality of Pitesti, Romania",Romania,,155383,
515,515.0,787633.0,"Government of Khabarovsk Krai, Russia",Russia,,1338626,Reduce 25% GHG emissions
516,516.0,530.0,"Musanze District Government, Rwanda",Rwanda,,368264,
517,517.0,1741.0,"Nyagatare District Government, Rwanda",Rwanda,,466944,
518,518.0,134.0,"Nyarugenge District Government, Rwanda",Rwanda,,284561,
519,519.0,719.0,"Government of Singapore, Singapore",Singapore,390 Billion,5535000,Reduce 36% GHG emissions
520,520.0,2536.0,"Buffalo City Metropolitan Municipality, South Africa",South Africa,3.3 Billion,797556,Reduce 10% GHG emissions
521,521.0,2445.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,390 Billion,4012441,Reduce 13% GHG emissions
522,522.0,1645.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,46 Billion,4940000,Reduce 40% GHG emissions
523,523.0,1975.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,26 Billion,3178470,Reduce 1% GHG emissions
524,524.0,5191.0,"George Local Municipality, South Africa",South Africa,,193672,
525,525.0,735.0,"KwaDukuza Local Municipality, South Africa",South Africa,35 Billion,238587,Reduce 42% GHG emissions
526,526.0,5394.0,"Mbombela Local Municipality, South Africa",South Africa,,588794,
527,527.0,1343.0,"Mogale City Local Municipality, South Africa",South Africa,,362423,
528,528.0,634.0,"Msunduzi Local Municipality, South Africa",South Africa,180 Billion,618536,
529,529.0,1959.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,42 Billion,1152115,
530,530.0,3145.0,"Sol Plaatje Local Municipality, South Africa",South Africa,,248041,
531,531.0,3976.0,"Steve Tshwete Local Municipality, South Africa",South Africa,,229831,
532,532.0,6298.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,24 Billion,2900000,Reduce 50% GHG emissions
533,533.0,2291.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,290 Billion,3765088,Reduce 27% GHG emissions
534,534.0,793.0,"uMhlathuze Local Municipality, South Africa",South Africa,,334459,
535,535.0,38.0,"Municipality of A Coruña, Spain",Spain,8.2 Billion,247482,
536,536.0,96.36,"Municipality of Amurrio, Spain",Spain,450 Million,10260,Reduce 20% GHG emissions
537,537.0,9.1,"Municipality of Areatza, Spain",Spain,14 Million,1214,Reduce 20% GHG emissions
538,538.0,22.8,"Municipality of Balmaseda, Spain",Spain,140 Million,7655,Reduce 29% GHG emissions
539,539.0,102.16,"Municipality of Barcelona, Spain",Spain,61 Billion,1611822,Reduce 40% GHG emissions
540,540.0,41.5,"Municipality of Bilbao, Spain",Spain,11 Billion,346574,Reduce 20% GHG emissions
541,541.0,1255.24,"Municipality of Córdoba, Spain",Spain,,328704,Reduce 21% GHG emissions
542,542.0,10.79,"Municipality of Durango, Spain",Spain,630 Million,29031,Reduce 12% GHG emissions
543,543.0,32.26,"Municipality of Errenteria, Spain",Spain,680 Million,39381,Reduce 20% GHG emissions
544,544.0,88.02,"Municipality of Granada, Spain",Spain,,237818,Reduce 20% GHG emissions
545,545.0,41.84,"Municipality of Legazpi, Spain",Spain,240 Million,8485,Reduce 1% GHG emissions
546,546.0,605.77,"Municipality of Madrid, Spain",Spain,100 Billion,3207247,Reduce 35% GHG emissions
547,547.0,885.0,"Municipality of Murcia, Spain",Spain,2.6 Million,438246,Reduce 20% GHG emissions
548,548.0,398.25,"Municipality of Málaga, Spain",Spain,,567433,
549,549.0,208.63,"Municipality of Palma, Spain",Spain,10 Billion,398162,Reduce 23% GHG emissions
550,550.0,271.77,"Municipality of Soria, Spain",Spain,24 Thousand,39753,
551,551.0,37.39,"Municipality of Tolosa, Spain",Spain,470 Million,19175,Reduce 20% GHG emissions
552,552.0,32.49,"Municipality of Torrejón de Ardoz, Spain",Spain,120 Million,130679,
553,553.0,134.65,"Municipality of Valencia, Spain",Spain,,792303,Reduce 20% GHG emissions
554,554.0,276.81,"Municipality of Vitoria-Gasteiz, Spain",Spain,7.7 Billion,244634,Reduce 27% GHG emissions
555,555.0,7733.0,"Provincial Government of Barcelona, Spain",Spain,,5540925,
556,556.0,462.09,"City of Gothenburg, Sweden",Sweden,37 Billion,547005,Reduce 80% GHG emissions
557,557.0,332.0,"City of Malmö, Sweden",Sweden,130 Billion,328494,Reduce 40% GHG emissions
558,558.0,214.0,"City of Stockholm, Sweden",Sweden,1.3 Trillion,914909,Reduce 100% GHG emissions
559,559.0,1250.49,"Eskilstuna Municipality, Sweden",Sweden,0,67359,Reduce 25% GHG emissions
560,560.0,3199.84,"Gävle Municipality, Sweden",Sweden,,98524,Reduce 100% GHG emissions
561,561.0,2161.0,"Haninge Municipality, Sweden",Sweden,,82676,Reduce 90% GHG emissions
562,562.0,423.97,"Helsingborg Municipality, Sweden",Sweden,390 Thousand,136002,Reduce 85% GHG emissions
563,563.0,140.63,"Huddinge Municipality, Sweden",Sweden,5.6 Billion,104353,
564,564.0,1517.74,"Karlstad Municipality, Sweden",Sweden,37 Billion,88509,Reduce 25% GHG emissions
565,565.0,1818.0,"Kristianstad Municipality, Sweden",Sweden,27 Billion,83191,Reduce 40% GHG emissions
566,566.0,439.0,"Lund Municipality, Sweden",Sweden,55 Billion,118542,Reduce 100% GHG emissions
567,567.0,1807.16,"Piteå Municipality, Sweden",Sweden,12 Billion,41438,Reduce 50% GHG emissions
568,568.0,350.26,"Sigtuna Municipality, Sweden",Sweden,,44786,
569,569.0,57.98,"Sollentuna Municipality, Sweden",Sweden,23 Billion,69525,Reduce 20tCO2e GHG emissions
570,570.0,2497.51,"Säffle Municipality, Sweden",Sweden,,15303,Reduce 70% GHG emissions
571,571.0,694.24,"Södertälje Municipality, Sweden",Sweden,64 Billion,92490,Reduce 65% GHG emissions
572,572.0,427.72,"Trollhättan Municipality, Sweden",Sweden,3.9 Billion,56950,
573,573.0,71.22,"Täby Municipality, Sweden",Sweden,19 Thousand,67519,Reduce 100tCO2e GHG emissions
574,574.0,5214.0,"Umeå Municipality, Sweden",Sweden,4.8 Billion,120058,Reduce 100% GHG emissions
575,575.0,83.81,"Upplands Väsby Municipality, Sweden",Sweden,3.9 Trillion,41883,Reduce 50% GHG emissions
576,576.0,2234.0,"Uppsala Municipality, Sweden",Sweden,93 Billion,217000,Reduce 110% GHG emissions
577,577.0,1137.84,"Västerås Municipality, Sweden",Sweden,50 Million,147420,Reduce 80% GHG emissions
578,578.0,1914.0,"Växjö Municipality, Sweden",Sweden,31 Billion,89500,Reduce 100% GHG emissions
579,579.0,441.0,"Vårgårda Municipality, Sweden",Sweden,4.1 Billion,11115,
580,580.0,1620.0,"Örebro Municipality, Sweden",Sweden,56 Billion,146631,Reduce 40% GHG emissions
581,581.0,2501.08,"Östersund Municipality, Sweden",Sweden,,49806,
582,582.0,208.0,"Arusha City Council, Tanzania",Tanzania,120 Million,416442,
583,583.0,23.0,"Bagamoyo District Council, Tanzania",Tanzania,,311740,
584,584.0,1506.0,"Buhigwe District Council, Tanzania",Tanzania,,254342,
585,585.0,1653.0,"Bukoba District Council, Tanzania",Tanzania,,418493,
586,586.0,8055.0,"Bukombe District Council, Tanzania",Tanzania,,224542,
587,587.0,1393.0,"Dar Es Salaam City Council, Tanzania",Tanzania,,4364541,Reduce 60% GHG emissions
588,588.0,1851.0,"Gairo District Council, Tanzania",Tanzania,,193011,
589,589.0,8860.0,"Ikungi District Council, Tanzania",Tanzania,410,272959,
590,590.0,365.0,"Ilala District Council, Tanzania",Tanzania,,1220611,
591,591.0,1880.0,"Ileje District Council, Tanzania",Tanzania,,124451,
592,592.0,4486.0,"Iramba District Council, Tanzania",Tanzania,,236282,
593,593.0,537.0,"Kinondoni Municipal Council, Tanzania",Tanzania,,1775049,
594,594.0,5028.0,"Kisarawe District Council, Tanzania",Tanzania,,101598,
595,595.0,12944.0,"Kiteto District Council, Tanzania",Tanzania,,244669,
596,596.0,3958.0,"Kongwa District Council, Tanzania",Tanzania,,309973,
597,597.0,755.0,"Kyela District Council, Tanzania",Tanzania,,221490,
598,598.0,1063.0,"Lindi Municipal Council, Tanzania",Tanzania,,78600,
599,599.0,1529.0,"Magu District Council, Tanzania",Tanzania,,299759,
600,600.0,28933.0,"Manyoni District Council, Tanzania",Tanzania,,296763,
601,601.0,735.0,"Masasi Town Council, Tanzania",Tanzania,,102696,
602,602.0,3666.0,"Maswa District Council, Tanzania",Tanzania,,344125,
603,603.0,2813.0,"Mbeya District Council, Tanzania",Tanzania,,305319,
604,604.0,3858.0,"Mbozi District Council, Tanzania",Tanzania,,446339,
605,605.0,3120.0,"Mkalama District Council, Tanzania",Tanzania,,188733,
606,606.0,2827.0,"Mkuranga District Council, Tanzania",Tanzania,,222921,
607,607.0,6992.0,"Monduli District Council, Tanzania",Tanzania,,158929,
608,608.0,288.0,"Morogoro Municipal Council, Tanzania",Tanzania,,315866,
