,Unnamed: 0,baseline_year,baseline_year_emissions,city,commitment,commitment_type,country,emissions_reduction_by_target_year,ghg_subtype,percent_reduction,target_year,target_year_emissions
185,185.0,2000.0,,"City of Forlì, Italy", The City of Forlì has committed to reduce its Community emissions by 25% by 2020 compared to 2000 emission level.,GHG emission reduction target,Italy,,Community,25.0,2020.0,
186,186.0,2005.0,,"Metropolitan City of Florence, Italy", The Metropolitan City of Florence has committed to reduce its Community emissions by 50% by 2050 compared to 2005 emission level.,GHG emission reduction target,Italy,,Community,50.0,2050.0,
187,187.0,2005.0,,"Metropolitan City of Florence, Italy", The Metropolitan City of Florence has committed to reduce its Local Government emissions by 50% by 2020 compared to 2005 emission level.,GHG emission reduction target,Italy,,Local Government,50.0,2020.0,
188,188.0,1990.0,,"Metropolitan City of Turin, Italy", The Metropolitan City of Turin has committed to reduce its Community emissions by 20% by 2020 compared to 1990 emission level.,GHG emission reduction target,Italy,,Community,20.0,2020.0,
189,189.0,2005.0,,"Municipality of Ancona, Italy", The Municipality of Ancona has committed to reduce its Community emissions by 20% by 2020 compared to 2005 emission level.,GHG emission reduction target,Italy,,Community,20.0,2020.0,
190,190.0,2005.0,,"Municipality of Ancona, Italy", The Municipality of Ancona has committed to reduce its Local Government emissions by 20% by 2020 compared to 2005 emission level.,GHG emission reduction target,Italy,,Local Government,20.0,2020.0,
191,191.0,2005.0,,"Municipality of Villa di Serio, Italy", The Municipality of Villa di Serio has committed to reduce its Community emissions by 20% by 2020 compared to 2005 emission level.,GHG emission reduction target,Italy,,Community,20.0,2020.0,
192,192.0,2006.0,,"Province of Siena, Italy", The Province of Siena has committed to reduce its Community emissions by 100% by 2015 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Italy,,Community,100.0,2015.0,
193,193.0,2006.0,,"Province of Siena, Italy", The Province of Siena has committed to reduce its Local Government emissions by 100% by 2015 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Italy,,Local Government,100.0,2015.0,
194,194.0,2007.0,,"Adachi City, Japan", The Adachi City has committed to reduce its Community emissions by 9% by 2016 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,9.0,2016.0,
195,195.0,1990.0,77011.0,"Aichi Prefecture, Japan", The Aichi Prefecture has committed to reduce its Community emissions by 15% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,11551.0,Community,,2020.0,65459.0
196,196.0,2014.0,147814.0,"Aichi Prefecture, Japan", The Aichi Prefecture has committed to reduce its Local Government emissions by 5% by 2020 compared to 2014 emission level.,GHG emission reduction target,Japan,7390.0,Local Government,,2020.0,140423.0
197,197.0,,,"Aichi Prefecture, Japan",6% Energy efficiency improvement by 2020The Aichi Prefecture committed to increase its energy efficiency in Final energy and Local Government energy consumption by 6% by 2020 compared to 2014 levels. Final energy energy consumption: 586060. 35 Mwh,Renewable energy target,Japan,,,,,
198,198.0,1990.0,,"Akashi City, Japan", The Akashi City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
199,199.0,1990.0,,"Akita City, Japan", The Akita City has committed to reduce its Community emissions by 40% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,40.0,2050.0,
200,200.0,2012.0,,"Akita City, Japan", The Akita City has committed to reduce its Local Government emissions by 4% by 2016 compared to 2012 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2016.0,
201,201.0,1990.0,,"Akita Prefecture, Japan", The Akita Prefecture has committed to reduce its Community emissions by 11% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,11.0,2020.0,
202,202.0,2006.0,,"Amami City, Japan", The Amami City has committed to reduce its Local Government emissions by 9% by 2012 compared to 2006 emission level.,GHG emission reduction target,Japan,,Local Government,9.0,2012.0,
203,203.0,1990.0,,"Aomori Prefecture, Japan", The Aomori Prefecture has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
204,204.0,2009.0,,"Aomori Prefecture, Japan", The Aomori Prefecture has committed to reduce its Local Government emissions by 5% by 2014 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2014.0,
205,205.0,1990.0,,"Atsugi City, Japan", The Atsugi City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
206,206.0,1990.0,,"Chiba Prefecture, Japan", The Chiba Prefecture has committed to reduce its Community emissions by 1% by 2013 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,1.0,2013.0,
207,207.0,2004.0,,"Chigasaki City, Japan", The Chigasaki City has committed to reduce its Community emissions by 10% by 2012 compared to 2004 emission level.,GHG emission reduction target,Japan,,Community,10.0,2012.0,
208,208.0,2005.0,,"Chigasaki City, Japan", The Chigasaki City has committed to reduce its Local Government emissions by 8% by 2010 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,8.0,2010.0,
209,209.0,1990.0,,"Chiyoda City, Japan", The Chiyoda City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
210,210.0,2009.0,,"Chiyoda City, Japan", The Chiyoda City has committed to reduce its Local Government emissions by 29% by 2017 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,29.0,2017.0,
211,211.0,1990.0,,"Chuo City, Japan", The Chuo City has committed to reduce its Community emissions by 5% by 2012 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,5.0,2012.0,
212,212.0,2009.0,,"Chuo City, Japan", The Chuo City has committed to reduce its Local Government emissions by 3% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,3.0,2015.0,
213,213.0,2004.0,,"Edogawa City, Japan", The Edogawa City has committed to reduce its Community emissions by 14% by 2017 compared to 2004 emission level.,GHG emission reduction target,Japan,,Community,14.0,2017.0,
214,214.0,1990.0,,"Ehime Prefecture, Japan", The Ehime Prefecture has committed to reduce its Community emissions by 70% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,70.0,2050.0,
215,215.0,2008.0,,"Ehime Prefecture, Japan", The Ehime Prefecture has committed to reduce its Local Government emissions by 6% by 2013 compared to 2008 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2013.0,
216,216.0,1990.0,,"Fuji City, Japan", The Fuji City has committed to reduce its Community emissions by 23% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,23.0,2020.0,
217,217.0,2009.0,,"Fuji City, Japan", The Fuji City has committed to reduce its Local Government emissions by 10% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2015.0,
218,218.0,2004.0,,"Fujinomiya City, Japan", The Fujinomiya City has committed to reduce its Community emissions by 10% by 2015 compared to 2004 emission level.,GHG emission reduction target,Japan,,Community,10.0,2015.0,
219,219.0,2003.0,,"Fujinomiya City, Japan", The Fujinomiya City has committed to reduce its Local Government emissions by 10% by 2011 compared to 2003 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2011.0,
220,220.0,1990.0,,"Fujisawa City, Japan", The Fujisawa City has committed to reduce its Community emissions by 40% by 2022 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,40.0,2022.0,
221,221.0,1990.0,,"Fukui Prefecture, Japan", The Fukui Prefecture has committed to reduce its Community emissions by 3% by 2010 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,3.0,2010.0,
222,222.0,2004.0,,"Fukui Prefecture, Japan", The Fukui Prefecture has committed to reduce its Local Government emissions by 5% by 2010 compared to 2004 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2010.0,
223,223.0,1990.0,,"Funabashi City, Japan", The Funabashi City has committed to reduce its Community emissions by 1% by 2012 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,1.0,2012.0,
224,224.0,2009.0,,"Funabashi City, Japan", The Funabashi City has committed to reduce its Local Government emissions by 5% by 2014 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2014.0,
225,225.0,1990.0,,"Gifu Prefecture, Japan", The Gifu Prefecture has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
226,226.0,2010.0,,"Gifu Prefecture, Japan", The Gifu Prefecture has committed to reduce its Local Government emissions by 7% by 2015 compared to 2010 emission level.,GHG emission reduction target,Japan,,Local Government,7.0,2015.0,
227,227.0,2007.0,,"Gunma Prefecture, Japan", The Gunma Prefecture has committed to reduce its Community emissions by 28% by 2020 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,28.0,2020.0,
228,228.0,2007.0,,"Gunma Prefecture, Japan", The Gunma Prefecture has committed to reduce its Local Government emissions by 26% by 2020 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,26.0,2020.0,
229,229.0,1990.0,,"Hakodate City, Japan", The Hakodate City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
230,230.0,2005.0,,"Hakodate City, Japan", The Hakodate City has committed to reduce its Local Government emissions by 10% by 2011 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2011.0,
231,231.0,2007.0,,"Himeji City, Japan", The Himeji City has committed to reduce its Community emissions by 81% by 2050 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,81.0,2050.0,
232,232.0,1999.0,,"Himeji City, Japan", The Himeji City has committed to reduce its Local Government emissions by 16% by 2011 compared to 1999 emission level.,GHG emission reduction target,Japan,,Local Government,16.0,2011.0,
233,233.0,2005.0,,"Hirakata City, Japan", The Hirakata City has committed to reduce its Community emissions by 17% by 2012 compared to 2005 emission level.,GHG emission reduction target,Japan,,Community,17.0,2012.0,
234,234.0,2005.0,,"Hirakata City, Japan", The Hirakata City has committed to reduce its Local Government emissions by 17% by 2012 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,17.0,2012.0,
235,235.0,1990.0,,"Hiroshima City, Japan", The Hiroshima City has committed to reduce its Community emissions by 70% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,70.0,2050.0,
236,236.0,2004.0,,"Hiroshima City, Japan", The Hiroshima City has committed to reduce its Local Government emissions by 8% by 2010 compared to 2004 emission level.,GHG emission reduction target,Japan,,Local Government,8.0,2010.0,
237,237.0,,,"Hiroshima City, Japan",The Hiroshima City committed to increase its Share of renewable energy in primary energy mix in Community by 50% by 2030The target is going to be reached by activities in Electricity sector.,Renewable energy target,Japan,,,,,
238,238.0,2003.0,,"Hiroshima Prefecture, Japan", The Hiroshima Prefecture has committed to reduce its Local Government emissions by 5% by 2010 compared to 2003 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2010.0,
239,239.0,2009.0,,"Hokkaido Prefecture, Japan", The Hokkaido Prefecture has committed to reduce its Local Government emissions by 11% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,11.0,2015.0,
240,240.0,1990.0,,"Hyogo Prefecture, Japan", The Hyogo Prefecture has committed to reduce its Community emissions by 6% by 2010 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,6.0,2010.0,
241,241.0,2009.0,,"Hyogo Prefecture, Japan", The Hyogo Prefecture has committed to reduce its Local Government emissions by 6% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2015.0,
242,242.0,1990.0,,"Iida City, Japan", The Iida City has committed to reduce its Community emissions by 70% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,70.0,2050.0,
243,243.0,2007.0,,"Iida City, Japan", The Iida City has committed to reduce its Local Government emissions by 2% by 2011 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,2.0,2011.0,
244,244.0,2001.0,,"Ishikawa Prefecture, Japan", The Ishikawa Prefecture has committed to reduce its Community emissions by 7% by 2010 compared to 2001 emission level.,GHG emission reduction target,Japan,,Community,7.0,2010.0,
245,245.0,2003.0,,"Ishikawa Prefecture, Japan", The Ishikawa Prefecture has committed to reduce its Local Government emissions by 8% by 2010 compared to 2003 emission level.,GHG emission reduction target,Japan,,Local Government,8.0,2010.0,
246,246.0,1990.0,,"Itabashi City, Japan", The Itabashi City has committed to reduce its Community emissions by 2% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Japan,,Community,2.0,2020.0,
247,247.0,1990.0,,"Kagawa Prefecture, Japan", The Kagawa Prefecture has committed to reduce its Community emissions by 8% by 2015 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,8.0,2015.0,
248,248.0,1990.0,,"Kakogawa City, Japan", The Kakogawa City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
249,249.0,2004.0,,"Kakogawa City, Japan", The Kakogawa City has committed to reduce its Local Government emissions by 24% by 2015 compared to 2004 emission level.,GHG emission reduction target,Japan,,Local Government,24.0,2015.0,
250,250.0,1990.0,,"Kanagawa Prefecture, Japan", The Kanagawa Prefecture has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
251,251.0,2008.0,,"Kanagawa Prefecture, Japan", The Kanagawa Prefecture has committed to reduce its Local Government emissions by 13% by 2020 compared to 2008 emission level.,GHG emission reduction target,Japan,,Local Government,13.0,2020.0,
252,252.0,2005.0,,"Kasumigaura City, Japan", The Kasumigaura City has committed to reduce its Local Government emissions by 4% by 2011 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2011.0,
253,253.0,1990.0,,"Kawagoe City, Japan", The Kawagoe City has committed to reduce its Community emissions by 0% by 2012 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,0.0,2012.0,
254,254.0,2000.0,,"Kawagoe City, Japan", The Kawagoe City has committed to reduce its Local Government emissions by 27% by 2050 compared to 2000 emission level.,GHG emission reduction target,Japan,,Local Government,27.0,2050.0,
255,255.0,2008.0,,"Kawaguchi City, Japan", The Kawaguchi City has committed to reduce its Community emissions by 60% by 2050 compared to 2008 emission level.,GHG emission reduction target,Japan,,Community,60.0,2050.0,
256,256.0,2009.0,,"Kawaguchi City, Japan", The Kawaguchi City has committed to reduce its Local Government emissions by 8% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,8.0,2015.0,
257,257.0,1990.0,,"Kawasaki City, Japan", The Kawasaki City has committed to reduce its Community emissions by 25% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
258,258.0,2008.0,390778.0,"Kawasaki City, Japan"," The Kawasaki City has committed to reduce its Local Government emissions by 20% by 2020 compared to 2008 emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Japan,78155.0,Local Government,25.0,2020.0,312622.0
259,259.0,,,"Kawasaki City, Japan",The Kawasaki City committed to increase its Installed capacity of Renewable energy in Community to 110 MW by 2020Current Installed capacity of Renewable energy: 3. 07 MW 2019The target is going to be reached by activities in Electricity and Heating & cooling sector.,Renewable energy target,Japan,,,,,
260,260.0,1990.0,,"Kita City, Japan", The Kita City has committed to reduce its Community emissions by 3% by 2017 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,3.0,2017.0,
261,261.0,2005.0,19243000.0,"Kitakyushu City, Japan"," The Kitakyushu City has committed to reduce its Community emissions by 50% by 2050 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Japan,9621500.0,Community,,2050.0,9621500.0
262,262.0,2005.0,355280.0,"Kitakyushu City, Japan", The Kitakyushu City has committed to reduce its Local Government emissions by 65% by 2050 compared to 2005 emission level.,GHG emission reduction target,Japan,230932.0,Local Government,,2050.0,124348.0
263,263.0,,,"Kitakyushu City, Japan","8% Energy efficiency improvement by 2020The Kitakyushu City committed to increase its energy efficiency in Final energy and Community energy consumption by 8% by 2020 compared to 2005 levels. This target will be achieved in Electricity, Transport, Heating & cooling and Industry sectors",Renewable energy target,Japan,,,,,
264,264.0,2007.0,,"Kitamoto City, Japan", The Kitamoto City has committed to reduce its Local Government emissions by 4% by 2013 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2013.0,
265,265.0,1990.0,,"Kobe City, Japan", The Kobe City has committed to reduce its Local Government emissions by 30% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Local Government,30.0,2020.0,
266,266.0,1990.0,,"Kochi Prefecture, Japan", The Kochi Prefecture has committed to reduce its Community emissions by 31% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,31.0,2020.0,
267,267.0,2009.0,,"Kochi Prefecture, Japan", The Kochi Prefecture has committed to reduce its Local Government emissions by 10% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2015.0,
268,268.0,2006.0,,"Kochi-konan City, Japan", The Kochi-konan City has committed to reduce its Community emissions by 4% by 2030 compared to 2006 emission level.,GHG emission reduction target,Japan,,Community,4.0,2030.0,
269,269.0,2009.0,,"Kochi-konan City, Japan", The Kochi-konan City has committed to reduce its Local Government emissions by 5% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2015.0,
270,270.0,2012.0,,"Kofu City, Japan", The Kofu City has committed to reduce its Local Government emissions by 3% by 2015 compared to 2012 emission level.,GHG emission reduction target,Japan,,Local Government,3.0,2015.0,
271,271.0,1990.0,,"Komoro City, Japan", The Komoro City has committed to reduce its Local Government emissions by 6% by 2012 compared to 1990 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2012.0,
272,272.0,2007.0,,"Koriyama City, Japan", The Koriyama City has committed to reduce its Community emissions by 25% by 2020 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
273,273.0,2010.0,,"Koriyama City, Japan", The Koriyama City has committed to reduce its Local Government emissions by 7% by 2017 compared to 2010 emission level.,GHG emission reduction target,Japan,,Local Government,7.0,2017.0,
274,274.0,2005.0,,"Koto City, Japan", The Koto City has committed to reduce its Community emissions by 20% by 2020 compared to 2005 emission level.,GHG emission reduction target,Japan,,Community,20.0,2020.0,
275,275.0,2007.0,,"Koto City, Japan", The Koto City has committed to reduce its Local Government emissions by 15% by 2025 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,15.0,2025.0,
276,276.0,2007.0,,"Kumamoto City, Japan", The Kumamoto City has committed to reduce its Community emissions by 80% by 2050 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
277,277.0,2009.0,,"Kumamoto City, Japan", The Kumamoto City has committed to reduce its Local Government emissions by 16% by 2014 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,16.0,2014.0,
278,278.0,2007.0,,"Kurashiki City, Japan", The Kurashiki City has committed to reduce its Community emissions by 12% by 2020 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,12.0,2020.0,
279,279.0,2007.0,,"Kurashiki City, Japan", The Kurashiki City has committed to reduce its Local Government emissions by 30% by 2020 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,30.0,2020.0,
280,280.0,1990.0,,"Kushiro City, Japan", The Kushiro City has committed to reduce its Community emissions by 11% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,11.0,2020.0,
281,281.0,2007.0,,"Kushiro City, Japan", The Kushiro City has committed to reduce its Local Government emissions by 1% by 2012 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,1.0,2012.0,
282,282.0,1990.0,,"Kyoto City, Japan", The Kyoto City has committed to reduce its Community emissions by 40% by 2030 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,40.0,2030.0,
283,283.0,2004.0,,"Kyoto City, Japan", The Kyoto City has committed to reduce its Local Government emissions by 25% by 2020 compared to 2004 emission level.,GHG emission reduction target,Japan,,Local Government,25.0,2020.0,
284,284.0,1990.0,,"Kyoto Prefecture, Japan", The Kyoto Prefecture has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
285,285.0,2005.0,,"Maebashi City, Japan", The Maebashi City has committed to reduce its Local Government emissions by 3% by 2011 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,3.0,2011.0,
286,286.0,1990.0,,"Matsuyama City, Japan", The Matsuyama City has committed to reduce its Community emissions by 60% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,60.0,2050.0,
287,287.0,2004.0,,"Meguro City, Japan", The Meguro City has committed to reduce its Community emissions by 5% by 2012 compared to 2004 emission level.,GHG emission reduction target,Japan,,Community,5.0,2012.0,
288,288.0,2005.0,,"Meguro City, Japan", The Meguro City has committed to reduce its Local Government emissions by 6% by 2013 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2013.0,
289,289.0,1990.0,,"Mie Prefecture, Japan", The Mie Prefecture has committed to reduce its Community emissions by 3% by 2010 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,3.0,2010.0,
290,290.0,2003.0,,"Mie Prefecture, Japan", The Mie Prefecture has committed to reduce its Local Government emissions by 4% by 2010 compared to 2003 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2010.0,
291,291.0,1990.0,,"Minato City, Japan", The Minato City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
292,292.0,2009.0,,"Minato City, Japan", The Minato City has committed to reduce its Local Government emissions by 10% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2015.0,
293,293.0,2005.0,,"Mito City, Japan", The Mito City has committed to reduce its Local Government emissions by 10% by 2011 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2011.0,
294,294.0,1990.0,,"Miyagi Prefecture, Japan", The Miyagi Prefecture has committed to reduce its Community emissions by 2% by 2010 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,2.0,2010.0,
295,295.0,2009.0,,"Miyagi Prefecture, Japan", The Miyagi Prefecture has committed to reduce its Local Government emissions by 5% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2015.0,
296,296.0,2004.0,,"Miyazaki City, Japan", The Miyazaki City has committed to reduce its Local Government emissions by 4% by 2012 compared to 2004 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2012.0,
297,297.0,2008.0,,"Miyoshi City, Japan", The Miyoshi City has committed to reduce its Community emissions by 25% by 2020 compared to 2008 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
298,298.0,1990.0,,"Musashino City, Japan", The Musashino City has committed to reduce its Community emissions by 11% by 2015 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,11.0,2015.0,
299,299.0,2010.0,,"Musashino City, Japan", The Musashino City has committed to reduce its Local Government emissions by 4% by 2016 compared to 2010 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2016.0,
300,300.0,1990.0,,"Nagahama City, Japan", The Nagahama City has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
301,301.0,2009.0,,"Nagahama City, Japan", The Nagahama City has committed to reduce its Local Government emissions by 20% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,20.0,2015.0,
302,302.0,2007.0,,"Nagareyama City, Japan", The Nagareyama City has committed to reduce its Community emissions by 20% by 2020 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,20.0,2020.0,
303,303.0,2008.0,,"Nagareyama City, Japan", The Nagareyama City has committed to reduce its Local Government emissions by 10% by 2014 compared to 2008 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2014.0,
304,304.0,2009.0,,"Nagasaki Prefecture, Japan", The Nagasaki Prefecture has committed to reduce its Local Government emissions by 10% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2015.0,
305,305.0,1990.0,,"Nagoya City, Japan", The Nagoya City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
306,306.0,2009.0,,"Nagoya City, Japan", The Nagoya City has committed to reduce its Local Government emissions by 17% by 2020 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,17.0,2020.0,
307,307.0,2005.0,,"Nakano City, Japan", The Nakano City has committed to reduce its Community emissions by 15% by 2019 compared to 2005 emission level.,GHG emission reduction target,Japan,,Community,15.0,2019.0,
308,308.0,1990.0,,"Nara City, Japan", The Nara City has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
309,309.0,2000.0,,"Nerima City, Japan", The Nerima City has committed to reduce its Community emissions by 8% by 2012 compared to 2000 emission level.,GHG emission reduction target,Japan,,Community,8.0,2012.0,
310,310.0,2009.0,,"Nerima City, Japan", The Nerima City has committed to reduce its Local Government emissions by 4% by 2014 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2014.0,
311,311.0,2006.0,,"Nihonmatsu City, Japan", The Nihonmatsu City has committed to reduce its Local Government emissions by 6% by 2012 compared to 2006 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2012.0,
312,312.0,2005.0,,"Niigata City, Japan", The Niigata City has committed to reduce its Community emissions by 80% by 2050 compared to 2005 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
313,313.0,2005.0,,"Niigata City, Japan", The Niigata City has committed to reduce its Local Government emissions by 7% by 2012 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,7.0,2012.0,
314,314.0,1990.0,,"Niigata Prefecture, Japan", The Niigata Prefecture has committed to reduce its Community emissions by 6% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,6.0,2020.0,
315,315.0,2000.0,,"Niigata Prefecture, Japan", The Niigata Prefecture has committed to reduce its Local Government emissions by 12% by 2012 compared to 2000 emission level.,GHG emission reduction target,Japan,,Local Government,12.0,2012.0,
316,316.0,1990.0,,"Nishinomiya, Japan", The Nishinomiya has committed to reduce its Community emissions by 10% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,10.0,2020.0,
317,317.0,2008.0,,"Nishinomiya, Japan", The Nishinomiya has committed to reduce its Local Government emissions by 3% by 2012 compared to 2008 emission level.,GHG emission reduction target,Japan,,Local Government,3.0,2012.0,
318,318.0,1990.0,,"Odawara City, Japan", The Odawara City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
319,319.0,2000.0,,"Odawara City, Japan", The Odawara City has committed to reduce its Local Government emissions by 35% by 2020 compared to 2000 emission level.,GHG emission reduction target,Japan,,Local Government,35.0,2020.0,
320,320.0,2008.0,,"Oita Prefecture, Japan", The Oita Prefecture has committed to reduce its Community emissions by 6% by 2015 compared to 2008 emission level.,GHG emission reduction target,Japan,,Community,6.0,2015.0,
321,321.0,2010.0,,"Oita Prefecture, Japan", The Oita Prefecture has committed to reduce its Local Government emissions by 5% by 2015 compared to 2010 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2015.0,
322,322.0,1990.0,,"Okayama City, Japan", The Okayama City has committed to reduce its Community emissions by 4% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,4.0,2020.0,
323,323.0,2004.0,,"Okayama City, Japan", The Okayama City has committed to reduce its Local Government emissions by 10% by 2010 compared to 2004 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2010.0,
324,324.0,1990.0,,"Okazaki City, Japan", The Okazaki City has committed to reduce its Community emissions by 10% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,10.0,2020.0,
