,name,country,action_description,language,action_start_year,action_end_year,action_cost,action_website,action_co2_reduction
329,Diano Castello,Italy,"L'impianto di illuminazione pubblica conta circa 800 punti luce, tutti di proprietà del comune. Di questi, la metà circa delle sorgenti è ai vapori di mercurio e andrebbe sostituita quanto prima. L'ufficio tecnico dispone di un censimento cartaceo degli impianti e dei quadri elettrici.
L'azione comprende due fasi:
- l'aggiornamento e l'informatizzazione del censimento;
- la progettazione definitiva del nuovo impianto dal punto di vista illuminotecnico, elettrico e meccanico, nel rispetto delle normative in vigore (in particolare il Regolamento Regionale n.5 del 2009 per il contenimento dell'inquinamento luminoso e il risparmio energetico). 
Il censimento sarà finanziato dall'amministrazione pubblica, mentre per la progettazione si potrà ricorrere a programmi di finanziamento dedicati.
L'azione non riduce direttamente le emissioni ma è propedeutica per la riqualificazione degli impianti.",it,2015,2016,15000,,
330,Diano Castello,Italy,"L'azione si propone di favorire lo sviluppo di filiere locali per la produzione di cippato da
biomassa (ad esempio il nocciolino di sansa e i residui di potatura degli uliveti) da
utilizzare per il riscaldamento invernale degli edifici.
La promozione avverrà per mezzo di interventi normativi (allegato energetico), eventi
informativi e l'introduzione di strumenti online per il monitoraggio della produzione e del
consumo di biomassa locale.",it,2015,2020,,,
331,Diano Castello,Italy,"La revisione degli standard energetici comunali è un'azione prioritaria per chi aderisce al Patto dei Sindaci. 
Il modo più semplice per adeguare il regolamento edilizio a nuovi standard energetici è l'approvazione di un allegato energetico e ambientale.
Perchè l'azione sia efficace è gondamentale che ci sia la condivisione con i professionisti e le imprese locali, pertanto si propone una serie di incontri pubblici preliminari per discutere con i portatori di interesse tutte le possibili tematiche introdotte dall'allegato.",it,2015,2016,3000,,
332,Diano Castello,Italy,"Gli edifici pubblici caratterizzati dai maggiori consumi energetici sono la scuola e il municipio.
L'azione è strutturata in una prima fase di diagnosi energetica e una seconda fase di riqualificazione.
Le diagnosi energetiche, finanziare da fondi propri dell'amministrazione pubblica, comprenderanno la progettazione preliminare, in modo da favorire la partecipazione a bandi di finanziamento regionali o comunitari. 
Gli audit saranno effettuati secondo le modalità previste dall'allegato energetico al regolamento edilizio. I consumi a valle degli interventi saranno monitorati e pubblicati su una pagina web dedicata. Per i consumi da riscaldamento degli edifici pubblici si consiglia il sistema della Firma Energetica, che correla i consumi giornalieri con la temperatura media esterna.
Si privilegeranno le soluzioni tecniche rivolte all'utilizzo di biomasse locali.",it,2015,2020,40000,,9
333,Diepenbeek,Belgium,"De verwarmingsinstallatie van het gemeentehuis werd vernieuwd. Dit werd opgevat als een ESCO-project. Eerst werd het dubbel glas vervangen door hoogrendementsglas, zodat een kleinere installatie geplaatst kon worden. Na installatie van de nieuwe verwarming werd telemetrie ingevoerd voor gas en elektriciteit. In de afgelopen winter werd op basis van de gegevens van de telemetrie de verwarming verder afgesteld. ",nl,2013,2013,126341.4,,
334,Diepenbeek,Belgium,"Er werd een CO2-vrije KMO-zone ingericht. In deze zone zijn er 22 percelen beschikbaar, waarvan momenteel de eerste bebouwd worden. De kavels zijn halfopen of gesloten. Ook werd er ingezet op een groene openbare ruimte.
Bedrijven die zich willen vestigen moeten aantonen dat ze CO2-neutraal zijn. 
De zone biedt plaats aan zonevreemde bedrijven, maar ook starters en bedrijven die iwillen uitbreiden.",nl,2010,2016,,,
335,Diepenbeek,Belgium,"In het centrum werd een blauwe zone ingevoerd. Hier kan nog max. 2 uur geparkeerd worden. Op het marktplein kan men langer, maar betalend, parkeren. 
Er werden randparkings ingericht om het verkeer uit het centrum te weren en zo het centrum weer veiliger te maken. ",nl,2017,2020,,,
336,Diepenbeek,Belgium,"Elke Limburgse particuliere eigenaar kan tot 10.000 euro ontlenen voor verschillende energiebesparende maatregelen (het plaatsen van hoogrendementsglas en bijhorende raamprofielen, het vervangen van verwarmingsinstallaties door een energiezuinige verwarmingsketel of voor isolatie van dak, kelder en muren. Ook de installatie van een warmtepomp of zonneboiler is mogelijk).

De lening moet worden terugbetaald over vijf jaar, aan een interest van 2%. Voor financieel kwetsbare gezinnen bedraagt de interest 0%. 

Duwolim is de organisatie waar je in Limburg voor deze Vlaamse Energielening terecht kan. Je krijgt niet alleen een goedkope lening, maar ook deskundig advies. 
Duwolim verstrekte in Diepenbeek al 30 leningen. 
",nl,2010,2020,, www.duwolim.be ,333
337,Dilsen-Stokkem,Belgium,"De stad Dilsen-Stokkem startte in 2014 met de bouw van de nieuwe stedelijke bouwvakschool. Deze school wordt een passieve school.
De meerkost als gevolg van passiefbouwen wordt volledig gesubsidieerd door de Vlaamse Regering.
Dit project omvat de bouw van nieuwe werkhallen, klaslokalen, kleedkamer, etc. en dit voor een totale bruto oppervlakte van 5443 m². ",en,2012,2020,9000000,,
338,Dilsen-Stokkem,Belgium,De provincie Limburg organiseert een samenaankoop voor de levering van aardgas en elektriciteit voor alle Limburgse gemeentebesturen. IN het contract wordt voorzien dat er 100% groene stroom wordt geleverd. Door deel te nemen aan deze samenaankoop kunnen gemeentebesturen aan gunstigere voorwaarden voorzien in de energiebehoefte van hun gemeentebestuur.,nl,2008,2020,,,
339,Dilsen-Stokkem,Belgium,"Elke Limburgse particuliere eigenaar kan tot 10 000 euro ontlenen voor verschillende energiebesparende maatregelen. (hoogrendementsglas, energiezuinig verwarwingsinstallatie, isolatie dak, kelder en muren, warmtepomp, zonneboiler)

De lening met worden terugbetaald over vijf jaar, aan een interest van 2%. Voor financieel kwetsbare gezinnen bedraagt de interest 0%.

Duwolim is de organisatie waar je in Limburg voor deze Vlaamse Energielening terecht kan. Je krijgt niet alleen een goedkope lening, maar ook deskundig advies. Duwolim verstrekte al bijna 2000 leningen.
",nl,2008,2020,, www.duwolim.be ,
340,Divača,Slovenia,"Poleg sanacije samega ovoja stavbe, je za zagotavljanje skladnosti objekta s PURES-om obnovilo ogrevalni sistem in uredilo prezračevanje z rekuperacijo toplote. Za izvedbo investicije so bila pridobljena nepovratna sredstva. Ministrstvo za infrastrukturo in prostor v okviru  javnega razpisa za prednostno usmeritev »Energetska sanacija javnih stavb«, v okviru OP razvoja okoljske in prometne infrastrukture za obdobje 2007-2013, razvojne prioritete »Trajnostna raba energije« - 602.623,40 € (v l. 2013),  Občina Divača 240.550,33 € (od tega 27.696,00 € pred l. 2013, 120.526,48 € v l. 2013 in 92.327,85 € v l. 2014).",sl,2013,2014,235062,,
341,Dun Laoghaire Rathdown,Ireland,,,2019,2024,,,
342,Dun Laoghaire Rathdown,Ireland,,,2014,2030,,,
343,Dun Laoghaire Rathdown,Ireland,,,2018,2020,,,
344,Dun Laoghaire Rathdown,Ireland,,,2016,2024,,,
345,Dun Laoghaire Rathdown,Ireland,Develop demonstration sites to show how to combine nature conservation with existing land uses,,2020,2022,,,
346,Dun Laoghaire Rathdown,Ireland,"Protect and conserve floodplains, wetlands, and coastal areas subject to flooding",,2014,2030,,,
347,Dun Laoghaire Rathdown,Ireland,Deliver green roofs on civic buildings,,2016,2024,,,
348,Dun Laoghaire Rathdown,Ireland,"Pilot Demonstrator Projects for Rain
Gardens and Blue-Green Streets – new builds and retrofitting",,2020,2022,,,
349,Dun Laoghaire Rathdown,Ireland,Marlay Park enhanced flood storage,,2018,2022,,,
350,Dun Laoghaire Rathdown,Ireland,Glenavon Park flood storage and integrated wetland,,2017,2021,,,
351,Dun Laoghaire Rathdown,Ireland,Kilbogget Park flood storage,,2017,2021,,,
352,Dun Laoghaire Rathdown,Ireland,Corbawn coastal protection works,,2016,2019,,,
353,Dun Laoghaire Rathdown,Ireland,Sandyford Park flood storage,,2018,2022,,,
354,Dun Laoghaire Rathdown,Ireland,Fernhill Park flood storage feasibility study,,2020,2021,,,
355,Dun Laoghaire Rathdown,Ireland,Cabinteely Park flood storage,,2018,2022,,,
356,ENGUERA,Spain,"Este programa es la aplicación de la metodología 50/50 en los colegios. Debe ir destinado a sensibilizar a todos los miembros de la comunidad educativa sobre la problemática ambiental de su entorno inmediato, concienciarlos de su responsabilidad individual y colectiva, y buscar la resolución de estos problemas estimulando su participación directa en la mejora de la gestión ambiental de los centros.",es,2020,2022,12500,,
357,ENGUERA,Spain,"Se llevarán a cabo campañas puntuales, que informen sobre la posibilidad de contratación de energía ""verde"" por parte de los usuarios.
Se pretende que el Ayuntamiento beneficie con una reducción parcial de los impuestos municipales para los comercios que compren electricidad procedente de fuentes de energía renovables certificada.",es,2020,2024,1713,,
358,ENGUERA,Spain,"La redacción de un Plan de Movilidad Urbana Sostenible (PMUS) es la herramienta básica de la planificación futura y desarrollo de la gestión de la movilidad sostenible dentro del término municipal. Los objetivos principales son potenciar el transporte sostenible y promover el desplazamiento eficiente, en detrimento del vehículo privado.",es,2020,2027,762450,,
359,ENGUERA,Spain,Se trata de diseñar un municipio amable que implique mejora de la calidad de vida para la ciudadanía a la vez que atractivo para el visitante. Es muy necesario por tanto elaborar un Plan de Sombras en las calles más transitadas y que peor acondicionadas están para la época estival.,,2020,2030,5000,,
360,ENGUERA,Spain,La contratación de obras y servicios por parte del Ayuntamiento para que se ejecuten por empresas externas es un ámbito de actuación municipal muy propicio para la promoción de actuaciones de lucha contra el Cambio Climático. ,,2020,2030,3000,,
361,ENGUERA,Spain,Cuando el municipio sufre episodios de precipitaciones torrenciales pueden existir problemas de drenaje y alcantarillo. En materia de adaptación al Cambio Climático es relevante estudiar el uso de infraestructuras existentes para las descargas de sistemas de pluviales. ,,2020,2030,40000,,
362,EREZEE,Belgium,,,2007,2010,,,
363,EREZEE,Belgium,,,2016,2017,25000,,
364,EREZEE,Belgium,,,2012,2018,10000,,
365,EREZEE,Belgium,,,2007,2017,10000,,
366,EREZEE,Belgium,,,2007,2017,,,
367,EREZEE,Belgium,,,2018,2022,,,
368,EREZEE,Belgium,,,2018,2025,200000,,
369,EREZEE,Belgium,,,2018,2030,60000,,
370,EREZEE,Belgium,,,2018,2030,20000,,
371,EREZEE,Belgium,,,2018,2030,20000,,
372,EREZEE,Belgium,,,2007,2030,,,
373,EREZEE,Belgium,,,2015,2030,,,
374,EREZEE,Belgium,,,2015,2030,,,
375,EREZEE,Belgium,,,2015,2030,200000,,
376,EREZEE,Belgium,,,2007,2030,,,
377,Ecaussinnes,Belgium,"""Mise en place d'actions afin de préserver ressources en eau : 
- Gestion des consommations en eau
- Promouvoir systèmes récupération eaux pluie
- Désimperméabilisation des sols""",,2019,2030,48400,,
378,Ecaussinnes,Belgium,"""Aider au déploiement des réseaux écologiques. Le principal élément est :
- Présence d'un support pour développement biodiversité et continuité des espaces.""",,2014,2030,70400,,
379,Ecaussinnes,Belgium,"""Mise en place d'actions afin d'atténuer les effets des inondations : 
- Renforcer règles urbanisme sur les zones inondables
- Mise en place de dispositifs pour les eaux pluviales avec double fonction
- Assurer la sécurité des personnes""",,2017,2030,57200,,
380,Ecaussinnes,Belgium,"""Mise en place d'actions afin de lutter contre l'érosion : 
- Agro-foresterie
- Techniques agricoles""",,2018,2030,52800,,
381,Ecaussinnes,Belgium,"""Mise en place d'une procédure de gestion de crise liée aux risques cliamtiques : 
- La maîtrise des dispositifs réglementaires et de la jurisprudence en s'assurant de leur opérationnalisation
- L'organisation du retour d'expérience et de l'amélioration continue.""",,2019,2021,48400,,
382,Eskilstuna,Sweden,"Eskilstuna municipality has recently (June 2014) ordered 4 3,3 MW wind turbines, which will be directly owned by the municipality. One more turbine is optional. The turbines will be installed in 2015 in Sollefteå in the north of Sweden. The order is the biggest public procurement of wind turbines in Sweden so far. The power production will match the municipality's own electricity consumption and the energy production of the windmills is expected to be around 37 500 MWh/y which covers about 40% of the municipality’s own electricity consumption over the year. ",en,2014,2020,18000000, http://www.eskilstuna.se/sv/Kommun-och-politik/Pressrum/?pressurl=pressrelease/view/eskilstuna-investerar-i-fyra-vindkraftverk-fraan-ox2-1003237 ,15000
383,Evergem,Belgium,"Elaboration and implementation of a overall view of spatial planning:
Remove residential extension areas",,2017,2030,,,
384,Evergem,Belgium,,,2019,2019,,,
385,FONTANIVA,Italy,Installazione di impianti solare fotovoltaico negli edifici di proprietà pubblica,it,2011,2020,56000,,10.64
386,Finale Emilia,Italy,,,2018,2030,,,
387,Fingal County Council,Ireland,,,2020,2020,,,
388,Fingal County Council,Ireland,,,2016,2030,,,
389,Fingal County Council,Ireland,,,2018,2024,,,
390,Fingal County Council,Ireland,,,1990,2019,,,
391,Fingal County Council,Ireland,,,2016,2024,,,
392,Fingal County Council,Ireland,,,2016,2019,,,
393,Fingal County Council,Ireland,,,2018,2024,,,
394,Fingal County Council,Ireland,,,2017,2024,,,
395,Fingal County Council,Ireland,,,2017,2024,,,
396,Fingal County Council,Ireland,,,2018,2020,,,
397,Fingal County Council,Ireland,,,2019,2024,,,
398,Fingal County Council,Ireland,"Examine the feasibility of retrofitting rainwater harvesting measures in existing Council buildings, particularly for vehicle washing, toilet flushing and landscaping",,2019,2020,,,
399,Fingal County Council,Ireland,"Incorporate low flush toilets into Council buildings, depots and housing, in line with refurbishment programmes",,2019,2020,,,
400,Fingal County Council,Ireland,"Assess the feasibility of including
rainwater harvesting on all new Fingal public, operational and social buildings and provide where viable and appropriate",,2019,2020,,,
401,Fingal County Council,Ireland,"Provide a water butt retrofit programme for Council-owned housing on a cost benefit basis, starting with voids and tenant changeovers",,2018,2019,,,
402,Fingal County Council,Ireland,Restore St Ita's wetlands to maximise water attenuation capacity and nature conservation benefits,,2018,2020,,,
403,Fingal County Council,Ireland,Progress OPW flood protection scheme at Portmarnock Bridge,,2018,2024,,,
404,Fingal County Council,Ireland,Progress OPW flood protection scheme at Bissett Strand and The Green Malahide Village,,2018,2024,,,
405,Fingal County Council,Ireland,Progress OPW flood protection scheme at Mill Stream Skerries,,2018,2018,,,
406,Fingal County Council,Ireland,Develop and implement Coastal Protection Plan for Portrane,,2019,2020,,,
407,Fiorenzuola d'Arda,Italy,"L’azione prevede l’esecuzione di Audit Energetici di dettaglio per tutti gli edifici pubblici o ad uso pubblico di pertinenza del Comune.
Le informazioni ricavate dagli Audit Energetici costituiranno la base conoscitiva per elaborare delle gare di affidamento con la formula FTT
(Finanziamento Tramite Terzi).
L’esecuzione degli Audit dovrà in tutti i casi essere affidata, sotto la responsabilità dell’Amministrazione, prima di attivare qualsiasi forma di gara.
Dagli Audit energetici potranno comunque emergere elementi che consentano di evitare gli sprechi, ottimizzando la gestione, a prescindere dai lavori di riqualificazione che potrebbero essere fatti successivamente.
",it,2015,2020,75000,,
408,Fiorenzuola d'Arda,Italy,"La riqualificazione energetica degli edifici sia in termini di involucro sia di impianti termici è avvenuta nel rispetto del Dlgs 192/05, attuato in Regione Emilia Romagna attraverso la Delibera dell’Assemblea Legislativa del 156/2008 e
successive modifiche. Grazie a limiti più stringenti rispetto al passato si è ottenuta una riduzione dei consumi energetici nel settore dell’edilizia terziaria.",it,2000,2009,1148100,,101
409,Fiorenzuola d'Arda,Italy,Impianti fotovoltaici su edifici privati,it,2009,2020,55000,,5362.5
410,Fiorenzuola d'Arda,Italy,"Le recenti disposizioni di legge hanno introdotto alcune importanti novità in merito al conferimento della gestione dei servizi pubblici locali, indicando chiaramente come esso debba avvenire in via ordinaria mediante procedure competitive ad evidenza pubblica. L’acquisizione in proprietà degli impianti di proprietà di terzi da parte dell’Amministrazione è condizione pregiudiziale ed essenziale per l’avvio della futura procedura competitiva. Quest'ultima verrà formulata secondo la formula del “servizio integrato”, ossia affidando a un futuro gestore la manutenzione degli impianti, la loro messa a norma e la riqualificazione energetica ai fini della riduzione dei consumi e dei costi.",it,2013,2016,20000,,
411,Fiorenzuola d'Arda,Italy,"Nel periodo 2015-2020 verranno promosse le iniziative di incentivazione statale al rinnovo del parco veicolare privato, che dovrebbe produrre, come in passato, un’efficace rinnovamento del parco veicolare su tutto il territorio italiano, incluso li territorio del Comune di Fiorenzuola d’Arda",it,2000,2020,15132500,,359.9
412,Fonollosa,Spain,"Es proposa la implantació d’un software intel·ligent de gestió de l’energia amb la finalitat d’optimitzar el consum energètic
",en,2015,2020,10000,,14.55
413,Fonollosa,Spain,"L’acció consisteix en la implantació d'un sistema de gestió de la FORM a tota la població.
Per la implantació del sistema de gestió es proposa:
- definir-ne el model.
- implantar els recursos necessaris per desenvolupar el model escollit.
- dissenyar campanyes específiques i intensives",en,2015,2020,8000,,14.84
414,Fonollosa,Spain,Canvi de bombetes a l'enllumenat públic per LED,en,2015,2020,60000,,81.84
415,Font-rubí,Spain,,,2020,2030,,,
416,Font-rubí,Spain,,,2020,2030,,,
417,Font-rubí,Spain,,,2019,2030,5000,,
418,Font-rubí,Spain,,,2016,2020,5000,,
419,Font-rubí,Spain,,,2020,2030,,,
420,GALZIGNANO TERME,Italy,Installazione impianti fotovoltaici negli edifici di proprietà pubblica,it,2006,2020,140000,,30
421,GALZIGNANO TERME,Italy,Installazione di impianti fotovoltaici negli edifici privati comunali dal 2006 al 2013.,it,2006,2013,2750000,,514.77
422,GALZIGNANO TERME,Italy,Riqualifica dell'involucro e degli impianti termici,it,2016,2020,, - ,22.94
423,GUADASSÉQUIES,Spain,"Este programa es la aplicación de la metodología 50/50 en los colegios. Debe ir destinado a sensibilizar a todos los miembros de la comunidad educativa sobre la problemática ambiental de su entorno inmediato, concienciarlos de su responsabilidad individual y colectiva, y buscar la resolución de estos problemas estimulando su participación directa en la mejora de la gestión ambiental de los centros.",es,2020,2022,5000,,
424,GUADASSÉQUIES,Spain,"Se llevarán a cabo campañas puntuales, que informen sobre la posibilidad de contratación de energía ""verde"" por parte de los usuarios. Se pretende que el Ayuntamiento beneficie con una reducción parcial de los impuestos municipales para los comercios que compren electricidad procedente de fuentes de energía renovables certificada.",es,2020,2024,108,,
425,GUADASSÉQUIES,Spain,"La redacción de un Plan de Movilidad Urbana Sostenible (PMUS) es la herramienta básica de la planificación futura y desarrollo de la gestión de la movilidad sostenible dentro del término municipal. Los objetivos principales son potenciar el transporte sostenible y promover el desplazamiento eficiente, en detrimento del vehículo privado.",es,2020,2027,69900,,
426,GUADASSÉQUIES,Spain,Cuando el municipio sufre episodios de precipitaciones torrenciales pueden existir problemas de drenaje y alcantarillo. En materia de adaptación al Cambio Climático es relevante estudiar el uso de infraestructuras existentes para las descargas de sistemas de pluviales. ,,2020,2030,40000,,
427,GUADASSÉQUIES,Spain,Se trata de diseñar un municipio amable que implique mejora de la calidad de vida para la ciudadanía a la vez que atractivo para el visitante. Es muy necesario por tanto elaborar un Plan de Sombras en las calles más transitadas y que peor acondicionadas están para la época estival.,,2020,2030,3000,,
428,GUADASSÉQUIES,Spain,"Ante la situación actual y futura del municipio frente a las consecuencias del Cambio Climático, se hace imprescindible el replantearse la planificación urbanística municipal. Elaborar o revisar el PGOU, pues el municipio debe reordenarse y adaptarse al futuro previsto de riesgos climáticos ",,2020,2030,,,
429,GURB,Spain,"The Consell Comarcal (County Council) is a supramunicipal entity. Among its functions we want to emphasize the establishment of supramunicipal services complementary to the municipal ones and the coordination of municipal services for reasons of regional interest. That is the case of the Local Energy Agency of Osona. Main objectives: - To promote energy efficiency and energy savings, - To promote renewable energy production. Services to be attached: 1. Energy management and accounting, 2. Monitoring of e-invoicing, 3. Most common mistakes in invoicing, 4. Annual monitoring reports, 5. Other activities and projects: smart management, 6. Other activities and projects: Energy poverty project, promote biomass,  Information geographic system of the municipal public lighting (SIGEM), subsides, support in drafting the SEAP and its implementation.",en,2009,2020,19542.49, https://www.ccosona.cat/index.php/serveis/serveis-ccosona/agencia-local-de-l-energia ,53.48
430,GURB,Spain,"The Desendolla't Project (Unplug Yourself Project) is an energy saving and efficiency project in public schools. The Desendolla’t Project have two global aims: To improve energy efficiency of buildings of public schools To educate all publics (students, teachers, caretakers, cleaning team) in energy saving and efficiency in school and in home. The Desendolla’t Project tries to achieve these global aims through three interventions: To decrease or to eliminate passive electrical consumption in schools, To optimize active electrical consumption in schools, To optimize the management of central heating systems of schools Some tools of this project are smart electrical meters, smart management of central heating systems, workshops about energy management and energy saving with school publics (students, teachers, caretakers, cleaning team) and educational kit.




",en,2012,2020,9750, www.desendollat.cat ,15.09
431,GURB,Spain,"Es proposen vàries actuacions d'eficiència a l'edifici. Entre elles destaca la instal·lació d'un sistema de telegestió pel control dels sistemes de clima i calefacció de la xarxa de calor existent. Es preveu també la integració en el sistema de la gestió d'altres equips elèctrics (enllumenat) i, si s'instal·len panells fotovoltaics, poder integrar-los també a la telegestió. ",ca,2015,2020,27161.25,,9.86
432,Gembloux,Belgium,Construction de la salle sportive de Corroy-le-Château et rénovation de l'ancienne maison communale de Sauvenière.,fr,2010,2014,1067929,,69
433,Genk,Belgium,"Citizens, renovating their house, can get municipal subsidies for roof insulation, cavity wall insulation, exterior wall insulation, insulated glazing.",en,2008,2020,1500000,,
434,Genk,Belgium,"City-wide project where all homeowners can apply for free and independent advice and support for insulating the roof of their house. An independent energy-expert comes by at home, giving technical and financial advice, helping with requesting quotations, controlling the results, ... The support delivered by the energy-experts is financed by the city of Genk.",en,2012,2020,150000,,
435,Genk,Belgium,"A pilot project, together with the Province of Limburg and other partners. Goal is to accelerate the renovation (primarily from an energy perspective) of residential buildings (targeted to homeowners) by including an entire neighourhood in a single project. All homeowners can voruntarily take part in the project. In return, they get all kind of (independent) support in the renovation process (technical advice, financial advice, contacting/reviewing contractors, ...). This collective approach also allows for group purchasing/contracting, having a positive impact on the renovation budget. Both city of Genk and Province of Limburg finance this (independent) support.",en,2014,2020,25000,,
436,Gerpinnes,Belgium,,,2018,2030,,,
437,Gerpinnes,Belgium,,,2018,2030,,,
438,Gerpinnes,Belgium,,,2018,2030,,,
439,Gerpinnes,Belgium,,,2018,2030,,,
440,Gerpinnes,Belgium,,,2018,2030,,,
441,Gerpinnes,Belgium,,,2009,2030,,,
442,Gerpinnes,Belgium,,,2018,2030,,,
443,Giurgiu,Romania,"In noiembrie 2013 a
fost inaugurata centrala de cogenerare de inalta eficienta in Giurgiu, realizata de catre
compania Alfa Metal, prin Electro Energy Sud.Este echipata cu 4 motoare cu
combustie interna GE (17,6 MWelectric si 15,88 MWtermic)
care vor livra caldura pentru sistemul de alimentare centralizata cu 
caldura Giurgiu si electricitate in SEN. Centrala a functionat cu caracter de proba
incepand cu luna decembrie 2012 cand a furnizat 33430 MWh energie termica in sezonul de incalzire. Sursa de varf este reprezentata de cazanele existente detinute
de Global Energy Production-distribuitorul de caldura. Vara, centrala de cogenerare va asigura
necesarul de apa calda si va avea rolul de asigurare a serviciilor de sistem la dispozitia SEN.",ro,2010,2012,9545464,,8674
444,Giurgiu,Romania,"În data de 04.04.2014, a avut loc la Giurgiu acţiunea organizată de Primăria Giurgiu pentru conştientizarea cumpărătorilor de electrocasnice în ceea ce priveşte consumul responsabil de energie electrică, reducerea emisiilor de CO2 prin achiziția aparaturii electrice de înaltă eficiență.Au fost prezentate cele 4 proiecte cofinanţate prin Programul European IEE, care prin diverse mijloace contribuie la creșterea conștientizării consumatorilor cu privire la avantajele alegerii produselor eficiente energetic: Green Twinning-Infrăţirea verde, YAECI–Indicarea costurilor anuale cu electricitatea pentru electrocasnice, Buy-Smart+ Achizitii verzi, EUROTOPTENMAX–Ierarhizarea celor mai eficiente electrocasnice, electronice si automobile.",ro,2012,2020,,,
445,Gouvy,Belgium,,,2018,2030,,,
446,Gouvy,Belgium,,,2018,2030,2000,,
447,Gouvy,Belgium,,,2007,2010,,,
448,Gouvy,Belgium,,,2007,2030,3000,,
449,Gouvy,Belgium,,,2012,2030,5000,,
450,Gouvy,Belgium,,,2018,2030,30000,,
451,Gouvy,Belgium,,,2018,2030,30000,,
452,Gouvy,Belgium,,,2018,2030,72000,,
453,Gouvy,Belgium,,,2018,2030,120000,,
454,Gouvy,Belgium,,,2018,2030,10000,,
455,Gouvy,Belgium,,,2018,2030,30000,,
456,Gouvy,Belgium,,,2018,2030,150000,,
457,Gouvy,Belgium,,,2012,2030,,,
458,Gouvy,Belgium,,,2012,2030,,,
459,Gouvy,Belgium,,,2018,2030,100000,,
460,Gouvy,Belgium,,,2018,2030,120000,,
461,Gradiška,Bosnia-herzegovina,"Opština Gradiška učestvuje u GIZ-ovog projekta ''Konsultacije za energetsku efikasnost u BiH'' te kao jedna od prvih četiri opština u BiH uspostavljam program energetskog menadžmenta u Opštini, te instalira softver za praćenje potrošnje energije za područje opštine.",en,2011,2013,99701.9, http://www.sustainable-energybih.org/ ,18.64
462,Gradiška,Bosnia-herzegovina,"Instalacija solarne javne rasvjete sa fotopanelima za proizvodnju električne energije za potrebe 72 rasvjetna stuba u centralnoj ulici opštine Gradiška. Snaga mini elektrane sa fotopanelima je 14,5 kW. ",en,2012,2020,65000, http://www.opstina-gradiska.com/home/ ,257.7
463,Gradiška,Bosnia-herzegovina,"Prva toplana na biomasu u Republici Srpskoj, te druga takva u Bosni i Hercegovini, nastala iz privatno-javnog partnerstva Opštine Gradiška i IEE d.o.o. Banja Luka. Instalirana snaga 10 kW, energent okorci iz lokalnih pilana, drvni biootpad iz planine Kozara, lokalnih voćnjaka te iz komunalnog preduzeća.  ",hr,2012,2017,2000000, http://www.ieegroup.net/ ,4630.2
464,Granarolo dell'Emilia,Italy,"The action aims to create an information desk, addressed to private individuals, companies and professionals throughout the Union ""Terre di Pianura"", that promotes: solutions to save energy, the use of energy renewable and the financial resources available for the implementation of interventions, including on the basis of agreements that the government planned to introduce with banks of the area. The energy desk will also provide support for the streamlining of administrative procedures for the installation of alternative energy systems.",en,2014,2020,43750,,3348
465,Halandri,Greece,The action concerns the procurement and installation of a remote control system in 26 luminaires buildings in Solonos street with the aim of reducing the consumption of electricity.,el,2018,2019,19570, https://www.chalandri.gr/dhmotarxh/category44/8789/   ,
466,Halen,Belgium,"“Met Belgerinkel naar de Winkel” is een jaarlijkse sensibilisatiecampagne in de maand mei die het fietsen van en naar de buurtwinkel wil promoten, i.s.m met de Vlaamse gemeenten. “Met Belgerinkel naar de winkel” is een campagne met veel facetten en grote partners (UNIZO, CM, Gezinsbond, Fietsersbond,...). Het project promoot de lokale handel, bevordert de gezondheid door een portie dagelijkse beweging en draagt bij tot een betere leef- en woonomgeving. Kort samengevat is de formule als volgt: fietsende klanten krijgen telkens zij met de fiets winkelen bij een deelnemende handelaar een kans om mee te dingen naar mooie prijzen in Vlaamse en lokale prijzenpot. Tot 2013 verzamelden zij deze kansen met een spaarkaart, sinds 2014 kan iedere rit afzonderlijk gevalideerd worden via een eigen systeem van Belgerinkelloten met unieke codes.",nl,2012,2012,2000, http://www.belgerinkel.be/ ,
467,Halen,Belgium,De provincie Limburg organiseert een samenaankoop voor de levering van aardgas en elektriciteit voor alle Limburgse gemeentebesturen. In het contract wordt voorzien dat er 100% groene stroom wordt geleverd. Door deel te nemen aan deze samenaankoop kunnen gemeentebesturen aan gunstigere voorwaarden voorzien in de energiebehoefte van hun gemeentebestuur. ,nl,2012,2014,,,
468,Halen,Belgium,"het stadhuis van Halen is volledig gestript, opnieuw voorzien van isolatie en andere energiebesparende maatregelen. er zijn ook zonnepanelen geplaatst.",nl,2011,2020,1300000,,
469,Hamont-Achel,Belgium,Het treinstation in Hamont-Achel is opnieuw geopend. Hiervoor is het station en perron opnieuw aangelegd door de NMBS. Evenals een nieuwe fietsenstalling is door de gemeente Hamont-Achel aangelegd alsook de beplanting is door de stad gefinancierd. ,nl,2012,2014,5500000,,
470,Hamont-Achel,Belgium,De provincie Limburg organiseert een samenaankoop voor de levering van aardgas en elektriciteit voor alle Limburgse gemeentebesturen. In het contract wordt voorzien dat er 100% groene stroom wordt geleverd. Door deel te nemen aan deze samenaankoop kunnen gemeentebesturen aan gunstigere voorwaarden voorzien in de energiebehoefte van hun gemeentebestuur. ,nl,2012,2020,,,
