,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture
583,1.0,,,2010.0,1.0,Food and Beverage Processing,United Kingdom of Great Britain and Northern Ireland,,Company,Associated British Foods,25,Reduce direct CO2e emissions from coal combustion in their South African sugar milling operations during the crushing season by 25% from 2010 to 2018,2018.0,/company/associated-british-foods,,,,,,,,,,,,,,,,,
584,,,,,1.0,Food and Beverage Processing,United Kingdom of Great Britain and Northern Ireland,,Company,Associated British Foods,,Use an internal carbon price,,/company/associated-british-foods,1.0,,,,,,,,,,,,,,,,
585,,,,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,"Assurant, Inc.",,Set an internal carbon price by 2017,2017.0,"/company/assurant,-inc-",1.0,,,,,,,,,,,,,,,,
586,1.0,,,2005.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",Japan,,Company,Astellas Pharma Inc.,30,Reduce direct CO2e emissions generated through sales activities by 30% from 2005 to 2015,2015.0,/company/astellas-pharma-inc-,,,,,,,,,,,,,,,,,
587,,,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",Japan,,Company,Astellas Pharma Inc.,20,"Reduce water withdrawal by 20% or more by 2015, compared to 2005 levels",2015.0,/company/astellas-pharma-inc-,,,,,,,,,1.0,,,,,,,,
588,1.0,,,2005.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",Japan,,Company,Astellas Pharma Inc.,30,Reduce CO2e emissions from electricity consumption at domestic offices by 30% from 2005 to 2020,2020.0,/company/astellas-pharma-inc-,,,,,,,,,,,,,,,,,
589,1.0,,,2005.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",Japan,,Company,Astellas Pharma Inc.,45,Reduce operational CO2e emissions for their overseas production facilities by 45% from 2005 to 2020,2020.0,/company/astellas-pharma-inc-,,,,,,,,,,,,,,,,,
590,,,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",Japan,,Company,Astellas Pharma Inc.,,Use an internal carbon price,,/company/astellas-pharma-inc-,1.0,,,,,,,,,,,,,,,,
591,1.0,1.0,1.0,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,20,"Reduce emissions across the value chain by 20% by 2015 through energy efficiency, renewable energy purchases and installation and transportation efficiencies",2015.0,/company/astrazeneca,,,,,,,,,,,,,,,,,
592,1.0,1.0,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,30,Reduce emissions intensity of facility energy use by 30% by 2015 through building design and building systems management,2015.0,/company/astrazeneca,,1.0,,,,,,,,,,,,,,,
593,,,1.0,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,,Supply 100% of total electricity consumption from renewables by 2025 from 14% in 2015 ,2025.0,/company/astrazeneca,,,,,,,,,,,,,,,,,
594,1.0,,,2015.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,58,Reduce operational CO2e emissions by 58% from 2015 to 2025,2025.0,/company/astrazeneca,,,,,,,,,,,,,,,,,
595,1.0,,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,,Maintain CO2e emissions across the value chain at 2015 levels to 2025,,/company/astrazeneca,,,,,,,,,,,,,,,,,
596,1.0,,,2015.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,30,Reduce CO2e emissions intensity across the value chain by 30% per unit revenue from 2015 to 2025 ,2025.0,/company/astrazeneca,,,,,,,,,,,,,,,,,
597,1.0,,,2010.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,48,Reduce CO2e emissions intensity from upstream transportation and distribution via sea freight by 48% per km moved by sea from 2010 to 2018 ,2018.0,/company/astrazeneca,,,,,,,,,,,,,,,,,
598,,,1.0,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,,Acquire 5.9% of total energy consumption from renewable sources by 2015 from 3.9% in 2010,2015.0,/company/astrazeneca,,,,,,,,,,,,,,,,,
599,,,,2010.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,25,Reduce total water withdrawals from combined sources by 25% from 2010 to 2015,2015.0,/company/astrazeneca,,,,,,,,,1.0,,,,,,,,
600,,,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,,Require confirmation of prioritized suppliers compliance with AstraZeneca's product wastewater Environmental Reference Concentrations (ERC) values,,/company/astrazeneca,,,,,,,,,1.0,,,,,,,,
601,1.0,,1.0,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,,50% increase in the contribution that renewable energy sources make to facility energy use profile,,/company/astrazeneca,,1.0,,,,,,,,,,,,,,,
602,1.0,1.0,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,20,Reduce emissions intensity in fleet vehicles by 20% per grams CO2 per kilometer,,/company/astrazeneca,,,,,,,,,,,1.0,,,,,,
603,1.0,1.0,,2008.0,1.0,Technology Hardware and Equipment,Taiwan Province of China,,Company,Asustek Computer Inc,15,Reduce operational CO2e emissions by 15% from 2008 to 2015 through increased energy efficiency,2015.0,/company/asustek-computer-inc,,1.0,,,,,,,,,,,,,,,
604,1.0,,,2008.0,1.0,Telecommunication Services,United States of America,,Company,AT&T; Inc.,20,Reduce direct CO2e emissions by 20% from 2008 to 2020,2020.0,/company/att-inc-,,,,,,,,,,,,,,,,,
605,1.0,,,2013.0,1.0,Telecommunication Services,United States of America,,Company,AT&T; Inc.,60,Reduce electricity consumption relative to their network's data growth by 60% from 2013 to 2020,2020.0,/company/att-inc-,,,,,,,,,,,,,,,,,
606,,,,2013.0,1.0,Telecommunication Services,United States of America,,Company,AT&T; Inc.,,Realize 150 million gallons of annualized water savings from 2013 to 2015,2015.0,/company/att-inc-,,,,,,,,,1.0,,,,,,,,
607,1.0,,,,1.0,Telecommunication Services,United States of America,,Company,AT&T; Inc.,,"By the end of 2015, have a majority of spend with strategic suppliers be with those who track greenhouse gas (GHG) emissions and have specific GHG emissions goals",,/company/att-inc-,,,,,,,,,,,,,,,,,
608,1.0,,,2007.0,1.0,Software and Services,Norway,,Company,Atea ASA,50,Reduce CO2e emissions intensity across their value chain by 50% per full-time employee from 2007 to 2020,2020.0,/company/atea-asa,,,,,,,,,,,,,,,,,
609,1.0,,,2005.0,,,Italy,,City,Atessa,22,Reduce community-wide CO2e emissions by 22% from 2005 to 2020,2020.0,/city/atessa/italy,,,,,,,1.0,1.0,,,,,,,,,
610,,,,,1.0,Professional Services,United Kingdom of Great Britain and Northern Ireland,,Company,Atkins,,Set an internal carbon price by 2017,2017.0,/company/atkins,1.0,,,,,,,,,,,,,,,,
611,1.0,,,2012.0,1.0,Professional Services,United Kingdom of Great Britain and Northern Ireland,,Company,Atkins,10,Reduce CO2e emissions across their value chain by 10% from 2012 to 2015,2015.0,/company/atkins,,,,,,,,,,,,,,,,,
612,1.0,,,2009.0,1.0,,United States of America,,City,Atlanta,20,Reduce community-wide CO2e emissions by 20% from 2009 to 2020,2020.0,/city/atlanta/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
613,1.0,,,,,,United States of America,,City,Atlanta,40,Reduce CO2e emissions from the community by 40% by 2030 based on 2009 levels,2030.0,/city/atlanta/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
614,1.0,,,,,,United States of America,,City,Atlanta,80,Reduce CO2e emissions from the community by 80% by 2050 based on 2009 levels,2050.0,/city/atlanta/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
615,,,1.0,,1.0,,United States of America,,City,Atlanta,,Triple renewable energy capacity by 2020 by leasing city land for large-scale solar energy development projects,2020.0,/city/atlanta/united-states-of-america,,,,,,,,,,,,,,,,,
616,1.0,,,2009.0,1.0,,United States of America,,City,Atlanta,20,Reduce CO2e emissions from government operations by 20% from 2009 to 2020,2020.0,/city/atlanta/united-states-of-america,,,,,,,,,,,,,,,,,
617,,,1.0,,1.0,,United States of America,,City,Atlanta,,Supply 5% of municipal electricity demand with renewable sources by 2020,2020.0,/city/atlanta/united-states-of-america,,,,,,,,,,,,,,,,,
618,,,1.0,,1.0,,United States of America,,City,Atlanta,,Supply 1% of city-wide electricity demand with renewable sources by 2020,2020.0,/city/atlanta/united-states-of-america,,,,,,,,,,,,,,,,,
619,1.0,1.0,,2013.0,1.0,Ground Transportation - Highways and Railtracks,Italy,,Company,Atlantia,5,"Reduce operational CO2e emissions intensity of their Fiumicino ""Leonardo da Vinci"" airport by 5% per passenger from 2013 to 2016 through increased energy efficiency",2016.0,/company/atlantia,,,,,,,,,,,,,,,,,
620,,1.0,,2015.0,1.0,Ground Transportation - Highways and Railtracks,Italy,,Company,Atlantia,6,"Reduce operational CO2e emissions of Autostrade per I'Italia (ASPI), the main concessionaire company within Atlantia, by 6% from 2015 to 2020 through increased energy efficiency ",2020.0,/company/atlantia,,,,,,,,,,,,,,,,,
621,1.0,1.0,,2010.0,1.0,Electrical Equipment and Machinery,Sweden,,Company,Atlas Copco,20,Reduce operational CO2e emissions intensity by 20% per cost of sold products from 2010 to 2020 through increased energy efficiency,2020.0,/company/atlas-copco,,,,,,,,,,,,,,,,,
622,1.0,1.0,,2010.0,1.0,Electrical Equipment and Machinery,Sweden,,Company,Atlas Copco,20,Reduce CO2e emissions from the use of sold products by 20% from 2010 to 2020 through increased customer energy efficiency,2020.0,/company/atlas-copco,,,,,,,,,,,,,,,,,
623,1.0,,,2010.0,1.0,Electrical Equipment and Machinery,Sweden,,Company,Atlas Copco,20,Reduce CO2e emissions intensity of product transportation and distribution by 20% per cost of sold products from 2010 to 2020,2020.0,/company/atlas-copco,,,,,,,,,,,1.0,,,,,,
624,,,,,1.0,"Mining - Iron, Aluminum, Other Metals",Australia,,Company,Atlas Iron,,Set an internal carbon price by 2017,2017.0,/company/atlas-iron,1.0,,,,,,,,,,,,,,,,
625,,,,,1.0,Software and Services,France,,Company,Atos SE,,Use an internal carbon price,,/company/atos-se,1.0,,,,,,,,,,,,,,,,
626,1.0,,1.0,2012.0,1.0,Software and Services,France,,Company,Atos SE,50,Reduce CO2e emissions across their value chain by 50% from 2012 to 2015 through increased energy efficiency and renewable energy procurement,2015.0,/company/atos-se,,,,,,,,,,,,,,,,,
627,1.0,1.0,1.0,2012.0,1.0,Software and Services,France,,Company,Atos SE,50,Reduce CO2e emissions intensity across their value chain by 50% per unit revenue from 2012 to 2015 through increased energy efficiency and renewable energy procurement,2015.0,/company/atos-se,,,,,,,,,,,,,,,,,
628,,1.0,,2012.0,1.0,Software and Services,France,,Company,Atos SE,50,Reduce CO2e emissions across their value chain by 50% from 2012 to 2015 through increased energy efficiency and renewable energy procurement,2015.0,/company/atos-se,,,,,,,,,,,,,,,,,
629,1.0,,,,,,Mexico,,City,Atotonilco de Tula,10,Reduce  emissions from the community  by 10% by 2016 compared to 2010,2016.0,/city/atotonilco-de-tula/mexico,,,,,,1.0,1.0,,,,,,,,,,
630,1.0,,,2005.0,,,Italy,,City,Atri,39,Reduce community-wide CO2 emissions by 39% from 2005 to 2020,2020.0,/city/atri/italy,,,,,,,1.0,1.0,,,,,,,,,
631,1.0,,,,,,Japan,,City,Atsugi,25,Reduce CO2e emissions from the community by 25% by 2020 based on 1990 levels,2020.0,/city/atsugi/japan,,,,,,1.0,1.0,,,,,,,,,,
632,1.0,1.0,,2010.0,1.0,Technology Hardware and Equipment,Taiwan Province of China,,Company,AU Optronics,25,Reduce operational CO2e emissions intensity of manufacturing sites by 25% per square meter from 2010 to 2015 through increased energy efficiency,2015.0,/company/au-optronics,,1.0,,,,,,,,,,,,,,,
633,,,,,1.0,Technology Hardware and Equipment,Taiwan Province of China,,Company,AU Optronics,,Use an internal carbon price,,/company/au-optronics,1.0,,,,,,,,,,,,,,,,
634,1.0,1.0,,2012.0,1.0,Air Transportation - Airport Services,New Zealand,,Company,Auckland International Airport,20,Reduce CO2e emissions across their value chain by 20% per passenger from 2012 to 2020 through increased building energy efficiency,2020.0,/company/auckland-international-airport,,1.0,,,,,,,,,,,,,,,
635,,,,,,,United States of America,440000000.0,City,Aurora,,USD 440m green bonds issued for projects in water management in United States of America,,/city/aurora/united-states-of-america,,,,1.0,1.0,,,,1.0,,,,,,,,
636,1.0,,,2007.0,1.0,,United States of America,,City,"Aurora, CO",10,Reduce CO2e emissions from government operations by 10% from 2007 to 2025,2025.0,"/city/aurora,-co/united-states-of-america",,,,,,,,,,,,,,,,,
637,1.0,,,2007.0,1.0,,United States of America,,City,"Aurora, CO",10,Reduce community-wide CO2e emissions by 10% from 2007 to 2025,2025.0,"/city/aurora,-co/united-states-of-america",,,,,,,1.0,,,,,,,,,,
638,,1.0,,,1.0,,Norway,,Region,Aust Agder,40,Reduce consumption of final energy in government operations by 40% by 2020 based on 2009 levels.,2020.0,/subnational-region/aust-agder/norway,,,,,,,,,,,,,,,,,
639,,,1.0,,1.0,,Norway,,Region,Aust Agder,,Ensure that by 2020 60% of building heating comes from sources other than fossil fuels and electricity.,2020.0,/subnational-region/aust-agder/norway,,,,,,,,,,,,,,,,,
640,1.0,,,,1.0,,Norway,,Region,Aust Agder,90,Reduce CO2e emission from government operations by 90% by 2020 based on 2005 levels.,2020.0,/subnational-region/aust-agder/norway,,,,,,,,,,,,,,,,,
641,1.0,,,2010.0,1.0,,United States of America,,City,Austin,90,Reduce community-wide CO2e emissions by 90% from 2010 to 2050,2050.0,/city/austin/united-states-of-america,,,,,,,1.0,,,,,,,,,,
642,1.0,,,2007.0,1.0,,United States of America,,City,Austin,100,Reduce CO2e emissions from government operations by 100% from 2007 to 2020,2020.0,/city/austin/united-states-of-america,,,,,,1.0,,,,,,,,,,,
643,,,1.0,,1.0,,United States of America,,City,Austin,,Supply 55% of city-wide electricity demand with renewable sources by 2025,2025.0,/city/austin/united-states-of-america,,,,,,1.0,,,,,,,,,,,
644,1.0,,,2014.0,1.0,"Banks, Diverse Financials, and Insurance",Australia,,Investor,Australia and New Zealand Banking Group,5,Reduce CO2e emissions from business air travel by 5% from 2014 to 2015,2015.0,/company/australia-and-new-zealand-banking-group,,,,,,,,,,,1.0,,,,,,
645,,1.0,,2013.0,1.0,"Banks, Diverse Financials, and Insurance",Australia,,Investor,Australia and New Zealand Banking Group,3,Reduce operational CO2e emissions by 3% from 2013 to 2017 through increased energy efficiency and building retrofits,2017.0,/company/australia-and-new-zealand-banking-group,,1.0,,,,,,,,,,,,,,,
646,,,,,1.0,"Banks, Diverse Financials, and Insurance",Australia,9.85,Investor,Australia and New Zealand Banking Group,,Use an internal carbon price of USD 9.85-14.77 ,,/company/australia-and-new-zealand-banking-group,1.0,,,,,,,,,,,,,,,,
647,1.0,,,2013.0,1.0,"Banks, Diverse Financials, and Insurance",Australia,,Investor,Australia and New Zealand Banking Group,3,Reduce operational CO2e emissions by 3% from 2013 to 2017 through increased energy efficiency and building retrofits,2017.0,/company/australia-and-new-zealand-banking-group,,,,,,,,,,,,,,,,,
648,,,,,1.0,Air Freight Transportation and Logistics,Australia,,Company,Australia Post,,Set an internal carbon price by 2017,2017.0,/company/australia-post,1.0,,,,,,,,,,,,,,,,
649,1.0,1.0,1.0,2000.0,1.0,Air Freight Transportation and Logistics,Australia,,Company,Australia Post,25,"Reduce direct CO2e emissions by 25% from 2000 to 2020 through increased energy efficiency, fleet innovations and alternative fuels",2020.0,/company/australia-post,,,,,,,,,,,1.0,,,,,,
650,1.0,,,,1.0,,Australia,,Region,Australian Capital Territory,40,Reduce GHG emissions to 40% less than 1990 emissions by 30 June 2020,,/subnational-region/australian-capital-territory/australia,,,,,,,,,,,,,,1.0,,,
651,1.0,,,,1.0,,Australia,,Region,Australian Capital Territory,,Reduction of residential sector stationary greenhouse gas emissions from business as usual in 2015,,/subnational-region/australian-capital-territory/australia,,,,,,,,,,,,,,,,,
652,,,1.0,,,,Australia,,Region,Australian Capital Territory,100,Increase share of renewables for the community  to 100% by 2020,2020.0,/subnational-region/australian-capital-territory/australia,,,,,,1.0,1.0,,,,,,,,,,
653,,,1.0,,1.0,,Australia,,Region,Australian Capital Territory,,100% renewable energy by 2020,2020.0,/subnational-region/australian-capital-territory/australia,,,,,,,,,,,,,,,,,
654,1.0,,,,1.0,,Australia,,Region,Australian Capital Territory,,Reduce region-wide CO2e to achieve zero net emissions by 30 June 2050.,,/subnational-region/australian-capital-territory/australia,,,,,,,,,,,,,,,,,
655,,,,,1.0,,Australia,,Region,Australian Capital Territory,,Reduction of residential sector stationary greenhouse gas emissions from business as usual in 2015,,/subnational-region/australian-capital-territory/australia,,1.0,,,,,,,,,,,,,,,
656,1.0,,,,1.0,,Australia,,Region,Australian Capital Territory,,Achieve carbon neutrality in its own operations by 2020,2020.0,/subnational-region/australian-capital-territory/australia,,,,,,,,,,,,,,,,,
657,1.0,,,,,,Australia,,Region,Australian Capital Territory,,Achieve region-wide carbon neutrality by 2060,2060.0,/subnational-region/australian-capital-territory/australia,,,,,,,,,,,,,,1.0,,,
658,1.0,,,,1.0,,Australia,,Region,Australian Capital Territory,,Reduce region-wide GHG emissions to achieve zero net emissions by 2060,2060.0,/subnational-region/australian-capital-territory/australia,,,,,,,,,,,,,,1.0,,,
659,,,1.0,,,Other,Australia,in,Investor,Australian Ethical Superannuation,,$10-50m USD invested in existing large hydro >20MW in Australia,,/company/australian-ethical-superannuation,,,1.0,,,,,,,,,,,,1.0,,
660,,,,,,Other,Australia,in,Investor,Australian Ethical Superannuation,,$50-100m USD invested in low carbon fund in developed markets,,/company/australian-ethical-superannuation,,,1.0,,,,,,,,,,,,1.0,,
661,,,,,,Other,Australia,in,Investor,Australian Ethical Superannuation,,Up to $10m USD invested in green bond in Australia,,/company/australian-ethical-superannuation,,,1.0,,1.0,,,,,,,,,,1.0,,
662,,,,,,Other,Australia,in,Investor,Australian Ethical Superannuation,,Up to $10m USD invested in green buildings in Australia,,/company/australian-ethical-superannuation,,1.0,1.0,,,,,,,,,,,,1.0,,
663,,,,,,Other,Australia,in,Investor,Australian Ethical Superannuation,,Up to $10m USD invested in industrial recycling in Australia,,/company/australian-ethical-superannuation,,,1.0,,,,,,,,,,,,1.0,,
664,,,,,,Other,Australia,in,Investor,Australian Ethical Superannuation,,$10-50m USD invested in fibre-optic cable in Australia,,/company/australian-ethical-superannuation,,,1.0,,,,,,,,,,,,1.0,,
665,,,1.0,,,Other,Australia,in,Investor,AustralianSuper,,$250-500m USD invested in hydropower in developed markets,,/company/australiansuper,,,1.0,,,,,,,,,,,,1.0,,
666,1.0,,,,1.0,Software and Services,United States of America,,Company,Autodesk,,Science based climate-stabilizing target of 43% emissions intensity reduction per metric tonnes of CO2e per relative contribution to world GDP,,/company/autodesk,,,,,,,,,,,,,,,,,
667,1.0,,,,1.0,Software and Services,United States of America,,Company,Autodesk,,"Annual science based target is derived each year, which translates to an estimated 43% emissions reduction by 2020",2020.0,/company/autodesk,,,,,,,,,,,,,,,,,
668,1.0,,,2008.0,1.0,Software and Services,United States of America,,Company,Autodesk,27,Reduce CO2e emissions across their value chain by 27% from 2008 to 2015,2015.0,/company/autodesk,,,,,,,,,,,,,,,,,
669,1.0,1.0,1.0,2008.0,1.0,Software and Services,United States of America,,Company,Autodesk,85,Reduce CO2e emissions across their value chain by 85% from 2008 to 2050 through increased energy efficiency and renewable energy procurement,2050.0,/company/autodesk,,,,,,,,,,,,,,,,,
670,1.0,,,,1.0,Software and Services,United States of America,,Company,Autodesk,,Science based climate-stabilizing target of 29% emissions intensity reduction per metric tonnes of CO2e per relative contribution to world GDP,,/company/autodesk,,,,,,,,,,,,,,,,,
671,,,1.0,,1.0,Software and Services,United States of America,,Company,Autodesk,,Power their business and growing cloud services with 100% renewable electricity by 2020,2020.0,/company/autodesk,,1.0,,,,,,,,,,,,,,,
672,,,,,1.0,Software and Services,United States of America,,Company,Autodesk,,Set an internal carbon price by 2017,2017.0,/company/autodesk,1.0,,,,,,,,,,,,,,,,
673,1.0,1.0,,2010.0,1.0,Software and Services,United States of America,,Company,"Automatic Data Processing, Inc.",20,Reduce operational CO2e emissions by 20% from 2010 to 2015 through increased energy and fuel efficiency,2015.0,"/company/automatic-data-processing,-inc-",,,,,,,,,,,,,,,,,
674,,,,,1.0,Software and Services,United States of America,,Company,"Automatic Data Processing, Inc.",,Set an internal carbon price by 2017,2017.0,"/company/automatic-data-processing,-inc-",1.0,,,,,,,,,,,,,,,,
675,1.0,,,,1.0,,France,,Region,Auvergne,20,Reduce region-wide GHG emissions by 20% by 2020 based on 1990 levels,2020.0,/subnational-region/auvergne/france,,,,,,,,,,,,,,,,,
676,1.0,,,,1.0,,France,,Region,Auvergne,75,Reduce region-wide GHG emissions by 75% by 2050 based on 1990 levels,2050.0,/subnational-region/auvergne/france,,,,,,,,,,,,,,,,,
677,,1.0,,,1.0,,France,,Region,Auvergne,,Reduce region-wide final energy consumption by at least 20% by 2020 based on 2008 levels,2020.0,/subnational-region/auvergne/france,,,,,,,,,,,,,,,,,
678,,,1.0,,1.0,,France,,Region,Auvergne,30,Increase share of renewables in region-wide final energy production mix to 30% of by 2020,2020.0,/subnational-region/auvergne/france,,,,,,,,,,,,,,,,,
679,1.0,1.0,,2013.0,1.0,Real Estate,United States of America,,Investor,AvalonBay Communities,15,Reduce operational CO2e emissions intensity by 15% per square foot from 2013 to 2020 through increased energy efficiency,2020.0,/company/avalonbay-communities,,,,,,,,,,,,,,,,,
680,,,1.0,,,Electrical Equipment and Machinery,India,,Company,Avant Garde Innovations,,Supply 100% of energy demand of all company facilities in state of Kerala from renewable sources by 2016,2016.0,/company/avant-garde-innovations,,,,,,,,,,,,,,,,1.0,
681,1.0,1.0,,2009.0,1.0,Software and Services,United States of America,,Company,Avaya,15,Reduce CO2e emissions across their value chain by 15% from 2009 to 2015 through increased energy efficiency,2015.0,/company/avaya,,,,,,,,,,,,,,,,,
682,1.0,,,2001.0,,,Portugal,,City,Aveiro,20,Reduce community-wide CO2 emissions by 20% from 2001 to 2020,2020.0,/city/aveiro/portugal,,,,,,,1.0,1.0,,,,,,,,,
683,1.0,1.0,,2005.0,1.0,Containers and Packaging,United States of America,,Company,Avery Dennison Corporation,15,Reduce operational CO2e emissions intensity of on-site fuel combustion and purchased electricity by 15% per unit of revenue from 2005 to 2015 through increase energy efficiency,2015.0,/company/avery-dennison-corporation,,,,,,,,,,,,,,,,,
684,,,,,1.0,Containers and Packaging,United States of America,,Company,Avery Dennison Corporation,,Set an internal carbon price by 2017,2017.0,/company/avery-dennison-corporation,1.0,,,,,,,,,,,,,,,,
685,1.0,,,,1.0,Software and Services,United Kingdom of Great Britain and Northern Ireland,,Company,Aveva Group,,Maintain 2014 levels of operational CO2e emissions intensity per unit revenue through 2015,,/company/aveva-group,,,,,,,,,,,,,,,,,
686,1.0,,,2005.0,,,Italy,,City,Avezzano,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/avezzano/italy,,,,,,,1.0,1.0,,,,,,,,,
687,1.0,,,2006.0,,,Italy,,City,Aviano,20,Reduce community-wide CO2 emissions by 20% from 2006 to 2020,2020.0,/city/aviano/italy,,,,,,,1.0,1.0,,,,,,,,,
688,1.0,,,2005.0,,,Italy,,City,Avigliana,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/avigliana/italy,,,,,,,1.0,1.0,,,,,,,,,
689,1.0,,,2009.0,,,Italy,,City,Avigliano,22,Reduce community-wide CO2e emissions by 22% from 2009 to 2020,2020.0,/city/avigliano/italy,,,,,,,1.0,1.0,,,,,,,,,
690,1.0,,,2013.0,,,Spain,,City,Ávila,20,Reduce community-wide CO2 emissions by 20% from 2013 to 2020,2020.0,/city/avila/spain,,,,,,,1.0,1.0,,,,,,,,,
691,1.0,1.0,1.0,,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,20,"Reduce emissions from operations and business travel by 20% by 2020 through energy efficiency, renewable energy procurement and remote connectivity technology  ",2020.0,/company/aviva,,,,,,,,,,,,,,,,,
692,,,,,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,,Use an internal carbon price,,/company/aviva,1.0,,,,,,,,,,,,,,,,
693,1.0,,1.0,2010.0,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,20,Reduce CO2e emissions across their value chain by 20% from 2010 to 2020 through increased energy efficiency and renewable energy installations,2020.0,/company/aviva,,,,,,,,,,,,,,,,,
694,1.0,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,40,Reduce CO2e emissions across the value chain by 40% from 2010 to 2020,2020.0,/company/aviva,,,,,,,,,,,,,,,,,
695,1.0,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,50,Reduce CO2e emissions across the value chain by 50% from 2010 to 2030,2030.0,/company/aviva,,,,,,,,,,,,,,,,,
696,,1.0,,,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,,Supply 100% of total electricity consumption from renewables by 2025 ,2025.0,/company/aviva,,,,,,,,,,,,,,,,,
697,,1.0,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,20,Reduce CO2e emissions across their value chain by 20% from 2010 to 2020 through increased energy efficiency and renewable energy installations,2020.0,/company/aviva,,,,,,,,,,,,,,,,,
698,,,,,1.0,Construction and Engineering,United Kingdom of Great Britain and Northern Ireland,,Company,AVK,,Set an internal carbon price by 2017,2017.0,/company/avk,1.0,,,,,,,,,,,,,,,,
699,1.0,1.0,,2013.0,1.0,Construction and Engineering,United Kingdom of Great Britain and Northern Ireland,,Company,AVK,4,Reduce CO2e emissions across their value chain at specific sites by 4% from 2013 to 2015 through increased energy efficiency,2015.0,/company/avk,,1.0,,,,,,,,,,,,,,,
700,1.0,1.0,,2005.0,1.0,"Consumer Durables, Household and Personal Products",United States of America,,Company,Avon Products,38,Reduce CO2e emissions from global operations by 38% from 2005 to 2020 through energy efficient building retrofits,2020.0,/company/avon-products,,1.0,,,,,,,,,,,,,,,
701,1.0,,,2008.0,,,Romania,,City,Avrig,22,Reduce community-wide CO2 emissions by 22% from 2008 to 2020,2020.0,/city/avrig/romania,,,,,,,1.0,1.0,,,,,,,,,
702,1.0,,,2014.0,1.0,Automobiles and Components,India,,Company,AVTEC,10,Reduce direct emissions of oxides of nitrogen by 10% from 2014 to 2016,2016.0,/company/avtec,,,,,,,,,,,,,1.0,,,,
703,1.0,,,2014.0,1.0,Automobiles and Components,India,,Company,AVTEC,10,Reduce direct emissions of SO2 by 10% from 2014 to 2016,2016.0,/company/avtec,,,,,,,,,,,,,1.0,,,,
