,name,entity_type,constituency,coordinator,city,country,remarks,const
199,Citizens Alliance for Saving the Atmosphere and the Earth,Non-governmental organizations,Constituency - Environmental CAN,Ms. Michiyo Tsuchida,Osaka,Japan,,ENGO
200,Civic Exchange,Non-governmental organizations,Constituency - Environmental,Mr. John So,Hong Kong,China,,ENGO
201,Clean Air Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Stephanie Thorson,Toronto,Canada,,ENGO
202,"Clean Air Initiative for Asian Cities Center, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Maria Glynda Bathan-Baterina,Pasig City,Philippines,,ENGO
203,Clean Air Task Force,Non-governmental organizations,Constituency - Research and independent,Mr. Jonathan Lewis,Boston,United States of America,,RINGO
204,Clean Energy and Safe Environment Initiative,Non-governmental organizations,Constituency - Environmental,Mr. Ishaku Huzi Mshelia,Abuja,Nigeria,,ENGO
205,Clean Energy Nepal,Non-governmental organizations,Constituency - Environmental CAN,Mr. Manjeet Dhakal,Kathmandu,Nepal,,ENGO
206,Climate Action Network - Europe,Non-governmental organizations,Constituency - Environmental CAN,Mr. Tom Boyle,Brussels,Belgium,,ENGO
207,Climate Action Network - Latin America,Non-governmental organizations,Constituency - Environmental CAN,Mr. Enrique Gabriel Maurtua Konstantinidis,La Plata,Argentina,,ENGO
208,Climate Action Network Australia,Non-governmental organizations,Constituency - Environmental CAN,Mr. Oliver Paget Toohey,Ultimo,Australia,,ENGO
209,Climate Action Network Canada,Non-governmental organizations,Constituency - Environmental CAN,Mr. Christian Holz,Ottawa,Canada,,ENGO
210,Climate Action Network International,Non-governmental organizations,Constituency - Environmental CAN,Mme Tashneem Essop,Beirut,Lebanon,,ENGO
211,Climate Action Network Southeast Asia,Non-governmental organizations,Constituency - Environmental CAN,Mr. Nithiyananthan Nesadurai,Kuala Lumpur,Malaysia,completed manually from UNFCCC website,ENGO
212,Climate Action Reserve,Non-governmental organizations,Constituency - Environmental,Mr. Craig Douglas Ebert,Los Angeles,United States of America,,ENGO
213,Climate Alliance (Klima-Bündnis),Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Silke Lunnebach,Frankfurt am Main,Germany,,LGMA
214,Climate Alliance Austria,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Markus Hafner-Auinger,Vienna,Austria,,LGMA
215,Climate Alliance Italy,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Karl-Ludwig Schibel,Città di Castello,Italy,,LGMA
216,Climate Analytics GmbH,Non-governmental organizations,Constituency - Research and independent,Ms. Mavis Durowaa Mainu,Berlin,Germany,,RINGO
217,Climate and Health Limited,Non-governmental organizations,Constituency - Research and independent,Ms. Maya Tickell-Painter,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
218,Climate Change Center,Non-governmental organizations,Constituency - ENGO,Ms. Hyeji Shin,Seoul,Republic of Korea,,ENGO
219,Climate Change Forum,Non-governmental organizations,Constituency - Environmental,Mr. Sungjo Lee,Seoul,Republic of Korea,,ENGO
220,Climate Consortium Denmark,Non-governmental organizations,Constituency - Business and Industry,Mr. Iver Hoj Nielsen,Copenhagen,Denmark,,BINGO
221,Climate Generation: A Will Steger Legacy,Non-governmental organizations,Constituency - Environmental CAN,Ms. Nicole Barbara Rom,Minneapolis,United States of America,,ENGO
222,Climate Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Brian Reid Fowler,Washington,United States of America,,RINGO
223,Climate Institute (Australia) Limited,Non-governmental organizations,Constituency - Research and independent,Mr. Erwin Jackson,Sydney,Australia,,RINGO
224,Climate Justice Program,Non-governmental organizations,Constituency - Environmental CAN,Mr. Stephen Leonard,Stanwell Tops,Australia,,ENGO
225,Climate Law and Policy Project,Non-governmental organizations,Constituency - Environmental CAN,Ms. Kristen Hite,Chevy Chase,United States of America,,ENGO
226,Climate Markets and Investment Association Limited,Non-governmental organizations,Constituency - Business and Industry,Ms. Margaret-Ann Splawn,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
227,Climate Parliament,Non-governmental organizations,Constituency - Environmental,Mr. James Corre,Copenhagen,Denmark,,ENGO
228,Climate Policy Center,Non-governmental organizations,Constituency - Environmental,Ms. Pamela Jean Pearson,Washington DC,United States of America,,ENGO
229,"Climate Policy Initiative, Inc",Non-governmental organizations,Constituency - Research and independent,Ms. Kaye Michelle Bettney,San Francisco,United States of America,,RINGO
230,Climate Strategies,Non-governmental organizations,Constituency - Environmental,Mr. Scott Williamson,Washington,United States of America,,ENGO
231,ClimateNet,Non-governmental organizations,Constituency - Research and independent,Mr. Björn Dransfeld,Hamburg,Germany,,RINGO
232,climatepolicy.net e.V.,Non-governmental organizations,Constituency - Research and independent,M. Niklas Eberhard Hohne,Cologne,Germany,completed manually from UNFCCC website,RINGO
233,CliMates,Non-governmental organizations,Constituency - Youth,Ms. Sarah Bittner,Paris,France,,Youth
234,ClimateWorks Foundation,Non-governmental organizations,Constituency - ENGO,Mr. Charles McElwee,San Francisco,United States of America,,ENGO
235,Club UNESCO du centre d'action femme et enfant,Non-governmental organizations,Constituency - Environmental,Ms. Georgette Bilonda Mpenda,Kinshasa,Democratic Republic of the Congo,,ENGO
236,CO2GeoNet - The European Network of Excellence on Geological Storage of CO2,Non-governmental organizations,Constituency - Research and independent,Mr. Sergio Persoglia,Orleans,France,,RINGO
237,Coastal Association for Social Transformation Trust,Non-governmental organizations,Constituency - Environmental CAN,Mr. Syed Aminul Hoque,Dhaka,Bangladesh,,ENGO
238,Coastal Development Partnership,Non-governmental organizations,Constituency - Environmental CAN,Mr. Md. Atiqurrahman Tipu,Dhaka,Bangladesh,,ENGO
239,"COBASE, Cooperativa Tecnico Scientifica di Base",Non-governmental organizations,Constituency - Environmental,Mr. Massimo Pieri,Rome,Italy,,ENGO
240,Colegio de Abogados Especialistas en Derecho Ambiental de Colombia,Non-governmental organizations,Constituency - Research and independent,Mr. Gilberto Rincon,Bogotá,Colombia,,RINGO
241,Collège des Directeurs du Développement Durable,Non-governmental organizations,Constituency - Environmental,Mme Sylvianne Villaudière,Paris,France,,ENGO
242,College of Saint Benedict,Non-governmental organizations,Constituency - Research and independent,Ms. Corrie Grosse,St. Joseph,United States of America,,RINGO
243,College of the Atlantic,Non-governmental organizations,Constituency - Research and independent,Ms. Doreen Stabinsky,Bar Harbor,United States of America,,RINGO
244,Colorado State University,Non-governmental organizations,Constituency - Research and independent,Ms. Aleta Rudeen Weller,Fort Collins,United States of America,,RINGO
245,Columbia University,Non-governmental organizations,Constituency - Research and independent,Ms. Pamela Ann Henderson,New York,United States of America,,RINGO
246,Comité 21 / Club France Développement Durable,Non-governmental organizations,Constituency - ENGO,Mme Sarah Schönfeld,Paris,France,,ENGO
247,Comité Catholique contre la Faim et pour le Développement – Terre solidaire,Non-governmental organizations,Constituency - Environmental,Mme Jeanne-Maureen Jorand,Paris,France,completed manually from UNFCCC website,ENGO
248,Comité pour le développement durable en santé,Non-governmental organizations,Constituency - Environmental,Ms. Karine Chagnes,AMBOISE,France,,ENGO
249,Comite pour les relations Nationales et internationales des Associations de Jeunesse et d'Education Populaire,Non-governmental organizations,Constituency - Youth,Ms. Irene Pequerul,Paris,France,,Youth
250,Committee for a Constructive Tomorrow,Non-governmental organizations,Constituency - Research and independent,Mr. Craig Rucker,Washington,United States of America,,RINGO
251,Commonwealth Club of California,Non-governmental organizations,Constituency - ENGO,Mr. Greg Dalton,San Francisco,United States of America,,ENGO
252,Community Forestry International,Non-governmental organizations,Constituency - Research and independent,Mr. Mark Poffenberger,Antioch,United States of America,,RINGO
253,Competitive Enterprise Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Myron Ebell,Washington,United States of America,,RINGO
254,Confederación de Nacionalidades Amazónicas del Perú,Non-governmental organizations,Constituency - ENGO,Mr. Gustavo Enrique Bustamante,Lima,Peru,,ENGO
255,Confederación Española de Organizaciones Empresariales,Non-governmental organizations,Constituency - Business and Industry,Ms. Cristina Rivero Fernández,Madrid,Spain,,BINGO
256,Confédération européenne des propriétaires forestiers,Non-governmental organizations,Constituency - Business and Industry,Mr. Aljoscha Requardt,Brussels,Belgium,,BINGO
257,Confederation of Danish Industry,Non-governmental organizations,Constituency - Business and Industry,Mr. Lars Bach Jensen,Copenhagen V.,Denmark,,BINGO
258,Confederation of European Paper Industries,Non-governmental organizations,Constituency - Business and Industry,Mr. Jori Ringman,Brussels,Belgium,,BINGO
259,Confederation of Indian Industry,Non-governmental organizations,Constituency - Business and Industry,Ms. Seema Arora,New Delhi,India,,BINGO
260,Conférence des Présidents d'Université,Non-governmental organizations,,Mr. Louis Vogel,Paris,France,completed manually,not yet affiliated/no data
261,Congregation of Our Lady of Mount Carmel,Non-governmental organizations,Constituency - Research and independent,Mr. Eduardo Agosta Scarel,New Orleans,United States of America,,RINGO
262,Conseil de la jeunesse de la communauté française de Belgique,Non-governmental organizations,Constituency - Youth,Ms. Charline Cauwe,Brussels,Belgium,completed manually from UNFCCC website,Youth
263,Conseil des Communes et Régions d'Europe,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Eva Banos de Guisasola,Brussels,Belgium,,LGMA
264,"Consejo Civil Mexicano para la Silvicultura Sostinible, A. C.",Non-governmental organizations,Constituency - Environmental,Mr. José Iván Zúñiga Pérez Tejada,Mexico,Mexico,,ENGO
265,Conservation International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Carly Siege,Arlington,United States of America,,ENGO
266,Consorcio para el Desarrollo Sostenible de la Ecorregión Andina,Non-governmental organizations,,Ms. María Argüello,Lima,Peru,,not yet affiliated/no data
267,"Construction, Forestry, Mining and Energy Union",Non-governmental organizations,Constituency - Trade Unions,Mr. Peter Colley,Sydney,Australia,,TUNGO
268,Consultative Group on Biological Diversity,Non-governmental organizations,Constituency - Environmental,Ms. Paige Brown,San Francisco,United States of America,,ENGO
269,Convergences,Non-governmental organizations,Constituency - Environmental,Ms. Emilie Poisson,Paris,France,,ENGO
270,Cooperation internationale pour le développement et la solidarité,Non-governmental organizations,Constituency - Environmental CAN,Ms. Lydia Lehlogonolo Mogano Machake,Brussels,Belgium,completed manually from UNFCCC website,ENGO
271,Coopération pour le développement et l'amélioration des transports urbains et périurbains,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Mael Martinie,Lyon,France,,LGMA
272,Coordinadora Andina de Organizaciones Indígenas,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Norma Aguilar Alvarado,Lima,Peru,,IPO
273,Coordinadora de Desarrollo y Defensa de los Pueblos Indígenas de la Región San Martín,Non-governmental organizations,Constituency - Indigenous peoples,Sr. Ely Tangoa,Lamas,Peru,,IPO
274,Coordinadora Rural de la Papa - Perú,Non-governmental organizations,Constituency - Business and Industry,Mr. Eduardo Calderón de la Barca Quiroz,Ayacucho,Peru,,BINGO
275,Coordinating Body of Indigenous Organizations of the Amazon Basin,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Edwin Vasquez Campos,Quito,Ecuador,,IPO
276,Coordination SUD,Non-governmental organizations,Constituency - Environmental,Ms. Bénédicte Hermelin,Paris,France,,ENGO
277,Cornell University,Non-governmental organizations,Constituency - Research and independent,Ms. Allison Morrill Chatrchyan,Ithaca,United States of America,,RINGO
278,"Corporación Centro de Estudios de Derecho, Justicia y Sociedad",Non-governmental organizations,Constituency - Research and independent,Ms. Vivian Newman,Bogotá,Colombia,,RINGO
279,Corporación Fiscalía del Medio Ambiente,Non-governmental organizations,Constituency - Environmental,Sra. Gabriela Burdiles Perucci,Santiago,Chile,,ENGO
280,Corporación Grupo Tayrona,Non-governmental organizations,Constituency - Environmental,Sr. Juan Diego Valenzuela,Bogotá,Colombia,,ENGO
281,Corporate Europe Observatory Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Pascoe Sabido,Brussels,Belgium,,RINGO
282,Council on Foreign Relations,Non-governmental organizations,Constituency - Research and independent,Mr. Varun Srinivasan Sivaram,New York,United States of America,,RINGO
283,CUTS International,Non-governmental organizations,Constituency - Research and independent,Ms. Leslie Debornes,Geneva,Switzerland,,RINGO
284,Cœur de Forêt,Non-governmental organizations,Constituency - Environmental,Mme Charlotte Meyrueis,Noisy-le-Grand,France,completed manually from UNFCCC website,ENGO
285,Dalhousie University - Marine and Environmental Law Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Meinhard Doelle,Halifax,Canada,,RINGO
286,Danish 92 Group - Forum for Sustainable Development,Non-governmental organizations,Constituency - Environmental CAN,Mr. Troels Dam Christensen,Copenhagen,Denmark,,ENGO
287,Danish Society of Engineers,Non-governmental organizations,Constituency - Trade Unions,Ms. Pernille Hagedorn-Rasmussen,Copenhagen V,Denmark,,TUNGO
288,Dartmouth College,Non-governmental organizations,Constituency - Research and independent,Ms. Hannah Payson,Hanover,United States of America,,RINGO
289,David and Lucile Packard Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Walter Reid,Los Altos,United States of America,,ENGO
290,David Suzuki Foundation,Non-governmental organizations,Constituency - Environmental CAN,Mr. Ian Bruce,Vancouver,Canada,,ENGO
291,De Montfort University,Non-governmental organizations,Constituency - ENGO,Mr. Subhes Bhattacharyya,Leicester,United Kingdom of Great Britain and Northern Ireland,,ENGO
292,"Deep South Center for Environmental Justice, Inc.",Non-governmental organizations,Constituency - Environmental CAN,Ms. Celeste Ann Cooper,New Orleans,United States of America,,ENGO
293,Delta Electronics Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Wenkai Hsieh,Taipei,China,,ENGO
294,Demand Response and Smart Grid Coalition,Non-governmental organizations,Constituency - Business and Industry,Mr. Dan Delurey,Washington,United States of America,,BINGO
295,Derecho Ambiente y Recursos Naturales,Non-governmental organizations,Constituency - Environmental CAN,Ms. Aída Mercedes Gamboa Balbín,Pueblo Libre,Peru,,ENGO
296,Designated Operational Entities and Independent Entities Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Werner Betzenbichler,Geneva,Switzerland,,BINGO
297,Deutsche Gesellschaft fuer Internationale Zusammenarbeit,Non-governmental organizations,,Ms. Tanja Gönner,Bonn,Germany,completed manually,not yet affiliated/no data
298,Development Alternatives,Non-governmental organizations,Constituency - Environmental CAN,Ms. K. Vijaya Lakshmi,New Delhi,India,,ENGO
299,Development Fund Norway,Non-governmental organizations,Constituency - Environmental CAN,Sra. Rosalba Ortiz,Oslo,Norway,,ENGO
300,Dharma Drum Mountain Buddhist Association,Non-governmental organizations,Constituency - Environmental,,Elmhurst,United States of America,,ENGO
301,Diakonia,Non-governmental organizations,Constituency - Environmental,Ms. Anna Axelsson,Bromma,Sweden,,ENGO
302,Dickinson College,Non-governmental organizations,Constituency - Research and independent,Mr. Cornelius Leary,Carlisle,United States of America,,RINGO
303,Dossiers et Débats pour le Développement Durable,Non-governmental organizations,Constituency - Environmental CAN,Mme Vaia Tuuhia,Paris,France,,ENGO
304,Drexel University,Non-governmental organizations,Constituency - Research and independent,Mr. Adam Zahn,Philadelphia,United States of America,,RINGO
305,Duke University,Non-governmental organizations,Constituency - Research and independent,Mr. David Bjorkback,Durham,United States of America,,RINGO
306,Earth Child Institute,Non-governmental organizations,Constituency - Youth,Ms. Donna Goodman,New York,United States of America,,Youth
307,Earth Council,Non-governmental organizations,Constituency - Environmental,Mr. Daniel Stauffacher,Geneva,Switzerland,,ENGO
308,Earth Day Network,Non-governmental organizations,Constituency - Environmental CAN,Ms. Susan Bass,Washington,United States of America,,ENGO
309,Earth Innovation Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Constance Visser Witman,San Francisco,United States of America,,RINGO
310,"Earth Island Institute, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Terry Kelley-Farias,Berkeley,United States of America,,ENGO
311,Earth Savers Movement,Non-governmental organizations,Constituency - Environmental,Ms. Resurreccion Palma Marinas,Manila,Philippines,,ENGO
312,Earthjustice,Non-governmental organizations,Constituency - Environmental CAN,Mr. Martin Wagner,Oakland,United States of America,,ENGO
313,Eberhard Karls Universitat Tubingen,Non-governmental organizations,Constituency - Research and independent,Mr. Frank Michael Grunwaldt,Tübingen,Germany,,RINGO
314,Eberswalde University for Sustainable Development,Non-governmental organizations,Constituency - Environmental,Mr. Martin Welp,Eberswalde,Germany,,ENGO
315,EcoArts Connections,Non-governmental organizations,Constituency - Research and independent,Ms. Marda Kirn,Boulder,United States of America,,RINGO
316,EcoCarbon Incorporated,Non-governmental organizations,Constituency - Business and Industry,Mr. David Hodgkinson,Fremantle,Australia,,BINGO
317,Ecologic Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Matthias Duwe,Berlin,Germany,,RINGO
318,Ecologica Institute,Non-governmental organizations,Constituency - Business and Industry,Ms. Heloisa Garcia Mota,Sao Paulo,Brazil,,BINGO
319,Ecological Youth of Angola,Non-governmental organizations,Constituency - Environmental,Mr. António Armando Manuel,Luanda,Angola,,ENGO
320,Ecology Center,Non-governmental organizations,Constituency - Environmental CAN,Mr. Neil Tangri,Berkeley,United States of America,,ENGO
321,ECONEXUS,Non-governmental organizations,Constituency - Research and independent,Ms. Helena Rachel Paul,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
322,Economic Development Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Ilge Kıvılcım,Istanbul,Turkey,,RINGO
323,Ecumenical Advocacy Alliance,Non-governmental organizations,Constituency - Environmental,Ms. Christine Campeau,Geneva,Switzerland,,ENGO
324,Edison Electric Institute,Non-governmental organizations,Constituency - Business and Industry,Mr. Eric Holdsworth,Washington,United States of America,,BINGO
325,Eikosphere Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Catherine Ann Cunningham,Newport Coast,United States of America,,ENGO
326,Ejecutor de Contrato de Administración de la Reserva Comunal Amarakaeri,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Walter Quertehuari,Puerto Maldonado,Peru,,IPO
327,Electric Power Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Tom Wilson,Palo Alto,United States of America,,RINGO
328,Electriciens sans frontières,Non-governmental organizations,Constituency - ENGO,"Mme Laura, Claire Cornu",Bagnolet Cedex,France,,ENGO
329,Emory University,Non-governmental organizations,Constituency - Research and independent,Ms. Stefanie Ebelt Sarnat,Atlanta,United States of America,,RINGO
330,Energies 2050,Non-governmental organizations,Constituency - Environmental,Mr. Stéphane Jacques Henri Pouffary,Biot,France,,ENGO
331,Energiewende Saarland e.V. (Energy Alternative Saarland),Non-governmental organizations,Constituency - ENGO,Ms. Marilyn Heib,Saarbrücken,Germany,,ENGO
332,Energy and Climate Policy Institute for Just Transition,Non-governmental organizations,Constituency - Environmental CJN,Mr. Jin-Woo Lee,Seoul,Republic of Korea,,ENGO
333,Energy Research Centre of the Netherlands,Non-governmental organizations,Constituency - Research and independent,Mr. Paul van Tilburg,Petten,Netherlands,,RINGO
334,Energy-Cities,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Frédéric Boyer,Besancon,France,,LGMA
335,Environment-People-Law,Non-governmental organizations,Constituency - Environmental CAN,Ms. Olena Kravchenko,Lviv,Ukraine,,ENGO
336,"Environmental Business Council of New England, Inc.",Non-governmental organizations,Constituency - Business and Industry,Mr. Leo-Pierre Roy,Boston,United States of America,,BINGO
337,Environmental Defense Fund,Non-governmental organizations,Constituency - Environmental CAN,Mr. Alex George Hanafi,Washington,United States of America,,ENGO
338,Environmental Investigation Agency,Non-governmental organizations,Constituency - Environmental CAN,Ms. Jilian Claire Kuklinski,Washington,United States of America,,ENGO
339,Environmental Law Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Meinhard Doelle,Halifax,Canada,,RINGO
340,Environmental Management for Livelihood Improvement Bwaise Facility,Non-governmental organizations,Constituency - Environmental CAN,Mr. Robert Bakiika,Kampala,Uganda,,ENGO
341,Environmental Monitoring Group Trust,Non-governmental organizations,Constituency - Environmental,Mr. Stephen Law,Cape Town,South Africa,,ENGO
342,Environmental Quality Protection Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Ying-Shih Hsieh,Taipei,China,,ENGO
343,Environmental Services Association of Nova Scotia,Non-governmental organizations,,,Dartmouth,Canada,completed manually,not yet affiliated/no data
344,Environnement et Developpement du Tiers-Monde,Non-governmental organizations,Constituency - Environmental CAN,Mr. Libasse Ba,Dakar,Senegal,,ENGO
345,Environnement Jeunesse,Non-governmental organizations,Constituency - Environmental CAN,Mme Catherine Gauthier,Montréal,Canada,,ENGO
346,Equiterre,Non-governmental organizations,Constituency - Environmental CAN,Ms. Alice Feuillet,Montréal,Canada,,ENGO
347,Erasmus University Rotterdam,Non-governmental organizations,Constituency - Research and independent,Mr. Steven Kennedy,Rotterdam,Netherlands,,RINGO
348,ETC Foundation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Maria Johanna Meijboom,Leusden,Netherlands,,ENGO
349,"ETC Group (Action Group on Erosion, Technology and Concentration)",Non-governmental organizations,Constituency - Research and independent,Ms. Justine Lisette Rastello,Ottawa,Canada,,RINGO
350,Etc Terra,Non-governmental organizations,Constituency - Environmental,Mr. Matthieu Tiberghien,Paris,France,,ENGO
351,EURELECTRIC,Non-governmental organizations,Constituency - Business and Industry,Mr. Henning Häder,Brussels,Belgium,completed manually from UNFCCC website,BINGO
352,Euro-Mediterranean Center on Climate Change,Non-governmental organizations,Constituency - Research and independent,Ms. Lorella Reda,Lecce,Italy,,RINGO
353,EURONATURA - Centre for Environmental Law and Sustainable Development,Non-governmental organizations,Constituency - Environmental,Ms. Rita Mafalda Dionísio de Sousa,Lisboa,Portugal,,ENGO
354,European Association for Solar Energy,Non-governmental organizations,Constituency - Business and Industry,Ms. Irm Scheer-Pontenagel,Bonn,Germany,,BINGO
355,European Bureau for Conservation and Development,Non-governmental organizations,Constituency - Environmental,Mr. Paolo Mattana,Brussels,Belgium,,ENGO
356,European Business Council for Sustainable Energy,Non-governmental organizations,Constituency - Business and Industry,Mr. Kolja Kuse,Muenchen,Germany,,BINGO
357,European Chemical Industry Council,Non-governmental organizations,Constituency - Business and Industry,Mr. Peter Botschek,Brussels,Belgium,,BINGO
358,European Climate Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Jorge Aguado Sánchez,The Hague,Netherlands,,ENGO
359,European Federation of Regional Energy and Environment Agencies/Fédération Européenne des Agences Régionales de L'Energie et de L'Environnement,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Michael Geissler,Brussels,Belgium,,LGMA
360,European Geothermal Energy Council,Non-governmental organizations,Constituency - Business and Industry,Mr. Philippe Dumas,Brussels,Belgium,,BINGO
361,European Landowners Organisation,Non-governmental organizations,Constituency - Environmental,Mr. Thierry de l'Escaille,Brussels,Belgium,,ENGO
362,European Nuclear Society,Non-governmental organizations,Constituency - Business and Industry,Ms. Emilia Janisz,Brussels,Belgium,,BINGO
363,European Round Table of Industrialists,Non-governmental organizations,Constituency - Business and Industry,Mr. Bert D'Hooghe,Brussels,Belgium,,BINGO
364,European Union Chamber of Commerce in China,Non-governmental organizations,Constituency - Business and Industry,Ms. Cecilia Rovelli,Beijing,China,,BINGO
365,European Water Partnership,Non-governmental organizations,Constituency - Environmental,Ms. Cristina Danielle Brabyn,Brussels,Belgium,,ENGO
366,European Wind Energy Association,Non-governmental organizations,,Mr. Markus Tacke,Brussels,Belgium,completed manually,not yet affiliated/no data
367,European Youth Forum,Non-governmental organizations,Constituency - Youth,Ms. Stephanie Anne Beecroft,Brussels,Belgium,,Youth
368,Ev-K2-CNR Committee,Non-governmental organizations,Constituency - Environmental,Ms. Elisa Maria Vuillermoz,Bergamo,Italy,,ENGO
369,Excellent Development,Non-governmental organizations,Constituency - Research and independent,Mr. Jonny Otis McKay,Birmingham,United Kingdom of Great Britain and Northern Ireland,,RINGO
370,FACE Foundation,Non-governmental organizations,Constituency - Business and Industry,Mr. Martijn Snoep,Utrecht,Netherlands,,BINGO
371,Fairtrade Labelling Organizations International e.V.,Non-governmental organizations,Constituency - Research and independent,Ms. Lannette Kambole Chiti,Bonn,Germany,,RINGO
372,Fairwatch Association,Non-governmental organizations,Constituency - Environmental CJN,Mr. Alberto Zoratti,Pisa,Italy,,ENGO
373,Faith Association of the Rehabilitation of Street Children and Orphans,Non-governmental organizations,Constituency - Youth,Mr. David Edusah,Tema,Ghana,,Youth
374,Family Health International,Non-governmental organizations,Constituency - Research and independent,Mr. Nicholas Wedeman,Durham,United States of America,,RINGO
375,Fauna & Flora International,Non-governmental organizations,Constituency - Environmental,Ms. Charlotte Alexandra Fisher,Cambridge,United Kingdom of Great Britain and Northern Ireland,,ENGO
376,Feasta Ltd,Non-governmental organizations,Constituency - Research and independent,Mr. Michael Sandler,Cloughjordan Co. Tipperary,Ireland,,RINGO
377,Federación de Pueblos Indígenas Kechwas de la Región de San Martín,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Janio Sangama Apagüeño,Lamas,Peru,,IPO
378,Federación Nativa del Río Madre de Dios y Afluentes,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Julio Cusurichi Palacios,Puerto Maldonado,Peru,,IPO
379,Federación Regional Indígena Shawi de San Martín,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Reydelinda Pizango Yumbato,Tarapoto,Peru,,IPO
380,Fédération des Elu-es Verts et Ecologistes,Non-governmental organizations,,,Paris,France,completed manually,not yet affiliated/no data
381,Federation of Electric Power Companies,Non-governmental organizations,Constituency - Business and Industry,Mr. Shohei Hasebe,Tokyo,Japan,,BINGO
382,Federation of German Industries,Non-governmental organizations,Constituency - Business and Industry,Mr. Joachim Dieter Erwin Hein,Berlin,Germany,,BINGO
383,Federation of Indian Chambers of Commerce and Industry,Non-governmental organizations,Constituency - Business and Industry,Ms. Rita Roy Choudhury,New Delhi,India,,BINGO
384,Federation of Young European Greens,Non-governmental organizations,Constituency - Environmental,Mr. Markus Drake,Brussels,Belgium,,ENGO
385,Fermes d'Avenir,Non-governmental organizations,Constituency - Environmental,Ms. Lucie Rousselot,Montlouis-sur-Loire,France,,ENGO
386,FERN,Non-governmental organizations,Constituency - Environmental CJN,Ms. Hannah Mowat,Moreton-in-Marsh,United Kingdom of Great Britain and Northern Ireland,,ENGO
387,Fia Foundation for the Automobile and Society,Non-governmental organizations,,,London,United Kingdom of Great Britain and Northern Ireland,completed manually,not yet affiliated/no data
388,Finnish Air Pollution Prevention Society,Non-governmental organizations,Constituency - Environmental,Ms. Essi Pauliina Haapaniemi,Helsinki,Finland,,ENGO
389,Finnish Institute of International Affairs,Non-governmental organizations,Constituency - Research and independent,Mr. Antto Vihma,Helsinki,Finland,,RINGO
390,Finnish NGO Platform KEPA,Non-governmental organizations,,,Helsinki,Finland,completed manually,not yet affiliated/no data
391,Focus on the Global South,Non-governmental organizations,Constituency - Environmental CJN,Ms. Nicola Bullard,Quezon City,Philippines,,ENGO
392,Fondation africaine (Farmapu-Inter & Cecotrap-rcogl),Non-governmental organizations,Constituency - Research and independent,Mr. Hibert Kirongozi,Kigali,Rwanda,,RINGO
393,Fondation BNP Paribas,Non-governmental organizations,Constituency - ENGO,M. Sylvain Taboni,Paris,France,,ENGO
394,Fondation Deserts du Monde,Non-governmental organizations,Constituency - Environmental,Ms. Sihem Medani,Ghardaia,Algeria,,ENGO
395,Fondation Energies pour le Monde,Non-governmental organizations,Constituency - Environmental,Ms. Juliette Darlu,Paris,France,,ENGO
396,Fondation Jean-Jaurès,Non-governmental organizations,Constituency - ENGO,Mr. Alexandre Cyrille Minet,Paris,France,,ENGO
397,Fondation Nicolas Hulot,Non-governmental organizations,,Mr. Alain Grandjean,Boulogne-Billancourt,France,completed manually,not yet affiliated/no data
398,Fondation pour le développement durable des régions de montagne,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Eric Alain Nanchen,Sion,Switzerland,completed manually from UNFCCC website,LGMA
