"entity_id","name","entity_type","country","commitment","area","density","GDP","budget","population"
5811,"Ap4","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge;;Portfolio Decarbonization Coalition;;DivestInvest","","",NA,NA,""
5812,"Ap7","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5816,"Church Of Sweden Asset Management","Investor","Sweden","Climate Action 100+;;Portfolio Decarbonization Coalition","","",NA,NA,""
5818,"Folksam","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge;;Climate Ambition Alliance: Net Zero 2050;;Net Zero Asset Owner Alliance","","",NA,NA,""
5821,"LäNsföRsäKringar Ab","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5823,"Mistra -The Swedish Foundation For Strategic Environmental Research","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5825,"Seb Investment Management Ab","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5827,"Secom Pension Fund","Investor","Sweden","Montreal Carbon Pledge","","",NA,NA,""
5828,"Second Swedish National Pension Fund (Ap2)","Investor","Sweden","DivestInvest","","",NA,NA,""
5829,"Skandia","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5833,"Swedbank Robur Fonder Ab","Investor","Sweden","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5847,"Alternative Bank Schweiz","Investor","Switzerland","DivestInvest","","",NA,NA,""
5848,"Armswissbank","Investor","Switzerland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5849,"Bank J. Safra Sarasin AG","Investor","Switzerland","2050 Pathways Platform;;Climate Action 100+;;Science Based Targets initiative;;DivestInvest","","",NA,NA,""
5852,"Caisse De PréVoyance De L’Etat De GenèVe","Investor","Switzerland","Climate Action 100+;;DivestInvest","","",NA,NA,""
5853,"Ethos Foundation","Investor","Switzerland","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5856,"Nest Sammelstiftung","Investor","Switzerland","Climate Action 100+;;Montreal Carbon Pledge;;DivestInvest","","",NA,NA,""
5857,"Pension Fund Bernische Lehrerversicherungskasse Blvk (Teachers' Pension Fund Of The Canton Of Bern)","Investor","Switzerland","Climate Action 100+;;DivestInvest","","",NA,NA,""
5859,"Publica","Investor","Switzerland","DivestInvest","","",NA,NA,""
5861,"Rianta Capital","Investor","Switzerland","DivestInvest","","",NA,NA,""
5864,"Stiftung Abendrot","Investor","Switzerland","Climate Action 100+;;DivestInvest","","",NA,NA,""
5866,"The Public Pension Fund Of Basel","Investor","Switzerland","DivestInvest","","",NA,NA,""
5869,"Ubs Realty Inc.","Investor","Switzerland","Montreal Carbon Pledge","","",NA,NA,""
5875,"ZüRcher Kantonalbank","Investor","Switzerland","Montreal Carbon Pledge","","",NA,NA,""
5876,"Bank Eskhata","Investor","Tajikistan","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5877,"Humo Mdo","Investor","Tajikistan","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5878,"Imon International","Investor","Tajikistan","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5884,"Ecobank","Investor","Togo","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5885,"TüRkiye Sinai Kalkinma Bankasi","Investor","Turkey","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5894,"Alliance Trust","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge;;Responsible Corporate Engagement in Climate Policy","","",NA,NA,""
5912,"Capitas Finance Ltd","Investor","United Kingdom of Great Britain and Northern Ireland","2050 Pathways Platform;;Science Based Targets initiative","","",NA,NA,""
5915,"Cardiff Council Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5918,"Central Finance Board Of The Methodist Church","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5920,"The Church Commissioners For England","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge;;Powering Past Coal Alliance","","",NA,NA,""
5923,"Church Of England Pensions Board","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5926,"Commonwealth Superannuation Corporation","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge","","",NA,NA,""
5928,"Credo","Investor","United Kingdom of Great Britain and Northern Ireland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5935,"Environment Agency Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge;;Portfolio Decarbonization Coalition;;DivestInvest","","",NA,NA,""
5944,"Hermes Investment Management","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge;;Powering Past Coal Alliance","","",NA,NA,""
5946,"Hsbc Global Asset Management","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5948,"Impax Asset Management Limited","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge","","",NA,NA,""
5960,"Lloyd'S Of London Insurance Company","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5961,"London Borough Of Hackney Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5962,"London Borough Of Harringey Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5963,"London Borough Of Islington Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5964,"London Borough Of Lambeth Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5966,"London Borough Of Lewisham Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5967,"London Borough Of Southwark Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5968,"London Borough Of Waltham Forest Pension Fund","Investor","United Kingdom of Great Britain and Northern Ireland","DivestInvest","","",NA,NA,""
5970,"London Pensions Fund Authority","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;DivestInvest","","",NA,NA,""
5975,"Low Carbon Limited","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge","","",NA,NA,""
5979,"Megabank Public Joint Stock Company","Investor","United Kingdom of Great Britain and Northern Ireland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5982,"Nationwide Building Society","Investor","United Kingdom of Great Britain and Northern Ireland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5986,"Aktia Bank Plc","Investor","Finland","Reduce specific CO2e emissions from purchased utilities by 10% from 2018 to 2023;;Climate Action 100+","","",NA,NA,""
6001,"PricewaterhouseCoopers LLP","Investor","United Kingdom of Great Britain and Northern Ireland","The 1-in-100 Initiative;;LCTPi;;RE100","","",NA,NA,""
6007,"Raiffeisen Bank Aval","Investor","United Kingdom of Great Britain and Northern Ireland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
6010,"Rathbone Greenbank Investments","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6014,"Rpmi Railpen","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6023,"South Yorkshire Pensions Authority","Investor","United Kingdom of Great Britain and Northern Ireland","Climate Action 100+;;DivestInvest","","",NA,NA,""
6033,"State Export Import Bank Of Ukraine","Investor","United Kingdom of Great Britain and Northern Ireland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
6042,"Temporis Capital","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge;;DivestInvest","","",NA,NA,""
6044,"The Co-operative Group","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge;;Business Ambition for 1.5 °C – Our Only Future;;Climate Ambition Alliance: Net Zero 2050;;Science Based Targets initiative","","",NA,NA,""
6045,"The Pension Trust","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge","","",NA,NA,""
6051,"Thomson Horstmann & Bryant","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge","","",NA,NA,""
6055,"Uk Green Investment Bank","Investor","United Kingdom of Great Britain and Northern Ireland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
6057,"Ukrsibbank","Investor","United Kingdom of Great Britain and Northern Ireland","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
6113,"Wheb Listed Equities","Investor","United Kingdom of Great Britain and Northern Ireland","Montreal Carbon Pledge","","",NA,NA,""
6132,"Amalgamated Bank","Investor","United States of America","DivestInvest;;RE100","","",NA,NA,""
6139,"Bank Republic","Investor","United States of America","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
6148,"Blue Heron Advisory Group Of Cibc Wood Gundy","Investor","United States of America","DivestInvest","","",NA,NA,""
6151,"Boston Common Asset Management","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6159,"California Public Employees' Retirement System (Calpers)","Investor","United States of America","DivestInvest","","",NA,NA,""
6160,"California State Compensation Insurance Fund","Investor","United States of America","DivestInvest","","",NA,NA,""
6161,"California State Teachers' Retirement System (Calstrs)","Investor","United States of America","DivestInvest","","",NA,NA,""
6162,"Calpers","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge;;Climate Ambition Alliance: Net Zero 2050;;Net Zero Asset Owner Alliance","","",NA,NA,""
6163,"Calvert Investments","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6164,"Candriam Investors Group – A New York Life Company","Investor","United States of America","Montreal Carbon Pledge","","",NA,NA,""
6177,"Chubb Insurance Ltd","Investor","United States of America","DivestInvest","","",NA,NA,""
6197,"Coolhive","Investor","United States of America","DivestInvest","","",NA,NA,""
6199,"Csaa Insurance Group","Investor","United States of America","DivestInvest","","",NA,NA,""
6204,"District Of Columbia Retirement Board","Investor","United States of America","DivestInvest","","",NA,NA,""
6232,"Figure 8 Investment Strategies","Investor","United States of America","DivestInvest","","",NA,NA,""
6257,"Friends Fiduciary Corporation","Investor","United States of America","Climate Action 100+;;DivestInvest","","",NA,NA,""
6275,"Gulf Stream Fuels Llc","Investor","United States of America","DivestInvest","","",NA,NA,""
6290,"Industrial Bank","Investor","United States of America","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
6326,"Lemonade Insurance","Investor","United States of America","DivestInvest","","",NA,NA,""
6333,"Lupoff Friends And Family Interests Llc","Investor","United States of America","DivestInvest","","",NA,NA,""
6365,"Nathan Cummings Foundation","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6374,"New York City Employees Retirement System","Investor","United States of America","DivestInvest","","",NA,NA,""
6377,"New York State Common Retirement Fund","Investor","United States of America","Climate Action 100+;;Portfolio Decarbonization Coalition","","",NA,NA,""
6396,"Ownership Capital","Investor","United States of America","Montreal Carbon Pledge","","",NA,NA,""
6402,"Pax World Management Llc","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6408,"Pi Investments","Investor","United States of America","DivestInvest","","",NA,NA,""
6437,"Sacagewea L&C Llc","Investor","United States of America","DivestInvest","","",NA,NA,""
6483,"Teachers Retirement System Of The City Of New York","Investor","United States of America","DivestInvest","","",NA,NA,""
6495,"The Sustainability Group Of Loring Wolcott & Coolidge","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6504,"Threshold Group","Investor","United States of America","DivestInvest","","",NA,NA,""
6508,"Trillium Asset Management Llc","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6537,"Universities Superannuation Scheme – Uss","Investor","United States of America","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
6558,"Village Of Cooperstown Pension Fund","Investor","United States of America","DivestInvest","","",NA,NA,""
6585,"La Banque Postale","Investor","France","USD 841 million of green bonds issued in 2019 (Up to the end of the third quarter);;Internal carbon price in use;;Reduce CO2e emissions from operations and upstream activities by 20% from 2013 to 2020;;Reduce operational CO2e emissions by 20% from 2016 to 2022;;Montreal Carbon Pledge;;Science Based Targets initiative;;Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
6590,"Caresuper","Investor","Australia","Climate Action 100+","","",NA,NA,""
6591,"Cathay Life Insurance Co","Investor","Australia","Climate Action 100+","","",NA,NA,""
6592,"Cathay Securities Investment Trust Co","Investor","Australia","Climate Action 100+","","",NA,NA,""
6593,"Colonial First State Global Asset Management","Investor","Australia","Climate Action 100+","","",NA,NA,""
6598,"Ifm Investors","Investor","Australia","Climate Action 100+","","",NA,NA,""
6599,"Jcp Investment Partners","Investor","Australia","Climate Action 100+","","",NA,NA,""
6600,"Morphic Asset Management","Investor","Australia","Climate Action 100+","","",NA,NA,""
6603,"Regnan – Governance Research & Engagement","Investor","Australia","Climate Action 100+","","",NA,NA,""
6604,"Ausbil Investment Management Limited","Investor","Australia","Climate Action 100+","","",NA,NA,""
6606,"Cbus","Investor","Australia","Climate Action 100+","","",NA,NA,""
6607,"Christian Super","Investor","Australia","Climate Action 100+","","",NA,NA,""
6608,"Pendal Group","Investor","Australia","Set an internal carbon price by 2021;;Climate Action 100+","","",NA,NA,""
6609,"Qsuper","Investor","Australia","Climate Action 100+","","",NA,NA,""
6612,"Statewide Super","Investor","Australia","Climate Action 100+","","",NA,NA,""
6613,"Vision Super Pty Ltd","Investor","Australia","Climate Action 100+","","",NA,NA,""
6623,"Candriam Investors Group","Investor","Belgium","Climate Action 100+","","",NA,NA,""
6652,"Alberta Investment Management Corporation","Investor","Canada","Climate Action 100+","","",NA,NA,""
6654,"Border To Coast Pensions Partnership","Investor","Canada","Climate Action 100+","","",NA,NA,""
6656,"Caisse De Depot Et Placement Du QuéBec","Investor","Canada","Climate Action 100+;;Climate Ambition Alliance: Net Zero 2050;;Net Zero Asset Owner Alliance","","",NA,NA,""
6662,"Ivey Foundation","Investor","Canada","Climate Action 100+","","",NA,NA,""
6663,"Manulife Asset Management","Investor","Canada","Climate Action 100+","","",NA,NA,""
6665,"Nova Scotia Pension Services Corporation","Investor","Canada","Climate Action 100+","","",NA,NA,""
6667,"Optrust","Investor","Canada","Climate Action 100+","","",NA,NA,""
6668,"Ontario Teachers’ Pension Plan","Investor","Canada","Climate Action 100+","","",NA,NA,""
6673,"Shareholder Association For Research & Education","Investor","Canada","Climate Action 100+","","",NA,NA,""
6674,"Td Asset Management","Investor","Canada","Climate Action 100+","","",NA,NA,""
6675,"University Of Toronto Asset Management Corporation On Behalf Of The University Of Toronto","Investor","Canada","Climate Action 100+","","",NA,NA,""
6682,"ÆQuo – Shareholder Engagement Services","Investor","Canada","Climate Action 100+","","",NA,NA,""
6691,"Brawn Capital Limited In Hong Kong","Investor","China","Climate Action 100+","","",NA,NA,""
6693,"China Asset Management Company Co","Investor","China","Climate Action 100+","","",NA,NA,""
6695,"Hamon Asset Management In Hong Kong","Investor","China","Climate Action 100+","","",NA,NA,""
6696,"Landsec","Investor","United Kingdom of Great Britain and Northern Ireland","Set an internal carbon price by 2021;;Reduce CO2e emissions intensity of specific operations and downstream activities by 40% from 2014 to 2030;;Reduce CO2e emissions intensity of specific operations and downstream activities by 80% from 2014 to 2050;;Business Ambition for 1.5 °C – Our Only Future;;Climate Ambition Alliance: Net Zero 2050;;EV100;;Science Based Targets initiative;;EP100;;Implement the Recommendations of the Task Force on Climate-Related Financial Disclosures;;Responsible Corporate Engagement in Climate Policy;;RE100","","",NA,NA,""
6718,"Atp","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6723,"Mp Investment Management A/S","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6724,"P+Dip/Joep","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6726,"Pbu – Pension Fund Of Early Childhood Teachers And Educators","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6727,"Pensam","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6728,"PensionDanmark","Investor","Denmark","Climate Action 100+;;Business Ambition for 1.5 °C – Our Only Future;;Climate Ambition Alliance: Net Zero 2050;;Science Based Targets initiative;;Net Zero Asset Owner Alliance","","",NA,NA,""
6731,"Sdg Invest","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6739,"Handelsbanken","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6740,"Industriens Pension","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6741,"LæGernes Pension","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6742,"Sampension","Investor","Denmark","Climate Action 100+","","",NA,NA,""
6755,"Legal and General","Investor","United Kingdom of Great Britain and Northern Ireland","Set an internal carbon price by 2021;;Reduce CO2e emissions from investments by 40% from 2017 to 2023;;Reduce CO2e emissions from investments by 5% from 2017 to 2021;;Reduce CO2e emissions intensity of investments by 100% from 2017 to 2050;;Reduce CO2e emissions intensity of operations by 20% from 2013 to 2020;;Reduce CO2e emissions intensity of purchased utilities by 20% from 2013 to 2020;;Climate Action 100+","","",NA,NA,""
6761,"Fim/S-Bank Wealth Management","Investor","Finland","Climate Action 100+","","",NA,NA,""
6762,"Frr","Investor","Finland","Climate Action 100+","","",NA,NA,""
6764,"Legg Mason, Inc.","Investor","United States of America","Reduce operational CO2e emissions by 50% from 2007 to 2020","","",NA,NA,""
6769,"Localtapiola Asset Management Ltd","Investor","Finland","Climate Action 100+","","",NA,NA,""
6775,"Op Wealth Management","Investor","Finland","Climate Action 100+","","",NA,NA,""
6779,"Veritas Pension Insurance Co","Investor","Finland","Climate Action 100+","","",NA,NA,""
6781,"Evli Bank Plc","Investor","Finland","Climate Action 100+","","",NA,NA,""
6785,"Axa Investment Manager","Investor","France","Climate Action 100+","","",NA,NA,""
6797,"Ecofi Investissements","Investor","France","Climate Action 100+","","",NA,NA,""
6798,"Federal Finance Gestion","Investor","France","Climate Action 100+","","",NA,NA,""
6811,"La Francaise Group","Investor","France","Climate Action 100+","","",NA,NA,""
6812,"Le Fonds FrançAis Pour L'Environnement Mondial - Feem","Investor","France","Cities Climate Finance Leadership Alliance (CCFLA)","","",NA,NA,""
6814,"Meeschaert Asset Management","Investor","France","Climate Action 100+","","",NA,NA,""
6818,"Ofi Asset Management","Investor","France","Climate Action 100+","","",NA,NA,""
6828,"Trusteam Finance","Investor","France","Climate Action 100+","","",NA,NA,""
6833,"Maif","Investor","France","Climate Action 100+","","",NA,NA,""
6835,"Natixis Asset Management","Investor","France","Climate Action 100+","","",NA,NA,""
6838,"Allianz Global Investors","Investor","Germany","Climate Action 100+","","",NA,NA,""
6844,"Dws Investment Gmbh","Investor","Germany","Climate Action 100+;;Resilience and Adaptation Call for Action","","",NA,NA,""
6855,"Kreditanstalt FüR Wiederaufbau - Kfw","Investor","Germany","Cities Climate Finance Leadership Alliance (CCFLA)","","",NA,NA,""
6856,"Mpc Renewable Energies","Investor","Germany","Climate Action 100+","","",NA,NA,""
6857,"Metalworking Pension Fund","Investor","Germany","Climate Action 100+","","",NA,NA,""
6867,"Union Investment","Investor","Germany","Climate Action 100+","","",NA,NA,""
6869,"Verka Vk Kirchliche Vorsorge Vvag","Investor","Germany","Climate Action 100+","","",NA,NA,""
6892,"Liberty Holdings Ltd (incorporating Liberty Life Group Ltd)","Investor","South Africa","Set an internal carbon price by 2021;;Reduce CO2e emissions from operations and upstream and downstream activities by 73% from 2018 to 2030","","",NA,NA,""
6895,"Provident Fund","Investor","India","Climate Action 100+","","",NA,NA,""
6907,"Asabri","Investor","Indonesia","Climate Action 100+","","",NA,NA,""
6918,"Ireland Strategic Investment Fund","Investor","Ireland","Climate Action 100+","","",NA,NA,""
6919,"Kbi Global Investors","Investor","Ireland","Climate Action 100+","","",NA,NA,""
6920,"Northern Ireland Local Government Officers’ Superannuation Committee","Investor","Ireland","Climate Action 100+","","",NA,NA,""
6921,"The Representative Church Body Of The Church Of Ireland","Investor","Ireland","Climate Action 100+","","",NA,NA,""
6933,"Lincoln National Corporation","Investor","United States of America","Reduce CO2e emissions intensity of purchased utilities by 20% from 2014 to 2020","","",NA,NA,""
6936,"Pegaso Fondo Pensione","Investor","Italy","Climate Action 100+","","",NA,NA,""
6944,"Asset Management One Co., Ltd.","Investor","Japan","Climate Action 100+;;RE100","","",NA,NA,""
6945,"Fukoku Capital Management","Investor","Japan","Climate Action 100+","","",NA,NA,""
6947,"Government Pension Investment Fund","Investor","Japan","Climate Action 100+","","",NA,NA,""
6950,"Sompo Japan Nipponkoa Asset Management","Investor","Japan","Climate Action 100+","","",NA,NA,""
6952,"Mitsubishi Ufj Trust & Banking Corporation","Investor","Japan","Climate Action 100+","","",NA,NA,""
6953,"Mitsui Trust Holdings","Investor","Japan","Climate Action 100+","","",NA,NA,""
6954,"Resona Bank","Investor","Japan","Climate Action 100+","","",NA,NA,""
6967,"Mirabaud Asset Management","Investor","Luxembourg","Climate Action 100+","","",NA,NA,""
7000,"Lloyds Banking Group","Investor","United Kingdom of Great Britain and Northern Ireland","Reduce CO2e emissions from business travel by 40% from 2009 to 2020;;Reduce CO2e emissions from business travel by 60% from 2009 to 2030;;Reduce CO2e emissions from business travel by 80% from 2009 to 2050;;Reduce CO2e emissions from fuel- and energy-related upstream and downstream activities by 40% from 2009 to 2020;;Reduce CO2e emissions from fuel- and energy-related upstream and downstream activities by 60% from 2009 to 2030;;Reduce CO2e emissions from fuel- and energy-related upstream and downstream activities by 80% from 2009 to 2050;;Reduce operational CO2e emissions by 40% from 2009 to 2020;;Reduce operational CO2e emissions by 60% from 2009 to 2030;;Reduce operational CO2e emissions by 80% from 2009 to 2050;;RE100","","",NA,NA,""
7013,"Achmea","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7015,"Asia Pacific Group - Apg","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7016,"Bpl Pensioen","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7023,"Nn Investment Partners","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7026,"Pgb Pension Services","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7027,"Robecosam","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7028,"Spf Beheer","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7029,"Stichting Spoorwegpensioenfonds","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7036,"Kempen","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7039,"Stichting Pensioenfonds Openbaar Vervoer - Spov","Investor","Netherlands","Climate Action 100+","","",NA,NA,""
7040,"Devon Funds Management Limited","Investor","New Zealand","Climate Action 100+","","",NA,NA,""
7047,"Dnb Asset Management","Investor","Norway","Climate Action 100+","","",NA,NA,""
7072,"Banco De Credito Del Peru","Investor","Peru","Climate Neutral Now","","",NA,NA,""
7073,"London Stock Exchange","Investor","United Kingdom of Great Britain and Northern Ireland","Reduce CO2e emissions intensity of operations and upstream activities by 20% per unit FTE employee from 2013 to 2020;;Reduce CO2e emissions intensity of operations and upstream activities by 20% per unit revenue from 2013 to 2020;;Reduce operational CO2e emissions by 40% from 2016 to 2030;;Science Based Targets initiative","","",NA,NA,""
7092,"Islamic Development Bank","Investor","Saudi Arabia","Global Geothermal Alliance (GGA)","","",NA,NA,""
7105,"Investec Asset Management","Investor","South Africa","Climate Action 100+","","",NA,NA,""
7107,"Caixabank Asset Management","Investor","Spain","Climate Action 100+","","",NA,NA,""
7124,"Pensionskasse Caritas","Investor","Spain","Climate Action 100+","","",NA,NA,""
7128,"Vidacaixa","Investor","Spain","Climate Action 100+","","",NA,NA,""
7134,"Ges International","Investor","Sweden","Climate Action 100+","","",NA,NA,""
7143,"Tundra Fonder","Investor","Sweden","Climate Action 100+","","",NA,NA,""
7147,"Alecta","Investor","Sweden","Climate Action 100+","","",NA,NA,""
7148,"East Capital","Investor","Sweden","Climate Action 100+","","",NA,NA,""
7158,"ÅLandsbanken","Investor","Sweden","Climate Action 100+","","",NA,NA,""
7161,"ÖHman","Investor","Sweden","Climate Action 100+","","",NA,NA,""
7162,"Aargauische Pensionskasse - Apk","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7166,"Bernische Pensionskasse Bpk","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7167,"Cap PréVoyance","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7168,"Ccap Caisse Cantonale D’Assurance Populaire","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7169,"Ciepp – Caisse Inter-Entreprises De PréVoyance Professionnelle","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7170,"Cp Fonct. De Police Et Des Etablissements PéNitentiaires","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7171,"Caisse De Pensions Eca-Rp","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7172,"Caisse Intercommunale De Pensions","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7173,"Caisse De Pension Des SociéTéS Hewlett-Packard En Suisse","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7177,"Fond. MéTallurgie Vaud. BâTiment - Fmvb","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7178,"Fondation Leenaards","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7179,"Fondation De PréVoyance Artes & Comoedia","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7181,"Fondation De PréVoyance Du Groupe Bnp Paribas En Suisse","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7186,"Llc Etablissement Cantonal D’Assurance","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7187,"Oddo Bhf Asset Management","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7188,"Pensionskasse Basel-Stadt","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7189,"Pensionskasse BüHler Ag Uzwil","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7190,"Pensionskasse RöMisch-Katholische Landeskirche Des Kantons Luzern","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7192,"Pensionskasse Srg Ssr","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7193,"Pensionskasse Stadt Luzern","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7194,"Pensionskasse Unia","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7195,"Pensionskasse Der Stadt Winterthur","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7196,"Profelia Fondation De PréVoyance","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7197,"Prosperita Stiftung FüR Die Berufliche Vorsorge","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7198,"PréVoyance Santé Valais - Presv","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7199,"PréVoyance.Ne","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7201,"Retraites Populaires","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7203,"St. Galler Pensionskasse","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7205,"Terre Des Hommes","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7206,"Ubs Asset Management","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7207,"Unigestion","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7214,"Caisse De Pensions De L’Etat De Vaud","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
7215,"Caisse De PréVoyance Des InterprèTes De ConféRence","Investor","Switzerland","Climate Action 100+","","",NA,NA,""
