"entity_id","name","entity_type","country","area","area_unit","area_year","density","density_unit","density_year","population","population_year","employee_range","employees_year","revenue_year","revenue_currency","business_activity","climate_action_timeframe","themes","commitment_type","commit_text","cooperative_description","climate_action_type","cross_cutting_themes","sdgs","dataprovider_link","dataprovider_name"
5016,"Australian Ethical Investment","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Climate Ambition Alliance: Net Zero 2050","Commit to achieve net zero CO2 emissions by 2050","Emission Reduction","Mitigation","",NA,NA
5016,"Australian Ethical Investment","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Science Based Targets initiative","Adopt a science-based GHG emissions reduction target","Emission Reduction","Mitigation","",NA,NA
5016,"Australian Ethical Investment","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5020,"Australian Vision Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5021,"Australiansuper","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
5021,"Australiansuper","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5022,"B & G Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5026,"KB Financial Group","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","Internal carbon price in use","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/9979","CDP"
5026,"KB Financial Group","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce operational CO2e emissions by 10% from 2015 to 2025","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9979","CDP"
5026,"KB Financial Group","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce operational CO2e emissions by 36% from 2015 to 2036","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9979","CDP"
5027,"Bank Australia","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","Put a Price on Carbon - Business Leadership Criteria on Carbon Pricing","Set an internal carbon price, publicly advocate and communicate on progress","Carbon Price Establishment","Finance","",NA,NA
5027,"Bank Australia","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","2050 Pathways Platform","Build climate resilience for communities, farmers and workers along value chains","Cross-cutting",NA,"",NA,NA
5027,"Bank Australia","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Industry","Cooperative actions","Reduce Short-Lived Climate Pollutant Emissions","Take action to reduce short-lived climate pollutants","Emission Reduction","Mitigation","",NA,NA
5027,"Bank Australia","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Science Based Targets initiative","Adopt a science-based GHG emissions reduction target","Emission Reduction","Mitigation","",NA,NA
5027,"Bank Australia","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","Responsible Corporate Engagement in Climate Policy","Responsible corporate engagement in climate policy","Policy Establishment","Policy","",NA,NA
5027,"Bank Australia","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","RE100","Procure 100% of electricity from renewable sources","Renewable Energy","Mitigation","",NA,NA
5027,"Bank Australia","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Land use","Cooperative actions","Remove Commodity-driven Deforestation","Remove commodity-driven deforestation from all supply chains by 2020","Resource Consumption",NA,"",NA,NA
5028,"Banks Slipper Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5030,"Barnett Super Wealthy Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5031,"Barry Family Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5034,"Bendigo And Adelaide Bank Limited","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5035,"Berygan Pty Ltd  ","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","USD 582 million of green bonds issued in 2018","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Set an internal carbon price by 2021","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/9993","CDP"
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of specific operations and upstream activities by 25% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9993","CDP"
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce CO2e emissions intensity of specific operations and upstream activities by 50% from 2015 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9993","CDP"
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce CO2e emissions intensity of specific operations and upstream activities by 62.5% from 2015 to 2040","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9993","CDP"
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce specific CO2e emissions from operations and downstream activities by 25% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9993","CDP"
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce specific CO2e emissions from operations and upstream activities by 50% from 2015 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9993","CDP"
5037,"KBC Group","Investor","Belgium","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce specific CO2e emissions from operations and upstream activities by 62.5% from 2015 to 2040","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/9993","CDP"
5038,"Black Betty Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5039,"Bonakini Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5040,"Bondage Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5041,"Bonnie Mulholland Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5042,"Booth Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5043,"Bradbury Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5044,"Brinstones Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5046,"Bt Financial Group","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
5046,"Bt Financial Group","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","Montreal Carbon Pledge","Measure and publicly disclose the carbon footprint of their investment portfolios on an annual basis","Cross-cutting",NA,"",NA,NA
5047,"Caroline Lurie Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5048,"Catholic Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","Montreal Carbon Pledge","Measure and publicly disclose the carbon footprint of their investment portfolios on an annual basis","Cross-cutting",NA,"",NA,NA
5050,"Cecily Dignan Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5051,"Christine Guinand Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5052,"Claudia Graham Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5056,"Dan Mathews Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5057,"Darwin Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5059,"Davara Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5060,"Decco Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5061,"Ditton'S Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5062,"Dobra Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5064,"Douglas Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5065,"Earth Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5070,"Eileen And Terry Lustig Family Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5071,"El Jayar Enterprises Pty Ltd Employees Provident Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5073,"Etherington Family Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5074,"First State Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
5074,"First State Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5075,"Flame Tree Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5076,"Flou Flou Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5079,"Freya Hadley Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5080,"Future Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation","Energy","Cooperative actions","Climate Ambition Alliance: Net Zero 2050","Commit to achieve net zero CO2 emissions by 2050","Emission Reduction","Mitigation","",NA,NA
5080,"Future Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5081,"Gibson And Mcgregor Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5083,"Glow Worm Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5084,"Good Vibrations Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5085,"Goolengook Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5088,"Gro Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5089,"Gross And Watts Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5090,"H Green Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5091,"Halcyon Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5092,"Hanley Merchant Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5093,"Hardys Bay Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5094,"Haydon Family Super Fun","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5095,"Hesta Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
5095,"Hesta Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","Montreal Carbon Pledge","Measure and publicly disclose the carbon footprint of their investment portfolios on an annual basis","Cross-cutting",NA,"",NA,NA
5095,"Hesta Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5096,"Hg Burkitt Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5097,"Howqua River Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5098,"Hromas Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5099,"Hunter Hall Investment Management","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5102,"Jacobs Robinson Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5103,"Jalana Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5104,"Janet Mayer Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5105,"Jay'N'Ess Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5106,"Jennie Di Blasi Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5107,"Just Money Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5108,"Kadungle Superannuation Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5109,"Kaldor Family Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5111,"Kerr Ratcliffe Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5112,"Kollantai Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5113,"Koorool Super Fund","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5114,"Kuhn'S Gold Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
5119,"Local Government Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
5119,"Local Government Super","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","Montreal Carbon Pledge","Measure and publicly disclose the carbon footprint of their investment portfolios on an annual basis","Cross-cutting",NA,"",NA,NA
