name,entity_type
Common Ground Research Networks,Non-governmental organizations
Commonwealth Human Ecology Council,Non-governmental organizations
Community Energy England,Non-governmental organizations
Community Forestry International,Non-governmental organizations
Community Research and Development Centre,Non-governmental organizations
Compassion in World Farming International,Non-governmental organizations
Compensators e.V.,Non-governmental organizations
Competitive Enterprise Institute,Non-governmental organizations
Concern Worldwide,Non-governmental organizations
Concordia University,Non-governmental organizations
Confederación de Ecologistas en Acción - CODA,Non-governmental organizations
Confederación Española de Organizaciones Empresariales,Non-governmental organizations
Confederation of Danish Industry,Non-governmental organizations
Confederation of Indian Industry,Non-governmental organizations
Confédération Paysanne,Non-governmental organizations
Conférence des Régions Périphériques Maritimes d’Europe,Non-governmental organizations
Congregation of our Lady of Mount Carmel,Non-governmental organizations
Connecticut State University System,Non-governmental organizations
Conseil des Communes et Régions d’Europe,Non-governmental organizations
Conseil Patronal de l’environnement du Québec,Non-governmental organizations
"Consejo Civil Mexicano para la Silvicultura Sostinible, A. C.",Non-governmental organizations
Conservation International,Non-governmental organizations
Conservative Environment Network,Non-governmental organizations
Consultative Group on Biological Diversity,Non-governmental organizations
Consumers International,Non-governmental organizations
Cooperation Internationale pour le Développement et la Solidarité,Non-governmental organizations
Coordinadora Andina de Organizaciones Indígenas,Non-governmental organizations
Coordinadora de Desarrollo y Defensa de los Pueblos Indígenas de la Región San Martín,Non-governmental organizations
Coordinadora de Organizaciones de Agricutores y Ganaderos,Non-governmental organizations
Coordinadora Rural de la Papa - Perú,Non-governmental organizations
Coordinating Body of Indigenous Organizations of the Amazon Basin,Non-governmental organizations
Coordination SUD,Non-governmental organizations
"Corn Refiners Association, Inc.",Non-governmental organizations
Cornell University,Non-governmental organizations
Corporación de Estudios y Desarrollo Norte Grande,Non-governmental organizations
Corporación Fiscalía del Medio Ambiente,Non-governmental organizations
Corporate Accountability International,Non-governmental organizations
Corporate Europe Observatory Foundation,Non-governmental organizations
Coshare Environment,Non-governmental organizations
"Council on Energy, Environment and Water",Non-governmental organizations
Council on Foreign Relations,Non-governmental organizations
Creative Carbon Scotland,Non-governmental organizations
CropLife International,Non-governmental organizations
"Cultural Survival, Inc.",Non-governmental organizations
Dalhousie University - Marine and Environmental Law Institute,Non-governmental organizations
Dalit Welfare Association,Non-governmental organizations
Danish 92 Group - Forum for Sustainable Development,Non-governmental organizations
Danish Association of Consulting Engineers,Non-governmental organizations
Danish Energy Association,Non-governmental organizations
Danish Society of Engineers,Non-governmental organizations
Dartmouth College,Non-governmental organizations
David Shepherd Wildlife Foundation,Non-governmental organizations
David Suzuki Foundation,Non-governmental organizations
"Deep South Center for Environmental Justice, Inc.",Non-governmental organizations
Delta Electronics Foundation,Non-governmental organizations
Demand Response and Smart Grid Coalition,Non-governmental organizations
Derecho Ambiente y Recursos Naturales,Non-governmental organizations
Designated Operational Entities and Independent Entities Association,Non-governmental organizations
Detroit Zoological Society,Non-governmental organizations
Deutsche Gesellschaft für Internationale Zusammenarbeit,Non-governmental organizations
Deutsche Gesellschaft für Vereinten Nationen e.V.,Non-governmental organizations
Development Alternatives,Non-governmental organizations
Dickinson College,Non-governmental organizations
Digital Storytellers,Non-governmental organizations
Digo Bikas Institute,Non-governmental organizations
Dominicans for Justice and Peace,Non-governmental organizations
Dossiers et Débats pour le Développement Durable,Non-governmental organizations
Drawdown Europe Research Association,Non-governmental organizations
Drexel University,Non-governmental organizations
DRIS/Desarrollo Rural Sustentable,Non-governmental organizations
Duke Kunshan University,Non-governmental organizations
Duke University,Non-governmental organizations
Earth Child Institute,Non-governmental organizations
Earth Council,Non-governmental organizations
Earth Day Network,Non-governmental organizations
Earth Innovation Institute,Non-governmental organizations
"Earth Island Institute, Inc.",Non-governmental organizations
Earthworks,Non-governmental organizations
Eberswalde University for Sustainable Development,Non-governmental organizations
Eco-Congregation Scotland,Non-governmental organizations
EcoArts Connections,Non-governmental organizations
EcoClub,Non-governmental organizations
Ecole Nationale Supérieure des Mines de Paris,Non-governmental organizations
Ecole Normale Supérieure,Non-governmental organizations
Ecologic Institute,Non-governmental organizations
Ecologica Institute,Non-governmental organizations
Ecological Society of America,Non-governmental organizations
Ecological Youth of Angola,Non-governmental organizations
Ecology Center,Non-governmental organizations
Economic Justice Network of the Fellowship of Christian Councils of Southern Africa,Non-governmental organizations
Economic Research Institute for Northeast Asia,Non-governmental organizations
Écotech Québec,Non-governmental organizations
Ecumenical Advocacy Alliance,Non-governmental organizations
Edison Electric Institute,Non-governmental organizations
Eficor,Non-governmental organizations
Ejecutor de Contrato de Administración de la Reserva Comunal Amarakaeri,Non-governmental organizations
El Puente de Williamsburg Inc.,Non-governmental organizations
Electric Power Research Institute,Non-governmental organizations
Electriciens sans frontières,Non-governmental organizations
Emory University,Non-governmental organizations
Energiaklub Climate Policy Institute and Applied Communications Association,Non-governmental organizations
Energies 2050,Non-governmental organizations
Energy and Climate Intelligence Unit Limited,Non-governmental organizations
Energy and Climate Policy Institute for Just Transition,Non-governmental organizations
Energy Saving Trust,Non-governmental organizations
Energy Strategies,Non-governmental organizations
Engajamundo Youth Association,Non-governmental organizations
Engineering Association for Development and Environment,Non-governmental organizations
Engineering Institute of Canada - Institut Canadien des ingenieurs,Non-governmental organizations
Environment Association for Universities and Colleges,Non-governmental organizations
Environmental and Energy Study Institute,Non-governmental organizations
Environmental Defence Canada Inc.,Non-governmental organizations
Environmental Defense Fund,Non-governmental organizations
Environmental Funders Network,Non-governmental organizations
Environmental Investigation Agency,Non-governmental organizations
Environmental Justice Foundation,Non-governmental organizations
Environmental Law Collaborative,Non-governmental organizations
Environmental Law Institute,Non-governmental organizations
Environmental Law Research Institute LTD/GTE,Non-governmental organizations
Environmental Management for Livelihood Improvement Bwaise Facility,Non-governmental organizations
Environmental Protection and Development Association,Non-governmental organizations
Environnement et Developpement du Tiers-Monde,Non-governmental organizations
Environnement Jeunesse,Non-governmental organizations
Environnement sans Frontière,Non-governmental organizations
EPOTEC,Non-governmental organizations
Equidad de Género Ciudadanía Trabajo y Familia,Non-governmental organizations
Equiterre,Non-governmental organizations
Erasmus University Rotterdam,Non-governmental organizations
"ESCR-Net- International Network for Economic, Social and Cultural Rights",Non-governmental organizations
Ethex,Non-governmental organizations
Euro Chambres,Non-governmental organizations
Eurocities ASBL,Non-governmental organizations
Eurogroup for Animals,Non-governmental organizations
EuroHealthNet,Non-governmental organizations
EURONATURA - Centre for Environmental Law and Sustainable Development,Non-governmental organizations
European Association of Environmental and Resource Economists,Non-governmental organizations
European Bureau for Conservation and Development,Non-governmental organizations
European Business Council for Sustainable Energy,Non-governmental organizations
European Chemical Industry Council,Non-governmental organizations
European Climate Foundation,Non-governmental organizations
European Cyclists’ Federation,Non-governmental organizations
European Disability Forum,Non-governmental organizations
European Federation of Transport and Environment,Non-governmental organizations
European Heat Pump Association,Non-governmental organizations
European Landowners Organisation,Non-governmental organizations
European Marine Energy Centre,Non-governmental organizations
European Network on Debt and Development asbl/vzw,Non-governmental organizations
European Nuclear Society,Non-governmental organizations
European Round Table of Industrialists,Non-governmental organizations
European Roundtable on Climate Change and Sustainable Transition,Non-governmental organizations
European Union Chamber of Commerce in China,Non-governmental organizations
European Youth Forum,Non-governmental organizations
Evangelical Environmental Network,Non-governmental organizations
Evangelical Lutheran Church in America,Non-governmental organizations
Evangelisches Studienwerk,Non-governmental organizations
FACE Foundation,Non-governmental organizations
Fachhochschule Muenster,Non-governmental organizations
Faculty of Public Health of the Royal Colleges of Physicians of the United Kingdom,Non-governmental organizations
Fairtrade Labelling Organizations International e.V.,Non-governmental organizations
Faith Association of the Rehabilitation of Street Children and Orphans,Non-governmental organizations
Family Health International,Non-governmental organizations
FareShare,Non-governmental organizations
Farm Africa Limited,Non-governmental organizations
Fashion Revolution,Non-governmental organizations
Fauna & Flora International,Non-governmental organizations
Feasta Ltd,Non-governmental organizations
Federación Nativa del Río Madre de Dios y Afluentes,Non-governmental organizations
Federación Regional Indígena Shawi de San Martín,Non-governmental organizations
Federal Council of the Brazilian Bar Association,Non-governmental organizations
Federal University of Rio de Janeiro,Non-governmental organizations
Fédération Bancaire Française,Non-governmental organizations
Fédération des travailleurs et des travailleuses du Québec,Non-governmental organizations
Fédération Française de l’Assurance,Non-governmental organizations
Fédération Internationale des Ingénieurs-Conseils,Non-governmental organizations
Fédération Internationale des Mouvements Catholiques d’Action Paroissiale,Non-governmental organizations
"Federation of American Women’s Clubs Overseas, Inc.",Non-governmental organizations
Federation of Canadian Municipalities,Non-governmental organizations
Federation of German Industries,Non-governmental organizations
Federation of Indian Chambers of Commerce and Industry,Non-governmental organizations
Federation of Industries of the State of Sao Paulo,Non-governmental organizations
Federation of Young European Greens,Non-governmental organizations
FERN,Non-governmental organizations
FIA Foundation,Non-governmental organizations
Films 4 Sustainable World,Non-governmental organizations
Focus on the Global South,Non-governmental organizations
Fondation BNP Paribas,Non-governmental organizations
Fondation Mohammed VI pour la Protection de l’Environnement,Non-governmental organizations
Fondation Prince Albert II de Monaco,Non-governmental organizations
Fondazione Centro Studi Enel,Non-governmental organizations
Food and Water Watch,Non-governmental organizations
Ford Foundation,Non-governmental organizations
Forest Peoples’ Programme,Non-governmental organizations
Forest Stewardship Council,Non-governmental organizations
"Forestry, Agriculture, Hunting and Fishing Workers Trade Union",Non-governmental organizations
Forests of the World,Non-governmental organizations
Forests Philanthropy Action Network,Non-governmental organizations
Forum Atomique Européen,Non-governmental organizations
Forum for Environment,Non-governmental organizations
Forum for the Future,Non-governmental organizations
FORUMCC Limited,Non-governmental organizations
Foundation 2°,Non-governmental organizations
Foundation Environment - Law Society,Non-governmental organizations
Foundation for Environmental Education,Non-governmental organizations
Foundation for GAIA,Non-governmental organizations
Foundation for Strategic Environmental Research,Non-governmental organizations
Foundation for Sustainability,Non-governmental organizations
Foundation for the Global Compact,Non-governmental organizations
Foundation for the Rights of Future Generations,Non-governmental organizations
Foundation Myclimate - the Climate Protection Partnership,Non-governmental organizations
Foundation of Taiwan Industry Service,Non-governmental organizations
FRANCE URBAINE,Non-governmental organizations
Franciscans International,Non-governmental organizations
Frankfurt School of Finance and Management gGmbH,Non-governmental organizations
Fraunhofer Institute for Systems and Innovation Research,Non-governmental organizations
Free University Amsterdam,Non-governmental organizations
Freiburg Institute of Forest Sciences,Non-governmental organizations
Freie Universität Berlin,Non-governmental organizations
Fresh Energy,Non-governmental organizations
Friedrich Schiller University Jena,Non-governmental organizations
Friedrich-Ebert-Stiftung e.V.,Non-governmental organizations
Friends of the Earth International,Non-governmental organizations
Friends World Committee for Consultation,Non-governmental organizations
Friendship,Non-governmental organizations
Fundação Getúlio Vargas,Non-governmental organizations
Fundación Agreste,Non-governmental organizations
Fundación Ambiente y Recursos Naturales,Non-governmental organizations
Fundación Amigos de la Naturaleza,Non-governmental organizations
Fundación Avina,Non-governmental organizations
Fundación Biosfera,Non-governmental organizations
Fundación de Iniciativas de Cambio Climático,Non-governmental organizations
Fundación Defensores de la Naturaleza,Non-governmental organizations
Fundación Ecología y Desarrollo,Non-governmental organizations
Fundación Fondo Centroamericano de Mujeres,Non-governmental organizations
Fundación Futuro Latinoamericano,Non-governmental organizations
Fundación Natura,Non-governmental organizations
Fundación para la Promoción del Conocimiento Indígena,Non-governmental organizations
Fundación PLENITUD,Non-governmental organizations
Fundación Privada Empresa y Clima,Non-governmental organizations
Fundación Programa Salvadoreño de Investigación sobre Desarrollo y Medio Ambiente,Non-governmental organizations
"Fundación Red Colombiana Para la Defensa de los Derechos Humanos, el Medio Ambiente y la Paz",Non-governmental organizations
Fundación Sustentabilidad sin Fronteras,Non-governmental organizations
Fundación TierraVida,Non-governmental organizations
Future Earth International,Non-governmental organizations
Future Leaders Network,Non-governmental organizations
Gaia Education,Non-governmental organizations
Gana Unnayan Kendra,Non-governmental organizations
GenderCC - Women for Climate Justice e.V.,Non-governmental organizations
Generation Atomic,Non-governmental organizations
Geology for Global Development,Non-governmental organizations
Georgetown University,Non-governmental organizations
German Climate Association,Non-governmental organizations
German Committee for Disaster Reduction,Non-governmental organizations
German Emissions Trading Association,Non-governmental organizations
German Federal Environmental Foundation,Non-governmental organizations
German Institute for Development Evaluation,Non-governmental organizations
German Institute for Economic Research,Non-governmental organizations
Germanwatch,Non-governmental organizations
Gherush92 Committee for Human Rights,Non-governmental organizations
Giving Life Nature Volunteer,Non-governmental organizations
Glasgow Caledonian University,Non-governmental organizations
Global Alert for Defence of Youth and the Less Privileged,Non-governmental organizations
"Global Alliance for Incinerator Alternatives Philippines, Inc.",Non-governmental organizations
Global Canopy,Non-governmental organizations
Global Carbon Capture and Storage Institute Ltd,Non-governmental organizations
Global Cement and Concrete Association,Non-governmental organizations
Global Challenges Foundation,Non-governmental organizations
"Global Climate and Health Alliance, a project of the Social Good Fund",Non-governmental organizations
Global Commons Institute,Non-governmental organizations
Global Council for Science and the Environment,Non-governmental organizations
"Global Dairy Platform, Inc",Non-governmental organizations
Global Ecovillage Network,Non-governmental organizations
Global Environment Centre,Non-governmental organizations
Global Environment Centre Foundation,Non-governmental organizations
Global Environmental Institute,Non-governmental organizations
Global Ethical Finance Initiative Limited,Non-governmental organizations
Global Feedback Ltd,Non-governmental organizations
Global Fellowship,Non-governmental organizations
Global Forest Coalition,Non-governmental organizations
Global Green Environmental Network,Non-governmental organizations
"Global Greengrants Fund, Inc.",Non-governmental organizations
Global Greens (Verts Mondiaux),Non-governmental organizations
Global Justice Now,Non-governmental organizations
Global Legislators Organisation for a Balanced Environment,Non-governmental organizations
Global Marshall Plan Foundation,Non-governmental organizations
Global Network of Civil Society Organisations for Disaster Reduction,Non-governmental organizations
Global Ocean Trust,Non-governmental organizations
Global Off-Grid Lighting Association,Non-governmental organizations
Global Peace Initiative of Women,Non-governmental organizations
Global Public Policy Institute,Non-governmental organizations
Global Sustainable Electricity Partnership,Non-governmental organizations
Global Warming Mitigation Project,Non-governmental organizations
Global Wellbeing Institute,Non-governmental organizations
Global Wind Energy Council,Non-governmental organizations
Global Witness,Non-governmental organizations
Global Young Greens,Non-governmental organizations
"Global Youth Development Institute, Inc.",Non-governmental organizations
GlobalChoices.org,Non-governmental organizations
Gordon E. and Betty I. Moore Foundation,Non-governmental organizations
Grace Richardson Fund,Non-governmental organizations
Grassroots Global Justice Alliance,Non-governmental organizations
Green Alliance,Non-governmental organizations
Green Asia Network,Non-governmental organizations
Green Belt Movement,Non-governmental organizations
Green Club,Non-governmental organizations
Green Course,Non-governmental organizations
Green Cross International,Non-governmental organizations
Green Economics Institute,Non-governmental organizations
Green European,Non-governmental organizations
Green Generation Foundation,Non-governmental organizations
Green Institute Limited,Non-governmental organizations
Green Korea United,Non-governmental organizations
Green Mobilisation Initiative,Non-governmental organizations
Green Planet,Non-governmental organizations
Green Zhejiang,Non-governmental organizations
GreenCape,Non-governmental organizations
Greener Impact,Non-governmental organizations
Greenhouse Gas Management Institute,Non-governmental organizations
Greenpeace International,Non-governmental organizations
Greenriver Environmental Protection Promotion Association of Sichuan,Non-governmental organizations
Grenoble Ecole de Management,Non-governmental organizations
Griffith University,Non-governmental organizations
Griha Council,Non-governmental organizations
"Groupe Énergies Renouvelables, Environnement et Solidarités",Non-governmental organizations
Grupo de Trabalho Amazonico,Non-governmental organizations
Grupo Español para el Crecimiento Verde,Non-governmental organizations
Guangzhou County Yuexiu District Climate and Environmental Protection Center,Non-governmental organizations
Gwangju Institute of Science and Technology,Non-governmental organizations
Habitat for Humanity International,Non-governmental organizations
HACEY’s Health Initiative,Non-governmental organizations
Haiti Cholera Research Funding Foundation Inc,Non-governmental organizations
Hangzhou Eco-Culture Association,Non-governmental organizations
Hanns Seidel Foundation,Non-governmental organizations
Harry’s Hydro Appeal,Non-governmental organizations
Harvard University,Non-governmental organizations
Hashoo Foundation,Non-governmental organizations
HATOF Foundation,Non-governmental organizations
Health Care Without Harm,Non-governmental organizations
Health In Harmony,Non-governmental organizations
Health of Mother Earth Foundation,Non-governmental organizations
HEDA Resource Centre,Non-governmental organizations
Heinrich Böll Foundation,Non-governmental organizations
Helmholtz-Zentrum Hereon GmbH,Non-governmental organizations
Helvetas Swiss Intercooperation,Non-governmental organizations
Hertie School of Governance gGmbH,Non-governmental organizations
Home of Sibuyan Island Peoples,Non-governmental organizations
Hong Kong Baptist University,Non-governmental organizations
Hope for the Future,Non-governmental organizations
Hoste Hainse,Non-governmental organizations
Houghton College,Non-governmental organizations
Huairou Commission Women Homes and Community,Non-governmental organizations
"Human Impacts Institute, Inc.",Non-governmental organizations
Human Rights and Environment Improvement Center,Non-governmental organizations
Human Rights Foundation of Aotearoa New Zealand,Non-governmental organizations
"Human Rights Watch, Inc.",Non-governmental organizations
Humane Society International,Non-governmental organizations
Humboldt-Viadrina Governance Platform gGmbH,Non-governmental organizations
I4CE - Institute for Climate Economics,Non-governmental organizations
IBON International Foundation Inc.,Non-governmental organizations
ICLEI-Local Governments for Sustainability,Non-governmental organizations
Imperial College London,Non-governmental organizations
Inclusion Scotland,Non-governmental organizations
"Independent University, Bangladesh",Non-governmental organizations
India Water Foundation,Non-governmental organizations
India Youth For Society,Non-governmental organizations
Indian Law Resource Center,Non-governmental organizations
Indian Youth Climate Network,Non-governmental organizations
Indiana University,Non-governmental organizations
Indigenous Clean Energy,Non-governmental organizations
Indigenous Environmental Network,Non-governmental organizations
Indigenous Information Network,Non-governmental organizations
Indigenous People of Africa Coordinating Committee,Non-governmental organizations
Indigenous Peoples Cultural Support Trust,Non-governmental organizations
Indigenous Research and Training Institute - IEPÉ,Non-governmental organizations
Indigenous Work Center,Non-governmental organizations
Indo Global Social Service Society,Non-governmental organizations
Industrial Technology Research Institute,Non-governmental organizations
IndustriALL Global Union,Non-governmental organizations
Ingénieurs sans Frontières,Non-governmental organizations
Iniciativa Climática de Mexico,Non-governmental organizations
Initiative Dévelopement,Non-governmental organizations
Initiatives of Change International,Non-governmental organizations
Innovation Center for Energy and Transportation,Non-governmental organizations
Innovations Bleues,Non-governmental organizations
Institut d’Etudes Politiques de Toulouse,Non-governmental organizations
Institut de Recherche pour le Développement,Non-governmental organizations
Institut du Développement Durable et des Relations Internationales,Non-governmental organizations
Institut Européen de l’Economie de la Fonctionnalité et de la Coopération,Non-governmental organizations
"Institut national de la recherche pour l’agriculture, l’alimentation et l’environnement",Non-governmental organizations
Institut Polytechnique de Grenoble,Non-governmental organizations
Institut Veolia,Non-governmental organizations
Institute and Faculty of Actuaries,Non-governmental organizations
Institute for Advanced Sustainability Studies,Non-governmental organizations
Institute for Agricultural and Forest Management and Certification,Non-governmental organizations
Institute for Agriculture and Trade Policy,Non-governmental organizations
Institute for Climate and Society,Non-governmental organizations
Institute for Climate and Sustainable Cities (iCSC),Non-governmental organizations
"Institute for Climate Protection, Energy and Mobility - Law, Economics and Policy e.V.",Non-governmental organizations
"Institute for Energy and Climate Strategies, Inc.",Non-governmental organizations
Institute for Environment and Development Sustainability,Non-governmental organizations
Institute for Environmental Security,Non-governmental organizations
Institute for European Environmental Policy,Non-governmental organizations
Institute for Global Environmental Strategies,Non-governmental organizations
Institute for Governance and Sustainable Development,Non-governmental organizations
Institute for Human Rights and Business,Non-governmental organizations
Institute for Public Policy Research,Non-governmental organizations
Institute for Sustainable Development and Research,Non-governmental organizations
Institute for Sustainable Energy Policies,Non-governmental organizations
Institute for Transportation and Development Policy,Non-governmental organizations
Institute of Development Studies,Non-governmental organizations
Institute of Electrical and Electronics Engineers,Non-governmental organizations
"Institute of Environment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Science",Non-governmental organizations
Institute of Environmental Science for Social Change,Non-governmental organizations
Institute of Environmental Well,Non-governmental organizations
"Institute Society, Population and Nature",Non-governmental organizations
Institution of Environmental Sciences,Non-governmental organizations
Institution of Mechanical Engineers,Non-governmental organizations
Institutional Investors Group on Climate Change Ltd.,Non-governmental organizations
Instituto Andino de Montaña,Non-governmental organizations
Instituto de Derecho y Economía Ambiental,Non-governmental organizations
Instituto de Ecología y Antropología de Acción,Non-governmental organizations
Instituto de Pesquisas Ecológicas,Non-governmental organizations
Instituto Ethos de Empresas e Responsabilidade Social,Non-governmental organizations
Instituto Global Attitude,Non-governmental organizations
Instituto Internacional de Derecho y Medio Ambiente/International Institute for Law and the Environment,Non-governmental organizations
Instituto Socioambiental,Non-governmental organizations
Instituto Torcuato Di Tella,Non-governmental organizations
Insurance Bureau of Canada,Non-governmental organizations
Integrated Sustainable Energy and Ecological Development Association,Non-governmental organizations
"Intelligentsia International, Inc.",Non-governmental organizations
InterAcademy Partnership,Non-governmental organizations
Interchurch Organization for Development Cooperation,Non-governmental organizations
InterEnvironment Institute,Non-governmental organizations
International Air Transport Association,Non-governmental organizations
International Alliance of Indigenous and Tribal Peoples of the Tropical Forests,Non-governmental organizations
International Aluminium Institute,Non-governmental organizations
International Association for the Advancement of Innovative Approaches to Global Challenges,Non-governmental organizations
International Association of Oil and Gas Producers,Non-governmental organizations
International Association of Public Transport,Non-governmental organizations
International Association of Schools of Social Work,Non-governmental organizations
International Association of Students in Agricultural and Related Sciences,Non-governmental organizations
International Biochar Initiative,Non-governmental organizations
International Center for Living Aquatic Resources Management,Non-governmental organizations
"International Centre for Energy, Environment and Development Foundation",Non-governmental organizations
International Centre for Environment Education and Community Development,Non-governmental organizations
International Chamber of Commerce,Non-governmental organizations
International Chamber of Shipping,Non-governmental organizations
International Cleantech Network,Non-governmental organizations
International Climate Change Partnership,Non-governmental organizations
International Climate Dialogue e.V.,Non-governmental organizations
International Coastal and Ocean Organization,Non-governmental organizations
International Committee of the Red Cross,Non-governmental organizations
"International Copper Association, Ltd.",Non-governmental organizations
International Coral Reef Society,Non-governmental organizations
International Council for Mining and Metals,Non-governmental organizations
International Council for Sustainable Energy,Non-governmental organizations
International Council of Chemical Associations,Non-governmental organizations
International Council on Clean Transportation Inc.,Non-governmental organizations
International Council on Monuments and Sites,Non-governmental organizations
International Cryosphere Climate Initiative,Non-governmental organizations
International Dairy Federation,Non-governmental organizations
International development enterprises,Non-governmental organizations
International Development Research Centre,Non-governmental organizations
International Dialogue for Environmental Action (IDEA),Non-governmental organizations
International Disability Alliance,Non-governmental organizations
International Education Institute of Brazil,Non-governmental organizations
International Emissions Trading Association,Non-governmental organizations
International Environmental Communication Association,Non-governmental organizations
International Federation of Environmental Health,Non-governmental organizations
International Federation of Liberal Youth,Non-governmental organizations
International Federation of Medical Students’ Associations,Non-governmental organizations
International Fertilizer Association,Non-governmental organizations
International Food Policy Research Institute,Non-governmental organizations
International Forestry Students’ Association,Non-governmental organizations
International Foundation for African Children,Non-governmental organizations
International Fund for Animal Welfare Inc.,Non-governmental organizations
International Gas Union,Non-governmental organizations
International Geothermal Association,Non-governmental organizations
International Humanist and Ethical Union Inc,Non-governmental organizations
International Hydropower Association,Non-governmental organizations
International Indian Treaty Council,Non-governmental organizations
International Institute for Applied Systems Analysis,Non-governmental organizations
International Institute for Environment and Development,Non-governmental organizations
International Institute for Sustainable Development,Non-governmental organizations
International National Trusts Organisation,Non-governmental organizations
International Network for Sustainable Energy,Non-governmental organizations
International Network of Basin Organizations,Non-governmental organizations
International Organization for Standardization,Non-governmental organizations
International Organization of Employers,Non-governmental organizations
International Panel of Experts on Sustainable Food Systems,Non-governmental organizations
International Peatland Society,Non-governmental organizations
International Planned Parenthood Federation,Non-governmental organizations
International Plant Genetic Resources Institute,Non-governmental organizations
International Polar Foundation,Non-governmental organizations
International Programme On the State of the Ocean,Non-governmental organizations
International Rivers Network,Non-governmental organizations
International Science Council,Non-governmental organizations
International Society for Ecological Economics,Non-governmental organizations
International Society of City and Regional Planners,Non-governmental organizations
International Society of Doctors for the Environment,Non-governmental organizations
International Solar Energy Society e.V.,Non-governmental organizations
International Solid Waste Association,Non-governmental organizations
International Trade Union Confederation,Non-governmental organizations
International Union of Architects,Non-governmental organizations
International Union of Forest Research Organizations,Non-governmental organizations
International Union of Railways,Non-governmental organizations
International Water Association,Non-governmental organizations
International Water Resources Association,Non-governmental organizations
International Work Group for Indigenous Affairs,Non-governmental organizations
International Youth and Student Movement for the United Nations,Non-governmental organizations
International Youth Council - Yemen,Non-governmental organizations
International Youth Nuclear Congress,Non-governmental organizations
International-Lawyers.Org,Non-governmental organizations
Interreligious Climate and Ecology Network,Non-governmental organizations
Interuniversity Research Centre for Sustainable Development,Non-governmental organizations
Inuit Circumpolar Conference,Non-governmental organizations
Investment Company Institute,Non-governmental organizations
Investor Group on Climate Change Australia / New Zealand Inc.,Non-governmental organizations
Investor Watch,Non-governmental organizations
IPIECA Limited (IPIECA),Non-governmental organizations
Islamic Relief Worldwide,Non-governmental organizations
"Islands First, Inc.",Non-governmental organizations
Israel Union for Environmental Defense,Non-governmental organizations
Italian Climate Network,Non-governmental organizations
Janvikas,Non-governmental organizations
"Japan Atomic Industrial Forum, Inc.",Non-governmental organizations
Japan Automobile Manufacturers Association Inc.,Non-governmental organizations
Japan Center for a Sustainable Environment and Society,Non-governmental organizations
Japan Economic Research Institute,Non-governmental organizations
Japan Environmental Council,Non-governmental organizations
Japan Iron and Steel Federation,Non-governmental organizations
Jeunes Ambassadeurs pour le Climat,Non-governmental organizations
Jeunes Volontaires pour l’Environnement,Non-governmental organizations
Jeunesse Étudiante Catholique Internationale,Non-governmental organizations
Johns Hopkins University,Non-governmental organizations
Joyce Foundation,Non-governmental organizations
Jubilee Debt Campaign,Non-governmental organizations
"Jubilee South Asia Pacific Movement, Inc.",Non-governmental organizations
Julie’s Bicycle,Non-governmental organizations
Juniata College,Non-governmental organizations
Just Transition Alliance,Non-governmental organizations
"Kadikoyu Friends of Science, Culture and Art Association",Non-governmental organizations
Karlsruhe Institute of Technology,Non-governmental organizations
Karnali Integrated Rural Development and Research Centre,Non-governmental organizations
Karuna Foundation,Non-governmental organizations
Keidanren,Non-governmental organizations
Keio University,Non-governmental organizations
Kejibaus Youth Development Initiative,Non-governmental organizations
Keren Kayemet LeIsrael/The Jewish National Fund,Non-governmental organizations
KfW,Non-governmental organizations
Khazer Ecological and Cultural NGO,Non-governmental organizations
Kiko Network,Non-governmental organizations
KinderEnergy INC.,Non-governmental organizations
King Abdullah Petroleum Studies and Research Center,Non-governmental organizations
"King ’s College, School of Law",Non-governmental organizations
KlimAktiv,Non-governmental organizations
Konrad-Adenauer-Foundation,Non-governmental organizations
Korea Chamber of Commerce and Industry,Non-governmental organizations
Korea Research Institute on Climate Change,Non-governmental organizations
Korean Business Council for Sustainable Development,Non-governmental organizations
Korean Federation for Environmental Movement,Non-governmental organizations
Korean Standards Association,Non-governmental organizations
KR Foundation,Non-governmental organizations
Krasnoyarsk Regional Public Ecological Movement “Friends of the Siberian Forests”,Non-governmental organizations
Kyoto Club,Non-governmental organizations
"Kyoto University, Institute of Economic Research",Non-governmental organizations
La Brique,Non-governmental organizations
La Fresque Du Climat (The Climate Fresk),Non-governmental organizations
Latin American Section of the American Nuclear Society,Non-governmental organizations
Laudes Foundation,Non-governmental organizations
Le Centre québécois du droit de l’environnement,Non-governmental organizations
Leaders Club,Non-governmental organizations
Leadership for Environment and Development International,Non-governmental organizations
Leadership Watch,Non-governmental organizations
League of Women Voters of the United States,Non-governmental organizations
Lean Management Systems Promotion Society,Non-governmental organizations
Legal Response Initiative,Non-governmental organizations
Legambiente - League of Environment,Non-governmental organizations
Libélula Instituto para el Cambio Global,Non-governmental organizations
Life and Environment,Non-governmental organizations
LIFE e.V.,Non-governmental organizations
Ligue pour la Protection des Oiseaux,Non-governmental organizations
LINGO e.V.,Non-governmental organizations
Linking Environment and Farming,Non-governmental organizations
Litus Foundation,Non-governmental organizations
Local Environment Development and Agricultural Research Society,Non-governmental organizations
Lombardy Foundation for the Environment / Fondazione Lombardia per l’Ambiente,Non-governmental organizations
London School of Economics and Political Science,Non-governmental organizations
